GeneID	perturbed	perturbed	perturbed	perturbed	control	control	control	control
553103	33	26	33	24	33	57	50	36
100500865	0	1	0	0	0	1	0	0
6584	530	455	498	354	531	735	613	503
441108	18	21	24	14	9	34	33	21
102723741	3	4	2	7	4	6	3	5
3659	490	402	495	335	187	273	236	203
3567	0	0	0	0	1	2	2	0
10111	1846	1921	2277	1862	1329	1933	2167	1730
101927761	19	19	18	20	10	17	16	21
3596	1	1	1	0	0	0	0	0
3565	0	1	0	1	0	1	0	0
105379176	1	1	0	0	2	2	0	0
11127	902	829	909	827	765	1081	1198	978
645121	10	11	9	9	6	19	12	10
23176	1023	968	1041	871	1046	1524	1392	1177
134548	88	92	87	81	120	164	139	139
134549	185	139	165	122	189	324	233	181
2661	229	227	261	219	217	296	348	326
27089	2351	2394	2674	2234	2529	3473	3772	3373
116842	21	16	29	15	13	26	13	12
27125	2444	2116	2495	2058	2061	3014	2661	2026
54819	822	708	855	679	431	683	731	568
3308	4049	3497	4792	3546	3502	4981	5237	3972
105379178	0	0	0	0	0	0	0	0
23105	29	19	13	8	25	27	24	27
105379181	9	4	3	1	2	10	10	5
105379180	1	5	0	0	4	1	0	0
100302134	0	0	0	0	0	0	0	0
105379179	0	0	0	0	0	0	0	0
105664404	0	0	0	0	0	0	0	0
105379182	0	0	0	0	0	0	0	0
56951	1981	2063	2220	1684	1977	2772	3033	2308
105379183	0	3	1	1	2	6	3	1
7416	4362	3987	4656	3655	3997	6006	5883	4864
105379185	1	8	2	7	3	2	2	3
101060024	1	0	0	0	0	0	1	1
6932	430	357	325	257	363	510	470	357
6500	8436	7816	9859	7590	6267	8997	10071	8378
5515	7032	6240	7539	5421	4650	6972	6863	5379
100500905	214	175	211	167	133	189	197	167
51265	115	109	151	98	110	153	183	149
7320	897	852	1012	783	738	993	1137	900
91368	824	770	962	777	763	1081	1189	1012
102546229	1	0	0	2	0	1	1	0
107986450	0	0	2	0	0	1	1	1
101927934	2	0	1	0	0	3	0	0
23338	146	122	119	98	101	156	140	120
107986451	1	3	1	1	1	3	3	0
51128	1938	1845	2275	1721	916	1296	1451	1117
10802	1719	1694	1884	1417	895	1366	1436	906
819	913	850	959	736	607	973	892	709
9879	1174	1365	1450	1170	895	1181	1481	1242
134553	1859	2039	2043	1559	2007	2803	3051	2385
79770	416	515	487	347	468	650	707	540
84105	163	170	171	140	135	205	266	163
347732	27	23	28	9	6	13	17	8
107986452	52	51	72	37	37	68	53	26
5307	648	568	679	507	432	704	715	688
100996485	446	434	477	383	346	494	549	408
101927953	6	3	2	1	2	2	2	1
105379188	1	1	0	1	0	3	0	1
340073	0	0	0	0	0	0	0	0
9555	5015	4978	4865	3763	3733	5527	5089	4276
140947	0	0	0	0	0	0	0	0
497189	0	0	0	0	0	1	0	0
4762	1	3	2	1	1	3	0	2
9547	0	0	0	2	0	0	0	0
153328	91	108	115	69	94	144	125	85
340074	0	0	0	0	0	0	0	0
100847082	0	0	0	0	0	0	0	0
107986453	0	1	0	0	0	0	1	0
3578	0	0	1	0	1	2	0	0
26223	336	361	441	352	311	462	466	341
3950	16	13	22	7	11	20	11	13
105379189	0	0	0	0	0	0	0	0
7045	38	38	41	31	10	24	21	9
100126299	1	2	1	0	2	1	3	0
9597	22	14	13	17	11	17	13	14
4090	3233	3243	3556	2635	2346	3506	3725	2681
389332	0	4	3	0	0	2	2	1
57113	1	0	0	0	1	1	0	1
106478968	0	0	0	0	0	0	0	0
105379191	0	0	0	0	0	0	0	0
6695	128	117	119	111	108	200	144	131
105379192	0	0	0	0	0	0	0	0
26249	98	67	86	70	117	168	184	118
100126343	0	0	0	0	0	0	0	0
10949	935	925	1583	1168	1353	1886	2739	2260
107986369	4	4	1	6	4	2	5	2
4888	4	2	5	4	2	2	5	2
107986368	6	0	7	3	4	6	7	6
101928005	19	19	26	18	16	39	31	33
9499	23	38	33	26	38	54	34	28
27039	29	20	45	40	39	55	69	56
51306	467	395	616	574	561	849	1072	747
100130172	26	14	21	15	34	28	38	22
7478	23	16	15	22	27	26	28	22
8382	11	9	18	14	3	23	24	20
10902	2113	2047	2035	1735	2090	3183	3170	2351
10112	1800	1814	1805	1360	2315	3466	3065	2220
8697	2679	2495	2929	2148	2135	3211	3249	2275
2676	4	2	2	4	0	3	1	6
995	688	682	738	602	762	1112	1193	894
100128966	13	17	8	15	20	19	28	20
51307	4014	3437	3606	2689	2546	3701	3053	2210
51780	1377	1343	1465	1075	1623	2372	2156	1693
51308	1227	1066	1138	833	737	1099	734	667
1958	202	230	179	172	62	70	81	49
2107	2049	1960	2980	2072	1808	2437	2987	2388
3313	10929	10068	11425	8451	4796	7036	7135	5458
109617013	3	6	13	5	4	3	3	3
26785	16	8	8	10	4	12	8	6
105379193	331	282	341	242	151	227	215	173
105379194	3	5	2	1	0	2	3	5
1495	6066	6051	6176	4834	5766	8300	7924	5926
26045	102	89	91	60	36	43	54	37
64374	737	693	706	566	511	735	610	537
105379195	3	6	3	9	0	7	11	8
9782	8736	9033	10335	8275	8215	12582	13397	10295
724102	86	69	57	52	83	145	65	50
109616975	3	0	1	1	2	2	3	2
26821	1	2	2	1	0	0	2	0
51247	4306	3905	5152	3694	2582	3769	4171	3293
9963	3	3	2	1	7	7	15	9
51237	3	1	1	0	0	1	1	0
389333	8	14	6	5	22	22	18	10
202051	38	41	56	49	34	56	51	40
202052	835	718	849	643	711	1061	1020	909
641700	5	6	6	3	5	8	4	5
111064649	0	0	0	2	0	0	0	0
340061	544	536	461	355	552	774	607	501
7322	2971	2690	3111	2430	1779	2728	2737	2110
51523	356	359	379	294	329	452	484	399
111082989	1	3	1	0	1	3	3	2
84249	5	7	9	4	7	7	5	9
101929696	0	0	0	0	0	1	1	1
9542	26	33	18	17	27	35	28	27
100505636	130	91	130	72	54	78	98	73
5813	584	505	622	502	442	623	683	633
492311	10	11	12	15	15	39	43	30
101929719	2	2	2	4	0	1	1	3
84418	1496	1248	1357	987	600	938	834	733
5201	2239	2116	2143	1634	1373	2012	1838	1547
1839	118	174	168	139	65	98	101	89
83697	17	15	12	13	33	39	31	25
404734	2080	1990	2111	1548	1553	2376	2168	1690
54882	2168	2058	2177	1637	1632	2464	2259	1786
8637	18	22	18	11	15	23	22	18
10011	1262	1138	1336	989	698	851	865	756
10307	253	197	194	185	345	545	456	350
102465499	1	0	1	0	1	1	1	1
113829	2416	2153	2250	1598	2123	3200	2528	2165
112267855	0	0	0	1	0	0	0	0
55374	439	460	455	398	606	841	827	642
929	3	3	3	4	7	4	2	1
4695	705	728	724	654	832	1190	1273	1079
3550	2549	2839	2822	2209	1699	2636	2622	2037
100500820	69	56	75	44	59	76	68	57
54853	853	696	739	488	709	1033	843	672
373863	75	53	64	34	65	109	74	62
3035	2401	2088	2180	1589	1886	2787	2405	1854
23438	1156	1087	1172	868	1024	1518	1396	1115
153527	633	745	763	608	611	827	892	576
56664	0	0	1	0	0	1	1	1
105378198	4	2	3	2	3	2	1	5
56663	2	3	2	0	1	2	2	3
56662	16	11	7	11	5	5	4	0
56147	24	29	22	19	24	32	39	31
56146	10	13	13	12	21	31	28	25
56145	33	35	35	32	32	56	71	36
56144	13	13	16	13	26	35	33	26
56143	11	13	12	12	17	24	26	19
56142	18	20	21	14	19	37	35	32
56141	21	11	17	10	18	23	26	17
56140	38	36	46	32	49	79	75	40
9752	25	25	32	26	22	33	46	30
56139	107	140	127	113	140	204	174	137
56138	58	74	62	55	99	134	140	85
112267934	51	61	51	52	89	107	122	71
56137	22	27	36	22	29	36	46	34
56136	63	46	55	58	48	85	89	68
56135	23	31	35	25	27	40	39	34
56134	110	96	104	88	136	239	220	154
56119	8	9	11	8	14	22	22	16
101926905	0	0	0	0	1	1	0	0
29930	1	3	2	0	2	3	2	2
56133	519	559	528	456	764	1086	1072	774
56132	48	45	44	31	49	69	75	36
56131	8	6	6	7	10	12	20	14
26167	12	15	16	16	11	16	14	9
56130	57	54	64	48	22	36	40	18
54661	8	9	5	11	7	9	9	7
56129	52	50	47	41	101	116	100	63
56128	109	145	99	87	127	183	175	110
57717	54	59	38	35	43	86	67	34
56127	33	50	43	36	53	52	51	33
56126	102	90	88	68	89	134	126	87
56125	252	243	214	188	409	551	554	405
56124	125	117	100	79	81	129	128	88
56123	119	119	125	87	96	163	137	137
56122	69	39	54	40	69	86	98	93
54660	71	67	64	61	96	135	131	74
84054	39	33	22	14	30	47	39	24
56121	60	61	52	58	61	97	73	71
105378199	13	12	6	3	9	6	4	6
83884	0	0	2	0	0	2	2	0
6879	4010	4252	4429	3497	3317	5168	5230	4097
56114	50	37	34	26	69	108	68	56
56113	34	36	24	23	59	88	61	43
56112	35	34	26	21	54	75	61	45
56104	122	131	91	79	234	305	240	163
56111	77	117	68	68	110	155	122	98
56103	60	75	59	46	101	149	100	86
56110	51	37	43	32	55	89	72	51
56102	41	36	30	28	56	88	68	52
56109	38	37	29	24	58	87	62	49
56108	42	53	48	37	73	104	76	53
8641	52	49	51	35	66	94	73	50
9708	41	34	32	24	57	83	62	48
56101	246	194	275	173	217	326	279	239
56107	39	40	30	29	56	92	63	46
56100	44	41	34	26	53	76	60	43
56106	37	33	30	22	50	78	56	43
56099	43	43	38	31	71	110	90	66
56105	284	247	250	186	465	749	632	481
56120	5	10	4	9	4	5	4	3
26025	36	34	28	26	58	81	58	43
5098	371	384	347	287	524	782	611	497
56098	43	43	43	29	88	113	94	75
56097	31	30	26	20	54	75	65	43
1729	2103	1941	2255	1643	2043	2913	2732	1947
100505658	3	6	8	3	7	4	12	12
8841	3277	3097	3046	2296	2815	4215	3854	2864
285613	107	94	81	62	41	58	43	41
89848	213	187	190	155	175	253	179	157
64411	129	124	142	99	187	242	270	220
107986454	1	0	0	0	0	2	0	0
5097	143	123	112	75	66	117	76	69
729080	0	2	0	0	0	0	1	0
9812	425	421	404	368	630	901	797	667
51294	10	11	5	4	10	13	13	6
9604	2326	2101	2663	1925	1567	2366	2476	1956
10007	2072	1949	2173	1637	1411	1949	1921	1509
105378204	0	0	0	0	0	0	1	0
80762	2106	1948	2290	1698	1652	2345	2464	2038
107986455	8	8	7	6	10	12	6	13
81848	26	25	22	15	5	19	11	5
100642175	0	0	0	0	0	0	0	0
101926941	0	0	0	0	0	0	1	2
2246	10	12	5	8	2	3	7	0
101926975	0	0	0	1	0	0	0	0
23092	248	223	297	201	206	293	264	207
100874239	0	0	0	0	0	0	0	0
107986457	6	1	2	0	1	2	4	0
100874372	2	0	1	1	1	0	1	2
2908	1325	1302	1350	1132	1319	1985	2046	1491
105378208	0	0	0	1	0	0	1	0
105378209	1	0	1	1	0	0	0	0
105378210	0	0	0	0	0	0	0	0
100846991	0	0	0	0	0	0	0	0
57824	0	0	0	0	0	0	0	0
81555	1430	1348	1598	1176	1059	1409	1558	1203
57528	4	5	7	10	11	7	13	6
105378211	0	2	1	2	1	1	1	2
153768	444	504	476	410	458	667	684	557
643226	2	0	4	2	0	1	0	0
107986458	1	0	0	1	1	2	4	3
153769	55	52	43	35	52	75	57	48
107986459	0	0	1	0	0	0	0	0
153770	20	15	23	21	14	14	15	9
51520	4922	4985	4687	3675	3436	5338	4767	3475
54439	1480	1423	1472	1160	1268	1765	1658	1309
5459	2	4	6	0	0	2	2	0
105378213	0	0	0	0	0	0	0	0
10915	3448	3410	3328	2596	2946	4446	4318	3150
134391	3	0	1	0	2	1	2	0
105378215	0	1	0	0	0	0	0	0
5521	42	57	43	42	31	30	33	41
107986461	1	0	0	0	1	0	1	0
105378214	0	0	0	0	0	0	0	0
100874361	0	0	0	0	0	0	0	0
105378217	2	5	1	1	2	0	0	0
202374	56	45	54	47	31	38	26	22
1809	596	677	613	483	478	736	618	539
153469	63	44	58	50	71	109	107	65
9832	296	284	300	236	291	499	492	388
101927012	4	5	4	3	6	12	7	9
105378218	2	2	3	4	4	3	5	1
6690	9	6	9	4	3	1	2	0
389336	12	4	13	7	2	1	0	1
117156	0	0	0	0	0	0	0	0
11005	79	93	99	78	119	127	165	118
408187	0	0	0	3	2	0	1	1
404203	0	0	0	0	2	0	1	0
105378220	0	0	2	1	1	0	1	4
102546294	10	7	13	11	9	17	15	12
153218	69	61	56	36	15	16	16	14
84651	5	2	6	6	11	18	7	7
643394	2	0	3	2	4	1	0	0
81545	794	709	878	607	924	1395	1302	961
3360	0	0	0	0	0	0	0	0
107986462	0	0	0	0	0	0	0	0
105378221	0	1	0	0	0	0	0	0
154	116	82	95	70	135	224	215	178
79628	49	46	39	26	63	89	86	70
693169	0	0	0	0	0	0	1	0
255187	1	1	2	0	4	0	1	2
22885	148	134	121	93	82	131	82	101
134265	340	294	298	233	192	312	279	215
134266	1583	1442	1539	1136	1040	1516	1488	1080
106144529	31	31	34	25	18	38	40	27
78991	373	393	376	297	417	620	524	408
27190	1	0	2	0	2	2	2	0
101927046	1	0	0	0	0	0	0	0
728264	0	1	0	0	0	0	0	0
406935	0	0	0	0	0	0	0	0
406937	0	0	0	0	0	0	0	0
1452	5508	5258	5982	4336	3889	5858	5671	4265
389337	211	193	238	162	173	296	171	126
105378224	0	0	0	0	0	0	0	0
133522	286	244	263	179	205	261	244	150
494327	1	0	2	0	1	2	1	0
5145	2	0	1	0	1	2	2	1
644762	0	0	1	0	0	0	0	0
1836	970	837	996	778	811	1260	1236	889
81789	254	203	252	196	223	343	311	225
22993	1970	1691	1691	1284	1247	1939	1525	1033
1436	15	22	10	6	7	16	21	6
5159	25	30	16	18	29	46	41	46
1044	0	0	1	1	0	0	0	0
6534	0	1	1	0	2	1	0	0
815	1	2	2	1	6	3	1	2
340075	65	56	51	31	43	59	61	48
105378225	0	0	0	0	0	0	0	0
105378226	0	0	0	0	0	0	0	0
6949	5346	4717	4398	3151	3336	5029	3762	3031
972	47	37	41	33	26	39	55	47
6208	9078	9382	9992	8075	8979	12787	12952	11131
102546298	6	9	7	11	11	18	5	9
3340	994	842	980	719	1107	1594	1165	911
11346	47	36	35	24	29	53	42	50
91977	3	4	7	3	10	11	5	3
55696	1729	1700	1822	1469	1234	1870	1777	1506
51164	2475	2452	2752	2048	1994	3090	2944	2281
85027	429	371	427	319	250	351	315	227
345611	21	20	21	17	16	22	24	14
91975	844	848	940	705	743	1066	1111	746
134466	2	5	2	3	0	5	0	0
105378228	4	2	2	1	1	2	0	0
2878	623	561	531	446	395	592	544	460
10318	919	751	955	732	646	803	760	658
309	1248	1119	1409	1039	1534	2186	2071	1794
107986463	3	3	1	4	2	4	7	4
26112	362	359	328	276	309	444	363	270
105378230	11	7	6	6	7	14	10	4
2760	535	503	484	375	588	887	738	615
285641	0	0	1	1	0	0	2	0
153201	0	0	0	2	2	3	3	0
105378234	1	1	1	0	1	3	2	1
206358	681	583	542	377	341	544	510	356
2196	14	18	7	11	12	23	11	19
102465246	0	0	0	0	0	0	0	1
105378231	1	2	0	0	0	1	2	0
6678	5743	5171	5511	4120	6962	10647	9102	7359
101927096	37	43	25	22	41	66	52	39
475	507	499	545	507	730	1010	941	879
105378235	6	7	11	8	19	16	19	10
100652758	198	184	181	147	178	261	226	199
10146	8657	8122	8912	6670	7397	11158	10672	7938
2741	1	2	2	1	0	2	1	0
112267935	0	2	5	2	3	2	0	0
101927115	0	2	1	0	0	1	1	1
105378236	0	0	0	1	0	0	0	0
105378237	0	0	0	0	0	0	0	0
56923	0	3	0	1	4	3	1	2
101927134	0	1	0	0	0	0	0	0
2890	0	0	0	0	0	0	0	0
105378238	0	0	0	0	0	0	0	0
107986464	0	0	0	0	0	0	0	0
107983980	0	1	0	0	0	0	0	0
10827	551	588	577	495	563	962	892	724
4238	1819	1808	2051	1462	1187	1800	1717	1287
55568	690	692	628	504	783	1202	1044	808
107986465	31	27	33	24	13	26	19	11
100302181	0	0	0	1	4	3	1	1
386627	40	55	39	36	30	66	36	40
79685	527	524	542	464	552	803	735	594
9421	198	162	167	150	285	378	423	307
100422950	0	0	0	0	0	0	0	0
23367	2643	2428	2673	2084	2181	3098	3056	2482
100302284	0	0	0	0	1	0	0	2
112267936	19	25	24	12	21	29	23	24
10826	475	488	524	434	445	719	655	545
100616306	3	0	0	0	4	7	4	2
9337	2013	1705	2096	1529	1652	2494	2669	2059
25929	1183	1000	1364	867	929	1423	1392	933
29093	1420	1379	1800	1344	930	1374	1601	1292
285643	69	78	87	60	85	135	121	87
105378239	0	1	0	0	0	0	0	0
6444	0	1	0	0	0	0	0	0
105377673	0	0	0	0	0	0	0	0
153743	57	60	61	52	27	41	63	47
91937	0	0	0	0	0	0	0	0
26762	2	0	5	0	0	2	2	1
84868	1	0	0	2	4	1	1	3
9443	362	329	429	349	353	510	562	458
153745	1	0	0	0	0	0	0	0
3702	13	11	14	10	1	3	5	2
26999	9104	8395	8464	6434	6180	9875	8361	6200
408263	3	8	10	5	11	12	12	4
102724404	2	4	0	3	5	10	5	1
348938	44	56	55	25	18	23	18	15
8728	315	341	325	222	417	591	462	319
11063	48	31	33	27	3	13	7	5
105377675	0	0	1	0	0	0	0	0
100190949	5	10	9	11	11	20	13	8
105377676	0	0	0	1	1	0	1	0
54974	290	257	266	202	197	283	272	224
134353	363	377	419	298	335	524	444	346
9685	3929	3855	4292	3218	2312	3576	3502	2557
107986466	0	0	0	0	1	0	0	0
105377677	0	0	0	1	0	0	0	0
105377678	0	0	0	0	1	0	0	0
105377680	0	0	1	0	0	0	0	0
101927697	0	0	0	0	0	0	0	0
1879	63	63	81	60	159	212	255	146
101927740	1	0	1	0	6	3	1	5
107986467	1	3	5	2	6	8	8	7
153830	351	368	770	584	827	1035	1523	1117
107986468	3	4	8	4	6	5	6	3
105377682	2	1	2	0	0	0	1	0
134510	928	850	1022	826	730	1135	1136	803
105377683	0	0	0	0	0	0	0	1
3593	0	0	5	2	1	7	1	2
107986469	0	0	0	0	0	1	0	0
285626	12	12	12	10	25	29	17	17
285627	2	1	3	3	1	3	2	1
105377685	2	10	2	5	4	5	8	3
105377684	9	9	5	8	10	15	10	9
105377687	0	0	0	0	0	0	1	0
105377688	0	0	0	0	0	0	0	0
101927766	0	1	0	0	0	2	0	0
105377689	0	0	0	0	0	0	0	0
147	31	22	15	23	21	34	41	25
101927790	0	3	1	1	2	2	4	3
7265	1442	1487	1606	1264	882	1254	1370	1090
114825	771	765	731	641	613	803	847	665
2172	27	19	20	20	20	37	27	30
105377690	1	0	0	0	0	2	1	0
79616	80	79	71	77	93	144	123	108
105377691	0	1	3	2	5	2	3	3
114898	41	32	44	25	18	23	19	15
63920	450	418	530	362	392	535	602	426
10569	3062	3057	3462	2552	1416	2336	2430	1752
9232	3075	2718	3482	2727	2115	2998	3284	2720
107075116	0	0	1	0	0	0	1	0
100422938	0	0	0	0	0	0	0	0
406938	0	0	0	0	0	0	0	0
23120	1	3	3	2	0	0	0	0
285629	26	33	24	25	7	8	6	3
105377693	0	0	0	0	0	0	0	0
2561	0	0	0	0	0	0	0	0
105377694	0	0	0	0	0	0	0	0
2559	0	0	0	0	0	0	0	0
105377696	0	0	0	0	0	0	0	0
2554	0	0	0	0	0	0	0	0
104326188	0	0	0	0	0	0	0	0
2566	0	2	0	0	1	2	0	1
105377697	0	1	0	0	0	0	0	0
105377698	0	0	1	0	1	0	0	0
105377699	2	1	1	2	0	4	2	0
105377700	154	154	154	122	145	196	192	138
900	9461	9403	10865	8203	7840	12397	12289	9887
134492	1127	1054	1353	1050	1126	1530	1875	1549
3161	699	916	983	758	615	1028	1259	964
101927813	41	61	69	45	33	56	71	51
27430	2443	2315	2756	2059	2071	2922	3185	2606
102724458	0	0	0	0	0	0	0	0
105377703	0	0	0	0	0	0	0	0
101927835	0	0	0	0	0	0	0	0
102546299	0	0	0	0	0	0	0	0
105377702	0	0	0	0	0	0	0	0
105377701	0	0	0	0	0	0	0	0
107986370	0	0	0	0	0	0	0	0
105377705	0	0	0	0	0	0	0	0
105377706	0	0	0	0	0	0	0	0
102557615	0	0	0	0	0	1	0	0
57451	10	14	8	8	13	14	15	11
101927908	0	0	0	0	0	0	0	0
105377709	2	1	8	1	1	2	2	0
113219458	0	0	0	0	0	0	0	0
101927862	16	15	12	11	9	13	16	21
23286	296	308	348	272	290	350	360	296
5917	2868	2781	3063	2337	1802	2848	2811	2063
345630	7	2	10	4	4	5	5	2
79646	2250	2058	2318	1711	1424	2144	2132	1657
406895	0	0	0	0	0	0	0	1
100302238	0	0	0	0	0	0	0	0
6586	37	33	39	35	132	165	125	118
101927969	3	2	2	2	4	6	5	6
407001	0	0	0	0	1	0	0	0
107986470	1	1	4	1	1	0	4	4
105377713	0	0	0	2	0	1	1	0
107986472	0	0	0	0	1	0	0	0
728095	1	2	0	0	0	1	1	0
105377712	0	2	0	0	0	0	1	0
693170	0	0	0	0	0	0	0	0
105377714	3	2	4	4	4	6	7	1
105377715	0	0	0	0	0	0	0	0
54908	1424	1490	1766	1222	1156	1786	1805	1473
1794	2	0	0	3	1	5	6	0
100131897	20	11	15	3	5	4	11	4
100616498	0	0	0	0	0	0	0	0
2299	0	0	0	0	0	0	0	0
100507267	0	0	0	0	0	0	0	0
133874	0	0	1	0	0	2	0	0
3937	3	0	0	1	1	1	0	0
100128059	0	0	0	1	0	0	0	0
257358	47	34	43	44	48	51	46	40
30820	2	4	8	3	2	4	9	8
3779	2	2	0	0	2	0	0	0
101928033	0	0	0	0	0	0	0	0
105377716	1	0	0	0	0	0	4	0
107986473	1	0	0	0	0	0	0	1
107986474	0	0	0	0	0	0	0	0
107986475	0	1	2	0	0	0	0	0
2568	5	8	3	5	12	12	14	6
64901	541	488	661	514	533	833	845	630
30012	20	13	24	17	17	30	23	24
109616973	0	0	0	0	0	0	0	0
100500831	0	0	0	0	0	0	0	0
4869	8844	9270	11233	8832	7460	11203	13114	10513
8817	13	9	9	8	8	14	14	9
105377721	2	0	1	1	1	0	0	0
105377720	10	7	5	9	6	9	8	11
105377722	1	0	0	0	0	0	0	0
107986392	1	1	1	1	0	1	0	0
105377724	0	0	2	0	0	0	0	2
105377723	0	0	0	0	0	0	0	0
644994	0	0	0	0	0	0	0	0
105377725	7	2	2	4	7	4	2	3
107986476	15	15	17	13	13	12	11	8
23291	1691	1779	1909	1506	1944	2791	2750	2057
6793	451	425	477	389	461	632	578	499
107986477	1	6	3	3	4	13	8	4
285588	2	0	1	0	1	1	1	0
92181	788	864	899	667	994	1435	1479	1120
100288254	0	0	0	2	0	0	0	0
285590	339	255	221	203	325	500	365	258
105377727	0	0	1	2	0	0	0	0
107984004	2	1	0	0	0	0	0	0
105377728	0	0	0	0	0	2	0	0
105377729	0	0	0	0	0	0	0	0
107986478	0	0	0	0	0	0	0	0
54492	24	19	29	29	43	50	80	79
100847029	0	0	0	0	0	1	0	0
107986479	0	0	1	0	0	0	1	0
101928093	1	3	0	3	1	0	0	0
1843	4757	3976	3949	2961	1863	3007	2359	1886
105377730	3	0	0	4	4	1	5	6
57222	350	351	518	366	677	957	1207	968
113218510	3	6	4	4	4	10	3	6
51121	681	667	841	673	543	720	850	668
100268168	21	20	16	16	7	12	16	5
8992	1747	1596	1993	1621	1244	1905	2005	1779
677841	0	1	2	3	2	5	4	1
153222	597	605	671	565	314	538	526	399
662	366	369	417	339	173	302	285	236
1482	341	300	339	254	214	289	283	235
105377731	1	0	0	0	2	0	2	0
113219469	0	0	0	0	0	0	0	0
8614	252	282	259	214	135	161	193	121
102465862	0	0	0	0	0	0	0	0
105377732	4	7	7	5	4	12	7	5
105377733	0	0	0	0	0	0	0	1
285593	3	4	5	4	0	1	4	1
105377735	12	9	11	15	4	6	6	3
91272	1106	978	1211	913	601	932	945	715
107986480	0	0	0	0	0	0	0	0
105377736	0	0	0	0	0	0	0	0
101928136	0	0	0	0	0	0	0	0
107984118	0	1	3	0	1	0	0	0
107986482	0	0	0	0	0	0	1	0
101928154	0	0	0	0	0	0	0	0
80315	459	492	518	427	332	505	500	410
133491	4	0	2	2	0	1	2	0
51617	0	0	1	0	0	0	2	0
102724551	0	1	0	0	0	0	0	0
101928176	200	170	180	155	61	97	76	52
107986483	3	5	6	11	3	3	1	1
105377739	7	7	5	6	2	5	2	3
105377740	2	5	1	4	2	1	3	0
105377741	5	1	2	2	1	4	5	2
4488	516	595	598	416	441	621	686	490
100616202	1	0	0	0	1	1	0	0
105377742	36	21	30	21	7	11	8	3
441116	0	0	0	0	0	0	0	0
107986484	0	0	1	0	0	0	0	0
1812	7	3	11	4	6	9	2	9
94081	3389	3131	3611	2502	2499	3819	3726	2849
3274	7	7	5	7	12	13	5	11
105377743	20	13	14	15	10	25	20	13
10814	9	10	5	8	0	0	0	0
105377744	8	3	2	1	0	0	3	1
107986485	3	3	3	3	2	4	4	10
84321	1441	1263	1517	1144	980	1528	1463	1204
107986486	192	143	172	133	102	167	178	158
105377745	0	1	1	1	0	0	0	0
105377746	0	1	0	0	0	1	1	0
100996385	0	0	0	0	0	0	0	0
202134	2	2	0	2	1	2	2	2
100507387	1	0	0	1	1	0	0	0
107986487	4	8	5	3	2	6	3	2
643201	48	42	52	43	18	31	35	26
375484	1376	1251	1210	963	1181	1771	1558	1247
57179	3206	2845	3233	2448	2727	3871	3739	2689
285598	491	517	426	361	707	1119	846	593
100302203	0	1	0	0	1	1	1	0
51491	919	831	938	627	512	751	784	589
192286	553	526	624	507	593	881	962	749
1212	1326	1182	1367	980	636	975	874	783
23197	3318	3275	3376	2580	2060	3298	3156	2320
22838	50	66	61	67	82	134	154	129
112267951	8	11	9	1	30	56	36	11
54825	12	18	12	6	7	13	11	12
114787	520	407	465	309	202	302	276	147
6620	7	12	11	11	23	32	18	13
100422962	0	0	0	0	0	0	0	0
253314	0	1	0	0	0	1	1	0
26262	565	531	550	454	560	781	675	562
102577424	0	0	0	0	0	0	0	0
90249	25	18	14	11	38	55	50	27
3101	0	0	0	0	0	0	4	0
51720	779	755	885	592	466	735	658	511
23567	1555	1369	1343	1026	1216	1745	1492	1124
2264	171	137	149	122	130	185	137	133
64324	1879	1762	1901	1600	2328	3221	3057	2265
53917	937	721	791	601	715	1119	1015	782
27166	2335	2096	2494	1880	1366	1904	2015	1712
83463	1295	1142	1272	931	912	1285	1192	1056
10960	3123	2786	2824	2228	2406	3600	3216	2580
10636	191	167	191	134	165	232	208	188
6569	3	1	0	0	0	1	0	2
345456	0	0	0	0	0	0	0	0
2161	72	92	89	66	45	83	74	51
2870	1908	1650	1724	1230	1207	1629	1501	1212
340037	4	2	0	2	3	3	3	4
80758	249	228	313	222	165	242	227	181
1627	1923	1675	1839	1277	1925	2594	2347	2072
9260	549	459	570	396	469	738	680	560
79930	13	5	5	5	8	16	4	14
51428	1019	870	861	672	775	1246	962	875
54540	355	301	318	269	389	634	536	378
107986488	20	21	19	19	23	29	27	27
105377750	3	3	3	3	2	5	7	1
54732	2866	2445	2567	1888	946	1515	1596	1535
11285	401	378	369	248	367	513	439	358
202181	715	642	704	577	804	1066	995	730
107986489	19	9	25	16	6	10	19	11
285596	7	6	6	6	4	6	6	9
105377752	1	0	0	0	0	0	0	0
107986490	0	0	0	1	0	0	1	0
107986491	0	1	0	0	0	0	0	0
105377753	0	1	1	0	0	0	0	0
728554	1557	1346	1543	1172	1077	1627	1605	1301
100128340	12	6	5	4	7	14	8	5
5626	0	0	0	0	0	0	0	0
653316	7	5	7	4	1	2	4	2
107986492	4	3	3	1	3	2	5	1
105377754	0	0	0	0	0	0	0	0
23138	89	89	92	66	46	75	61	39
64777	1922	1703	1814	1275	1531	2152	2075	1676
55651	1821	1500	1528	1108	1460	1932	1965	1657
64396	1	1	1	1	3	3	3	1
3182	3588	3755	4009	3035	3139	4277	4414	3474
85007	1217	1249	1260	957	1667	2351	2061	1644
112267937	3	1	3	5	3	5	3	1
91522	22	24	32	16	60	85	65	46
105377757	0	0	0	0	0	0	0	0
105377756	2	0	0	0	1	0	0	1
57396	785	705	920	703	606	826	958	726
