GeneID	control	control	perturbed	control	perturbed	control	perturbed	perturbed
63973	0	0	0	0	0	0	0	0
105377372	0	0	0	0	0	0	0	0
55345	47	237	205	36	64	87	107	166
51574	781	1295	1110	841	950	1043	806	1431
109864269	69	96	93	76	78	99	69	123
442912	0	0	1	0	0	0	0	0
442896	1	1	1	0	0	0	0	1
407028	0	0	0	0	2	0	0	0
442895	1	0	0	1	0	0	0	1
442894	1	0	0	0	0	1	1	1
287	761	2492	1574	2167	3150	1917	1265	1095
102723896	0	0	1	0	0	0	0	1
105377373	0	0	1	0	0	0	0	1
100302188	0	0	0	0	0	0	0	0
102465878	0	0	0	0	0	0	0	0
105377374	4	15	8	15	10	11	9	3
817	3445	6522	5109	5388	6722	6577	4766	4693
105377375	5	1	2	2	3	2	2	1
79642	1245	1447	1219	787	931	801	775	1822
107986305	5	10	5	7	5	1	3	13
105377376	0	0	0	0	0	0	0	0
107986235	0	0	0	0	0	0	0	0
105377378	0	2	1	1	2	0	1	1
105377379	0	0	0	0	0	0	0	0
105377380	0	0	0	0	0	0	0	0
7368	0	1	0	0	0	1	0	1
693162	0	0	0	0	0	0	0	0
105377382	0	0	0	0	0	0	0	0
64579	0	0	0	0	0	0	0	0
105377383	0	0	0	0	0	0	0	0
100302290	0	0	0	0	0	0	0	0
105377384	0	0	0	0	0	0	0	0
105377385	0	0	0	0	0	0	0	0
107986306	0	0	0	0	0	0	0	0
105377387	0	0	0	0	0	0	0	0
105377388	0	3	3	2	7	1	5	7
133022	63	69	58	67	80	50	52	74
105377389	0	0	0	0	0	0	0	0
105377390	0	0	0	0	0	0	0	0
103689918	0	0	0	0	0	0	0	0
102723914	0	0	0	0	0	0	0	0
105377391	0	0	0	0	0	0	0	0
9348	0	0	0	0	0	0	0	0
107986307	0	0	0	0	0	0	0	0
105377392	0	0	0	0	0	0	3	0
100093630	575	591	872	601	865	642	962	1088
677809	3	8	10	5	4	2	4	13
8492	51	58	37	29	27	3	1	68
105379403	0	0	1	1	1	1	2	0
645455	152	309	214	171	192	305	165	271
729218	113	217	194	173	220	218	218	146
101929741	1	1	6	0	0	0	0	1
57721	500	725	690	505	756	627	582	886
9871	3828	6477	5204	3581	3797	5636	4051	5757
171024	140	250	171	631	667	130	89	202
105377393	0	0	0	0	1	0	0	1
105377394	1	0	1	4	3	1	0	0
102723967	0	1	0	0	0	0	0	0
105377395	0	0	2	0	1	1	0	0
51778	0	16	7	4	3	6	4	3
105379404	5	4	10	2	8	3	7	17
101929762	0	7	2	2	2	1	2	1
54532	736	1426	1116	1367	1554	575	526	1176
401152	2992	4046	2833	2993	2797	3073	1859	3219
2169	0	0	0	1	0	0	0	0
107986193	2	6	6	2	4	8	3	2
401149	146	137	111	101	118	144	161	127
107983979	28	30	37	27	34	39	33	42
101926918	15	13	13	20	15	13	7	8
645513	90	85	68	54	85	49	60	144
8654	2713	1282	952	706	1037	332	259	2801
105377396	0	0	0	1	0	0	0	3
105377397	1	1	1	0	1	0	0	1
101927007	0	0	0	0	0	0	0	0
100996694	0	0	0	0	0	0	0	1
4085	79	552	576	66	83	115	105	271
11107	183	197	150	196	163	205	161	223
105377399	3	9	6	9	7	2	5	10
79625	338	8	2	513	742	19	22	524
105377400	0	0	0	0	0	0	0	0
79931	6	32	8	30	32	0	14	16
84109	0	0	0	0	0	0	1	1
107986309	0	0	0	0	0	0	0	0
107986310	0	0	0	0	0	0	0	0
105377401	0	0	0	0	0	0	0	0
105377402	0	3	1	0	0	1	0	3
308	22160	41579	30694	26282	22083	23320	16688	29511
132332	27	11	4	36	54	4	5	27
100192379	0	0	1	3	1	0	0	4
5393	269	423	300	245	244	264	205	388
890	144	736	735	95	138	189	135	393
55212	414	601	473	305	320	586	363	586
7222	1	9	6	2	10	2	1	6
102724158	0	1	0	0	0	0	0	0
112268469	225	327	258	228	221	236	171	262
84162	1877	2770	2952	2675	4270	3124	2482	3463
132612	0	0	0	0	0	0	0	0
3558	0	0	0	0	0	0	0	0
59067	0	0	0	0	0	0	0	0
100996941	0	0	5	2	5	0	0	0
166379	207	210	191	222	298	246	204	298
729338	8	4	3	3	0	1	3	2
2247	3454	2325	2170	2690	2216	970	900	5869
11162	382	295	241	291	231	112	115	576
166378	102	193	120	89	120	114	88	201
105377404	0	0	0	0	0	1	3	5
10252	30	11	9	76	93	5	5	39
100189197	0	0	0	0	0	0	0	0
107986311	0	0	0	0	0	0	0	0
105377405	0	0	0	0	0	0	0	0
285419	0	2	1	2	1	0	0	6
105377407	0	0	0	0	0	0	0	0
105377406	0	0	0	1	0	1	0	0
105377408	0	0	0	0	0	0	0	0
101927087	2	1	0	0	0	1	0	1
57182	829	1227	773	839	834	1473	719	972
79633	571	556	614	798	1144	1196	632	820
100302267	0	0	0	0	0	0	0	0
101927109	0	0	0	0	0	0	0	0
105377409	0	0	0	0	0	0	0	0
105377410	0	0	0	0	0	0	0	0
105377411	0	0	1	1	2	0	0	1
102724210	1	3	0	0	0	2	0	0
107986312	0	2	0	0	0	1	1	0
105377412	1	1	1	0	1	0	1	0
105377413	0	1	0	1	0	2	0	1
27152	151	236	225	154	232	299	238	257
83447	0	0	1	0	0	0	0	0
105377414	0	0	0	0	0	0	0	0
22824	978	373	327	974	1044	872	735	1776
10733	53	369	321	35	48	76	86	212
256471	242	415	469	286	484	308	261	500
80167	138	212	183	126	177	181	127	170
55132	223	319	253	216	272	315	206	299
10424	2741	4144	2736	2987	2892	2179	1665	3108
100507487	30	44	24	20	22	12	19	16
101927259	3	7	0	1	3	1	1	1
79960	497	1090	1024	799	975	554	600	813
132320	142	337	343	142	209	171	144	267
132321	136	123	104	184	201	180	91	109
105377416	0	0	0	0	0	0	0	0
105377417	0	0	0	0	0	0	0	0
101927282	0	0	0	0	0	0	0	0
107986313	0	0	0	0	0	0	0	0
105377418	0	0	0	0	0	0	0	0
105377420	0	0	0	0	0	0	0	0
105377422	0	0	0	0	0	0	0	0
105377423	0	0	0	0	0	0	0	0
105377424	0	0	0	0	0	0	0	0
101927305	0	0	0	0	1	0	0	0
105377425	1	0	1	0	1	1	2	1
105377428	0	0	0	0	0	0	0	0
107986236	0	0	0	0	0	0	0	0
104355285	0	0	0	0	0	0	0	0
105377431	0	0	0	0	0	0	0	0
105377432	0	0	0	0	0	0	0	0
101927359	26	1	0	0	0	1	0	29
57575	4136	55	53	3	19	4	8	4612
132430	25	5	5	2	10	25	21	37
105377434	0	0	0	0	0	0	0	0
105377436	0	0	0	0	0	0	0	0
105377438	0	0	0	0	0	0	0	0
105377437	0	0	0	0	0	0	0	0
105377439	0	0	1	0	1	0	0	0
100507528	0	1	0	0	0	0	0	0
105377441	31	102	108	28	16	5	8	29
729307	0	0	0	0	0	0	0	0
105377442	0	0	0	0	0	1	0	1
54510	4501	7020	4950	4092	5222	5441	3272	3947
105377443	0	0	1	2	2	0	0	1
101927414	0	0	1	0	1	0	2	1
107986314	0	0	0	2	0	1	0	0
105377444	0	1	0	0	0	0	0	0
105377445	0	0	1	0	0	0	0	0
107986315	0	0	0	0	0	0	0	0
105377447	0	0	0	0	0	0	0	0
641365	0	0	0	0	0	0	0	0
641364	20	25	72	21	26	44	58	52
23657	693	946	2945	708	1180	1767	2287	2263
105377446	0	0	0	0	0	0	0	1
100874047	0	0	1	0	0	0	0	0
105377448	0	1	1	0	1	0	0	0
25819	98	150	140	101	151	52	59	330
1998	616	1002	1121	708	1305	1098	999	1130
105379412	0	0	0	0	0	0	0	0
84709	143	92	84	92	86	45	41	133
4717	482	539	477	438	476	480	396	656
80155	870	1521	1324	850	1091	988	858	1964
105377449	16	29	40	11	22	21	18	19
107984036	14	23	19	17	13	11	16	10
83452	287	447	441	228	365	265	268	456
80854	3680	7100	5772	4255	5632	4038	2662	5093
105377451	0	0	0	0	0	0	0	0
105377622	0	7	19	13	18	1	0	0
101927490	0	0	0	0	0	0	0	0
4258	113	188	198	145	236	119	113	226
55534	42	86	98	58	129	36	52	94
105377452	0	0	0	0	0	0	0	0
101927516	0	0	0	0	0	0	0	0
60592	970	1641	1221	963	912	1221	725	1263
100129858	4	9	6	2	9	2	4	3
1047	14	441	397	24	65	29	19	24
152586	0	0	0	0	0	0	0	0
255520	605	747	702	567	630	800	624	886
7350	6	3	2	1	3	1	1	6
23158	688	1211	969	645	746	823	595	1229
644962	0	0	0	0	0	0	0	0
57484	153	138	80	64	53	12	11	166
27309	455	662	570	503	555	511	395	602
100507639	81	372	385	9	24	5	7	65
105377456	0	0	0	0	1	0	0	0
3600	50	69	98	19	69	13	28	117
8821	413	184	240	140	199	176	110	1295
101927613	0	0	0	0	0	0	0	0
105377457	0	0	0	0	0	0	0	1
107986194	2	0	2	0	0	1	0	0
105377623	4	8	4	6	4	6	1	5
84640	525	762	560	520	658	710	416	783
2549	368	407	373	424	636	623	339	613
100423017	0	0	0	0	0	0	0	0
100128055	63	77	54	58	76	80	71	85
8467	2271	3343	2725	2363	2912	3331	2271	3616
441046	9	2	9	7	9	6	1	18
166752	0	1	0	0	1	0	0	0
105377458	0	0	0	0	1	0	0	1
105377459	0	0	1	0	1	0	1	3
2996	102	70	50	84	105	75	58	176
101927636	0	0	0	0	2	0	1	1
2994	0	0	0	0	1	0	0	2
105377460	1	0	0	1	0	0	0	1
2993	0	0	0	1	0	0	0	0
107986317	0	0	0	0	1	0	0	0
105377461	0	0	0	0	0	1	0	0
105377462	0	0	0	0	0	0	0	0
646576	0	3	2	3	1	0	3	1
64399	1	3	1	1	4	2	1	1
10393	157	276	226	158	176	210	163	245
6059	1520	2541	2004	1445	1637	1698	1297	2735
54726	1228	1935	1269	1276	1390	1867	1177	1928
105377465	0	0	0	0	0	0	0	0
105377466	0	3	0	0	0	0	0	0
4086	320	652	515	274	399	621	365	479
101927659	0	0	0	0	1	2	0	0
104326058	35	59	52	24	40	66	39	52
285422	0	0	0	0	0	0	0	0
105377467	0	0	0	0	0	0	0	0
166785	269	458	406	267	340	259	223	447
646603	158	135	135	127	170	283	167	210
152485	605	557	468	480	621	985	657	807
105377468	0	0	1	0	1	0	0	0
105377469	0	0	0	0	0	0	0	0
100505545	0	0	0	0	0	0	0	0
105377470	0	0	0	0	0	0	0	0
11157	255	340	249	244	236	320	186	377
345051	0	2	2	0	0	0	0	0
84068	142	287	257	156	175	143	172	284
105377472	0	1	0	1	0	0	0	0
102465837	0	0	0	0	0	0	0	0
5458	0	0	0	0	0	0	0	0
83894	2	0	0	1	0	0	0	5
105377474	0	0	0	0	0	0	0	0
105377473	0	0	0	0	0	0	0	0
105377475	0	0	0	0	0	0	0	0
105377476	1	0	0	0	0	0	0	0
100313938	0	0	0	0	0	0	0	0
1909	124	89	67	284	402	656	253	137
105377478	0	0	0	0	0	0	0	0
105377477	0	0	0	0	0	0	0	0
55751	1266	1540	1312	1168	1586	1832	1340	1756
90826	377	516	507	390	539	580	479	724
79658	565	1192	652	775	729	1731	643	757
100616246	0	0	0	0	0	0	0	0
4306	9	9	11	21	17	6	1	8
102724672	0	0	0	0	0	0	0	0
107986195	0	0	0	0	0	0	0	0
105377483	0	0	0	0	0	0	0	0
105377481	0	0	0	0	0	0	0	0
105377480	0	0	0	0	0	0	0	0
107986319	0	0	0	0	0	0	0	0
101927849	0	0	0	0	0	0	0	0
107986320	0	0	0	0	0	0	0	0
285423	0	0	0	0	0	0	0	1
105377479	0	0	0	0	0	0	0	0
166614	327	393	503	95	185	144	154	607
987	1216	992	908	1190	1487	2325	1751	1668
729558	8	1	1	3	1	6	4	0
10586	508	140	95	372	429	2417	1636	773
6189	9043	7082	7066	7002	8963	10498	10491	14990
114655	0	0	0	0	0	0	0	0
8944	2	3	2	3	1	3	1	4
152503	4281	4506	4718	4747	6490	3860	4490	7475
107986196	72	71	72	82	111	72	84	106
105377485	2	1	1	4	2	3	2	4
345062	0	0	0	0	0	0	0	0
105377486	2	0	0	0	2	0	0	5
729830	62	10	4	16	23	12	6	32
5188	572	828	665	448	542	498	417	712
107986197	11	10	6	4	3	12	10	7
105377488	0	1	0	0	0	0	0	0
102724700	0	0	0	0	0	0	0	0
100505685	0	3	2	0	0	0	1	0
100996286	0	1	0	0	0	0	0	0
105377490	0	1	0	0	2	0	0	1
105377489	0	0	1	0	2	0	0	1
105377492	1	0	1	1	0	3	2	1
55294	446	500	287	592	582	619	393	497
102191832	15	10	6	9	14	17	9	14
100422896	0	0	0	0	0	0	0	0
54553	63	67	70	50	46	62	52	73
100616193	0	1	0	0	1	0	1	0
201799	129	102	178	112	230	159	182	219
105377495	0	0	0	0	0	0	0	0
201798	10	9	10	1	9	6	6	9
27236	602	937	786	613	678	760	533	888
729870	0	0	0	0	0	0	0	0
85462	27	38	45	21	50	28	41	59
23321	575	493	742	1070	1898	633	742	792
105377496	1	0	0	0	0	0	1	0
303	1196	1312	935	576	539	630	474	1571
84057	17	33	47	4	11	9	11	45
23240	357	205	148	215	253	130	65	383
105377498	0	0	0	0	0	0	0	0
100419170	0	0	0	0	1	1	0	4
7097	30	25	22	20	76	70	30	111
285533	5	2	1	1	4	1	1	6
105377499	2	1	2	0	1	0	0	1
6423	391	63	46	7517	7761	48	30	329
101927947	1	2	6	24	25	0	0	3
54798	2	2	3	12	15	0	0	4
5356	1335	1756	1231	1190	1213	1639	1021	1507
2244	0	0	0	0	0	1	0	0
2243	0	0	0	0	0	0	0	0
2266	0	0	0	0	0	0	0	0
9227	0	0	0	0	0	2	0	0
105377500	0	0	0	0	0	0	0	0
166863	0	0	0	0	0	0	0	0
105377501	0	0	0	0	0	0	0	0
4887	0	0	1	0	0	0	0	0
107986321	0	0	0	0	0	0	0	0
105377502	0	0	0	0	0	0	0	0
79884	321	65	53	481	294	259	135	305
102724776	8	2	1	10	7	5	5	4
105377503	0	0	0	0	0	0	0	0
105377505	0	0	0	0	0	0	0	0
105377504	0	0	0	0	0	0	1	0
2982	47	1	0	32	11	20	2	13
107984032	0	0	0	0	0	0	0	0
105377506	0	0	0	0	0	0	0	0
2983	242	50	10	233	115	352	59	48
51802	1	0	1	2	2	1	0	0
105377507	1	2	2	3	10	0	0	0
6999	6	22	39	41	61	529	46	4
1519	1458	1625	1382	1588	2280	2015	1187	2272
102724785	0	0	0	0	0	0	0	0
105377508	8	9	2	1	1	29	3	1
107986322	0	0	0	0	0	0	0	0
56034	4315	3416	2465	2431	2193	3418	2161	4615
2743	427	453	367	357	508	503	490	866
2891	0	1	0	0	1	1	1	2
112268471	0	0	0	0	1	0	0	0
107986238	0	0	0	0	0	0	0	0
340017	0	0	0	0	0	0	0	0
105377509	0	0	0	0	0	0	0	0
51313	2090	1824	329	3770	2626	1206	798	1631
285505	490	274	73	876	747	206	157	416
101928007	1	0	0	2	2	1	2	1
55314	78	136	89	138	119	52	59	108
105377510	1	0	0	0	0	0	0	0
59350	31	1145	885	15	19	2	3	87
201725	639	838	479	205	166	222	158	947
2110	1160	1036	505	713	568	704	382	972
5481	937	1448	1097	919	831	1228	691	1384
57600	1214	3588	1301	2193	1739	4038	674	985
152940	2	1	2	0	0	0	1	1
9693	1222	1120	1094	987	1402	1406	1210	2205
100500881	0	0	0	0	0	0	0	0
100616303	0	0	0	0	0	0	0	0
107986324	0	0	0	0	0	0	0	0
105379457	0	0	0	0	0	0	0	0
109729132	0	0	0	0	0	0	0	0
107986239	0	0	0	0	0	0	0	0
105377512	0	0	0	0	0	0	0	0
105377513	0	0	0	0	0	0	0	0
105377514	0	0	0	0	0	0	0	0
105377515	0	0	0	0	0	0	0	0
56884	0	0	0	0	0	0	0	0
101928052	0	0	0	0	0	0	0	0
105377516	0	0	0	0	0	0	0	0
100616234	0	0	0	0	0	0	0	0
92345	290	344	269	274	338	387	273	507
101928081	2	2	0	3	3	0	2	2
105377517	0	0	0	0	0	0	0	0
4886	12	0	0	1	0	0	0	30
4889	0	0	0	0	0	0	0	0
84076	0	1	1	0	0	0	0	0
55319	255	389	305	203	206	258	193	423
55016	40	24	25	22	19	19	28	80
107986325	0	0	0	0	0	0	0	0
23520	24	62	76	23	34	53	48	85
100505989	0	0	0	0	0	0	0	0
100506013	0	0	1	1	0	1	0	0
391712	4	3	1	26	57	33	30	6
152756	4	2	2	7	10	12	12	7
166655	0	0	0	0	0	0	0	0
201931	610	613	473	595	824	660	470	709
11275	280	510	357	282	291	567	334	355
2713	9	20	13	9	7	21	9	6
6307	3084	6079	3521	935	1192	636	979	5483
105377519	0	3	1	0	0	0	0	0
1363	770	231	264	1044	1243	439	297	1695
693163	0	0	0	0	0	0	0	0
105377520	0	0	0	0	0	0	0	0
101928151	1	1	0	0	0	1	0	2
101928131	0	0	0	0	0	1	0	0
105377521	0	0	0	0	0	0	0	0
7092	5	4	3	17	50	52	32	19
50859	0	0	1	0	0	0	0	0
105377523	0	0	0	0	0	0	0	0
11199	2	15	3	2	3	3	1	2
105377524	4	8	6	3	8	2	3	4
55601	563	1678	1545	1104	2132	522	431	1068
91351	746	1963	1332	1369	1992	301	255	1454
107986198	1	0	1	0	0	0	0	1
23022	6715	3791	2892	2889	3468	2048	1702	11285
107986199	0	0	0	0	0	0	0	0
102723331	1	4	3	1	2	2	4	0
84869	855	828	660	531	617	569	462	1230
107986200	0	0	0	0	0	0	0	0
105377527	1	0	0	0	0	0	0	0
57630	1220	932	785	741	839	611	660	1604
105377529	0	0	0	0	0	0	1	1
4750	623	987	1096	780	1041	872	674	1124
1182	2522	4471	3447	2333	2233	3135	2017	3145
54969	325	641	494	325	392	411	331	470
107986240	0	0	0	0	0	0	0	0
105377530	0	0	0	0	0	0	0	0
100506085	0	0	0	0	0	0	0	0
9848	36	49	32	104	125	117	91	72
51166	232	177	220	146	287	581	558	449
107986326	12	4	11	7	8	26	27	19
101928223	0	0	0	0	0	0	0	0
107986241	0	0	0	0	0	0	0	0
100506107	0	0	0	0	0	0	0	0
100506122	0	0	0	0	0	0	0	0
102466953	0	0	0	0	0	0	0	0
105377534	0	0	0	0	0	0	0	0
101928288	0	0	0	0	0	0	0	0
105377535	0	0	0	0	0	0	0	0
105377536	0	0	0	0	0	0	0	0
441052	0	1	0	0	0	0	0	0
442117	0	3	1	4	3	1	1	2
105377537	0	0	0	0	0	0	0	0
101928314	0	0	0	0	0	0	0	0
107986201	0	0	0	1	0	0	0	0
101930370	29	79	71	79	70	49	28	29
51809	604	1180	840	1225	1287	853	482	795
100422849	0	0	0	0	0	0	0	0
3148	939	2279	1830	428	526	474	446	1382
105377541	3	8	3	3	3	4	5	4
105377540	35	93	55	17	40	17	20	30
8819	309	525	328	201	231	220	138	379
101928383	62	21	26	24	31	26	32	31
11341	466	231	181	169	187	215	266	283
112268474	3	1	0	1	0	2	0	1
112267917	3	2	3	5	5	3	1	7
101928409	205	280	149	112	88	20	21	198
9464	440	455	241	61	73	1	0	345
79804	256	308	202	68	85	2	1	209
107986203	0	0	0	0	0	0	0	0
101928478	0	0	0	0	0	0	0	0
105377543	0	0	0	0	2	0	0	0
105377544	0	0	0	0	0	0	0	0
105377546	0	0	0	0	0	1	0	0
107986204	0	0	0	0	0	0	0	0
101928509	1	2	2	2	3	0	1	2
26269	381	586	287	321	233	414	175	260
80817	246	357	254	178	194	247	202	258
105377547	0	1	0	0	0	0	0	1
100423042	0	0	0	0	0	0	0	0
3248	0	14	18	0	0	0	0	0
105377548	0	2	3	0	1	0	0	0
105377549	0	0	0	0	0	0	0	0
105377551	0	0	0	0	0	0	0	0
8001	0	0	1	0	0	0	0	0
101928551	0	0	0	0	0	0	0	0
11086	0	0	0	0	0	0	0	0
105377552	0	0	0	0	0	0	0	0
2823	0	0	0	1	0	0	1	0
101928590	0	0	0	0	0	0	0	0
107984113	0	0	0	0	0	0	0	0
116966	47	21	14	45	99	71	73	77
132851	3	5	11	3	8	7	4	8
140458	1	0	2	1	3	1	1	2
60559	1435	2267	2213	1338	2008	1844	1852	3018
105377555	2	2	0	1	1	3	4	7
7424	3327	3647	2764	2351	2985	2019	2054	6996
105377556	1	4	0	0	0	0	0	2
105377557	0	1	0	0	0	0	0	0
55247	15	115	91	12	6	23	21	42
105377558	0	0	0	0	0	0	0	1
175	280	743	534	325	295	419	263	271
285500	0	0	4	7	4	0	5	2
105377559	0	0	0	0	0	0	0	0
285501	0	0	0	0	0	0	0	0
105377560	0	0	0	0	0	0	0	0
101928656	0	0	0	0	1	0	0	0
105377561	0	0	0	0	0	0	0	0
105377562	0	0	0	0	0	0	0	0
105377563	0	0	0	0	0	0	0	0
105377564	0	0	0	0	0	0	0	0
105377567	0	0	0	0	0	0	0	0
105377565	0	0	0	0	0	0	0	0
105377568	0	0	0	0	0	0	0	0
728081	0	0	0	0	0	0	0	0
101928679	0	0	0	0	0	0	0	0
107986205	0	0	0	0	0	0	0	0
55714	36	50	32	1325	1440	1985	665	68
105377573	0	0	0	1	0	0	0	0
90768	1	5	4	132	123	309	159	5
100302270	0	0	0	0	0	0	0	0
105377572	0	0	0	0	0	0	0	0
105377571	0	0	0	2	1	2	0	0
105377576	87	46	27	54	70	73	41	98
1635	2626	3753	3103	2678	3663	2587	2213	3924
105377577	0	1	1	0	0	0	0	0
107986327	0	0	0	0	0	1	1	0
112268472	0	0	0	0	0	0	0	0
107986328	0	0	0	0	0	0	0	0
403315	0	0	0	0	0	1	0	0
105377578	0	2	0	0	0	1	2	2
152641	23	13	20	23	12	9	10	26
80014	1262	1107	1225	1106	1464	818	714	2437
101928734	0	0	0	2	0	0	0	0
53842	5	10	11	4	6	4	5	11
100132463	1	1	2	0	3	2	1	1
107986217	0	1	0	2	2	0	0	0
55602	298	468	495	300	461	361	261	500
389247	1	3	1	2	0	2	2	1
3622	176	248	181	159	216	147	176	338
101929996	0	0	0	0	0	0	0	0
105377579	0	0	0	0	0	0	0	0
105377580	0	0	0	0	0	0	0	0
107986329	0	0	0	0	0	0	0	0
201965	410	563	435	341	371	364	263	549
60684	920	1271	959	871	1061	1038	684	1135
105377581	3	5	1	1	4	0	0	2
56977	34	17	18	22	24	11	15	49
107986330	0	0	0	0	0	0	0	0
133121	3	1	8	7	28	1	7	9
105377582	0	0	0	0	0	0	1	0
105377584	0	0	0	3	0	0	0	0
728175	4	7	3	6	6	2	4	5
107986332	0	0	0	0	0	1	0	0
102723766	0	2	0	2	1	1	0	2
3660	928	1432	1220	1035	1438	983	773	1686
105377585	1	1	3	7	5	1	0	0
105377586	0	0	0	0	1	0	0	0
836	819	1191	1008	1067	1573	1180	589	1578
201973	253	396	322	224	237	241	200	274
79682	126	414	339	56	76	122	142	362
2180	822	1428	1161	832	951	981	493	1043
643036	0	1	2	0	0	0	0	0
105377587	0	0	1	0	0	0	1	0
731424	0	0	2	2	1	6	4	1
100500818	0	0	0	0	0	0	0	0
100506229	0	0	0	1	0	0	1	0
100616111	0	0	0	0	0	0	0	0
107986333	0	0	0	0	0	0	0	0
391723	0	0	0	0	0	0	0	0
101928877	0	0	0	0	0	0	0	0
105377588	0	0	0	0	0	0	0	0
291	236	186	164	216	274	123	144	352
57587	1362	2147	1594	1327	1480	1523	911	1857
83891	525	893	739	515	629	410	309	950
55805	75	149	111	74	85	119	61	105
107986206	5	5	7	4	5	21	12	4
353322	50	133	97	44	48	211	82	72
55325	678	848	595	556	508	883	414	695
441054	20	27	43	9	26	42	49	33
256309	57	60	57	54	77	128	84	48
105377590	1	2	2	4	7	5	2	1
27295	12	20	16	105	180	209	121	32
8470	2465	3861	2101	2591	2569	3835	1632	2860
101928929	0	0	0	0	0	0	0	0
7098	511	603	627	526	1038	323	388	995
25854	165	248	245	286	381	256	254	234
651430	5	3	7	7	4	2	5	4
285440	885	1584	1909	793	1495	929	1277	1934
3818	23	31	46	20	31	26	35	66
2160	0	3	2	0	0	0	0	0
285441	0	1	0	0	0	0	0	4
105377596	0	0	0	0	0	0	0	0
4543	0	0	3	0	0	0	0	0
2195	7382	12588	11678	12539	20643	10480	8450	13178
107986334	4	12	4	12	14	2	2	9
102723906	2	34	32	5	5	1	1	6
105377599	2	5	6	3	2	0	0	1
105377600	0	0	0	0	0	0	0	0
107986335	0	0	0	0	1	0	0	0
339975	0	1	0	1	1	0	0	0
105377602	0	0	1	0	0	0	0	0
102723920	1	0	0	0	0	0	0	0
100506272	0	0	0	0	0	0	0	0
105377604	0	0	0	0	0	0	0	0
105377603	0	0	0	0	0	0	0	0
107983963	0	1	0	2	0	0	0	0
132625	2	8	9	19	8	3	2	0
205860	14	47	85	56	108	60	83	29
107986337	6	23	39	20	48	22	37	11
339976	0	0	0	0	0	0	0	0
105377606	0	0	0	0	0	0	0	0
105377607	0	0	1	0	0	0	0	0
105377608	0	0	0	0	0	0	0	0
105377609	0	5	0	8	6	3	11	0
401164	1	8	5	25	14	19	3	2
101930028	0	0	0	0	0	0	0	0
105377610	0	0	0	0	0	0	0	0
105377611	0	0	1	0	1	0	0	0
105377612	0	0	0	1	0	0	0	0
105377613	0	0	0	0	0	0	0	0
105377614	0	0	0	0	0	0	0	0
105377615	0	0	0	0	0	0	0	0
101928971	0	0	0	0	0	0	0	0
105377616	2	0	0	0	0	1	3	1
728339	2	6	6	4	5	3	5	8
105377619	0	5	2	1	0	5	0	0
105377617	0	0	0	0	0	0	0	0
2483	281	382	339	262	355	376	286	371
448831	0	1	0	0	0	0	0	0
100419743	0	0	0	0	0	0	0	0
107986338	0	3	0	0	0	0	0	0
100288687	0	0	0	0	0	0	1	1
100874392	1	0	1	4	3	2	2	3
105374602	0	0	0	0	0	0	0	0
153478	0	4	0	1	0	0	1	1
107986394	0	0	0	0	0	0	0	0
389257	0	2	0	0	0	0	0	0
133957	721	1043	827	692	826	910	733	993
6389	1942	2864	2064	1593	1881	1905	1306	2278
102467073	6	18	2	4	5	4	2	6
10016	1416	1902	1452	1066	1267	1231	1124	1853
57491	1193	1199	1072	616	739	886	588	1397
116349	68	88	51	59	41	42	19	53
11336	1242	1526	959	1188	1239	1395	859	1149
6550	334	362	357	231	348	252	320	448
25845	136	140	137	103	179	118	136	198
100288152	333	381	378	186	214	238	279	379
107986395	0	0	0	0	0	0	0	0
100616381	0	0	0	0	0	0	0	0
105374606	0	0	0	0	0	0	0	0
105374607	0	0	0	0	0	0	0	0
105374608	8	8	2	3	3	5	3	5
100996325	2	1	1	1	0	0	1	0
55722	50	137	143	44	95	73	117	137
11076	9	11	6	8	15	20	17	9
101929898	1	0	1	1	1	0	0	2
653082	39	40	32	33	37	38	41	61
101928768	1	0	2	1	1	1	2	0
79844	119	159	140	92	135	103	143	158
65980	635	804	688	584	695	792	620	900
9319	85	676	498	39	31	108	131	225
100506688	0	0	1	0	0	0	0	0
85409	0	0	0	0	1	1	0	0
10723	673	929	829	612	1087	840	779	1181
100616479	1	1	0	0	1	0	0	2
105374612	0	0	0	0	3	2	1	0
107986396	0	0	0	0	0	0	0	0
101928857	0	1	0	0	0	0	0	0
340024	0	0	0	0	0	0	0	0
348932	0	0	0	0	0	0	0	0
7015	0	0	0	0	0	0	0	0
100616235	0	0	0	0	0	0	0	0
81037	2300	3188	1925	1926	2076	1930	1383	2671
100506791	0	0	0	0	0	0	0	0
6531	0	0	4	0	1	0	0	2
79888	1598	2882	3052	1354	2075	1447	1447	3370
102466103	0	0	0	0	0	0	0	0
107986397	0	0	2	0	0	0	1	3
728609	252	322	267	258	274	275	239	324
728613	195	242	193	103	113	168	153	221
105374614	0	0	0	0	0	0	0	0
100422966	0	0	0	0	0	0	0	0
101929003	4	10	5	9	3	6	3	1
64979	281	392	315	335	377	316	211	383
4726	483	631	460	423	413	498	350	643
101929034	0	0	0	0	0	0	0	0
50805	1	5	4	5	12	3	5	2
101929056	0	0	0	0	0	0	0	0
101929081	0	0	0	0	0	0	0	0
112267929	1	0	1	1	4	1	0	0
112267947	2	0	0	11	15	1	0	0
105374616	0	0	0	0	1	0	0	1
105374618	0	0	0	4	7	0	0	0
