GeneID	control	control	perturbed	perturbed	perturbed
28877	0	0	0	0	0
101060017	1	0	0	0	0
101930047	0	0	0	0	0
101926969	32	21	19	19	20
654342	447	414	622	500	476
107985798	1	2	2	1	2
105374868	4	1	3	0	1
645367	2	6	1	2	4
440888	0	0	0	0	0
728034	303	328	504	505	406
107985915	4	7	2	7	6
100133920	2	0	1	0	0
100509620	5	3	13	7	9
107985916	0	0	0	0	0
90499	0	0	0	0	0
729171	1	2	0	0	1
442028	1	0	0	0	0
150483	1	0	0	0	0
105373487	0	0	0	0	0
4118	0	0	0	0	0
105373488	0	0	0	0	0
64969	2595	2162	2592	2255	1768
84874	289	316	337	353	312
7549	145	117	213	217	137
150696	1	1	1	5	2
30818	39	23	50	45	36
51011	1110	1203	1062	1160	977
653192	0	0	0	0	0
107985917	68	70	63	71	56
129868	1	0	0	0	0
105373490	2	1	5	3	5
101926959	1	0	0	2	1
105373492	0	0	0	0	0
150759	123	798	114	442	686
400986	516	1371	517	820	983
729234	230	268	206	278	240
150763	152	161	117	152	138
105373493	0	0	0	0	0
105373494	0	0	0	1	0
151	8	10	13	21	10
431705	1	2	1	0	4
1844	118	104	75	70	48
56910	9535	8106	8748	7833	6257
285033	166	121	103	102	79
109623481	0	0	0	0	0
55654	5777	4316	6856	7415	5498
9391	3390	3117	2969	2925	2449
23020	17164	11818	13229	13038	9594
150771	13	13	15	8	8
23397	2546	2245	1526	991	940
93082	341	397	199	355	368
105373496	0	0	0	1	0
10865	129	82	118	168	144
55683	2955	2625	3326	3668	2925
90342	16	5	9	6	4
81562	2515	2039	2961	2748	2158
26504	1361	1153	1257	1341	1140
100422928	0	0	0	0	0
100506036	5	6	0	1	11
26505	2061	1671	1669	1977	1512
200539	27	30	13	27	34
51239	352	288	278	315	273
54910	1270	1068	1349	1862	1520
51252	0	1	0	1	0
101927053	0	0	0	0	0
151313	796	855	746	835	622
375248	104	325	91	127	220
100506076	1	10	5	9	12
107985920	0	1	0	0	1
100506123	2	8	3	6	8
57730	134	259	77	113	168
105373499	0	0	0	0	0
1329	2962	2283	2097	2330	2128
10120	1694	1440	1721	2119	1745
728537	16	19	25	25	14
7535	1	3	2	4	3
23505	9323	8704	11822	11668	10197
107985921	309	304	523	457	355
105373501	0	0	0	0	0
200403	73	86	85	133	89
1261	0	0	0	0	0
3631	569	564	618	676	680
493753	644	738	665	644	670
25972	1125	1739	1537	1602	1657
11320	221	279	362	439	384
107985922	0	0	0	0	0
101927070	0	0	0	0	0
343990	499	654	587	793	748
80705	118	136	174	189	158
150590	91	119	93	113	107
51601	149	184	164	175	129
129531	895	1135	1257	1067	935
51263	3114	3395	3431	3076	2696
254773	2	4	0	0	2
129530	5	12	5	9	21
10190	2998	3457	2965	2806	2407
107985923	41	45	22	51	49
9669	4860	4503	5001	5055	3882
51455	883	1152	855	908	1116
3899	2	2	4	3	3
105373504	0	0	0	0	0
112268421	0	0	0	0	0
150577	0	0	0	0	0
164832	2503	2178	2481	3426	2156
9486	734	610	702	639	498
129521	0	0	0	0	0
105373506	0	0	0	0	0
79031	1647	1257	1593	1389	1102
105373507	0	0	0	0	0
107985814	0	0	0	0	0
107985924	0	0	0	0	0
105375310	0	1	0	0	2
105373508	0	0	0	0	0
4862	8525	6852	8087	7403	6972
101927142	0	0	2	2	1
6160	12244	12041	12581	12879	10200
11138	6420	6287	5489	6399	5393
105373510	4	3	15	13	14
100506286	39	41	43	39	58
55571	4267	3504	3753	4015	3406
105373511	318	311	407	340	321
284996	3119	3377	3273	3672	3304
692205	5	7	9	9	15
105373512	3	5	1	0	5
100847007	0	0	0	0	0
200407	449	392	362	349	323
731220	1	0	1	0	0
107985925	0	0	0	0	0
105373514	1	1	1	0	3
9448	14460	13069	12301	13060	10449
100506328	2	6	1	3	0
7850	669	453	337	255	232
107985926	0	0	0	0	0
3554	809	812	1528	1391	1227
8808	0	0	0	1	1
9173	2	1	2	4	3
8809	153	167	115	137	141
8807	0	0	0	1	2
100616157	0	0	0	0	0
389015	8	3	15	6	8
6549	532	392	367	445	241
84804	1370	1183	1420	1638	1302
130827	578	543	483	536	433
105373518	0	0	0	0	0
105373519	0	0	0	0	0
105373520	0	0	0	0	0
107985927	0	0	0	0	0
107985928	0	0	0	0	0
105373521	0	0	0	0	0
105373523	0	0	0	0	0
105373522	0	0	0	0	0
100287010	0	0	0	0	0
101927331	0	0	0	0	0
150568	0	0	0	0	0
101927360	0	0	0	0	0
105373524	0	0	0	0	0
105373525	0	0	0	0	0
105373526	0	0	0	0	0
101927383	0	0	0	0	0
284998	1	0	0	0	0
100506421	0	0	0	0	0
5455	0	0	0	0	0
102682016	0	0	0	0	0
102724691	1	1	2	0	3
64965	1328	1300	1334	1133	979
101927492	291	258	270	233	192
105373527	0	0	0	0	0
105373984	0	0	0	0	0
105373528	0	0	0	0	0
11250	2	0	0	0	0
9392	1940	1471	1390	1301	1172
100506473	62	90	62	52	83
79074	1144	1477	1217	1286	1132
2274	12889	11395	10458	14060	10361
105373529	0	0	0	0	0
105375311	0	0	0	0	0
285000	0	0	0	0	0
107985929	0	0	0	0	0
8440	1206	846	1063	1199	918
105373530	0	0	0	0	0
105373531	1	0	0	1	0
84417	0	0	0	0	0
80146	4100	4308	4425	3455	3710
107985930	0	0	0	0	0
402096	21	21	23	18	17
285189	0	1	0	0	1
653489	163	140	183	178	162
105373534	0	0	0	0	0
107985931	2	4	4	2	2
927	0	1	0	0	0
102724744	0	0	0	0	0
84620	0	0	0	0	0
105373535	0	0	0	0	0
105373536	0	0	0	0	0
105373538	0	0	0	0	0
105373537	0	0	0	0	0
105373539	0	0	0	0	0
104326057	0	0	0	0	0
729121	0	0	0	0	0
285190	172	174	158	205	180
60482	2	2	2	0	0
107178918	3	13	9	9	11
102724774	10	19	17	26	31
442038	3	9	3	8	10
6819	2893	3837	3077	4083	3522
151234	1	7	6	8	19
27233	0	0	0	0	0
9648	2333	3796	3047	3885	3970
644903	52	79	68	95	74
3987	4882	4391	4266	4980	3952
106182118	0	6	0	3	1
5903	6646	5180	7656	6921	4558
165055	279	333	243	204	204
10913	5	4	4	2	1
100287216	6	4	4	5	4
344558	92	62	139	117	101
100422863	0	0	0	0	0
100423027	0	0	0	0	0
107985773	0	0	0	0	0
151011	4639	4871	5016	5156	4482
65124	1607	1078	1085	1149	907
105373545	0	0	0	0	0
107985774	0	0	0	0	0
100506563	1	0	0	1	0
84220	736	889	835	984	903
102724848	3	1	1	0	0
100271835	116	95	112	106	89
96626	160	122	137	132	113
105373547	0	1	0	0	0
440895	0	0	0	0	0
440894	847	819	679	738	823
112268438	18	41	44	85	93
105373985	1	3	9	5	17
107985775	0	0	0	1	0
105373548	0	0	0	0	0
105373549	0	1	0	0	0
105373986	0	0	1	1	0
100422994	0	0	0	0	0
7851	19368	15226	20671	26489	19572
100616123	1	5	1	7	10
4867	133	188	232	238	216
205251	340	268	244	189	219
100507334	4	1	1	2	2
100847033	1	5	1	7	10
105373551	0	1	3	1	1
107985776	0	2	1	1	0
105375809	1	1	3	2	8
151009	347	530	460	579	600
100288695	265	205	229	223	190
100288570	0	0	0	0	0
105373552	32	25	32	30	23
102724875	1	0	1	0	0
729540	738	907	851	1003	914
105373553	1	0	0	1	0
699	4225	4159	3125	1826	1864
106635550	0	0	0	0	0
105373554	1	1	0	0	0
55289	16	15	28	31	26
400997	0	2	0	2	0
10018	353	297	297	237	245
541471	1377	1314	1449	1237	1173
101927283	0	0	5	1	1
100616341	0	0	0	1	0
105373557	0	2	1	0	4
105373559	0	1	2	1	2
107985933	2	1	3	1	2
64682	3968	3143	3582	2942	2251
100616165	0	0	0	0	0
10461	5625	5968	5003	4357	4250
84910	9175	9998	9165	9743	8274
105373560	0	0	1	0	1
129804	39	47	29	35	43
84524	162	230	181	159	198
376940	164	198	210	249	242
727851	615	764	690	831	747
150465	2611	2088	3431	2915	2333
105373562	1	2	3	5	2
84172	2454	1368	2016	1817	1069
101927330	65	59	68	60	54
84269	797	572	719	651	547
107985934	51	43	87	40	38
400999	44	51	57	49	45
6574	28339	19417	23321	27356	17683
102724955	0	2	0	1	0
284958	135	172	120	67	69
150468	1675	1664	1465	720	813
3552	19	17	74	44	53
3553	24	42	107	79	85
105373563	0	0	0	0	1
27178	15	10	11	9	19
56300	0	0	0	0	0
27179	0	0	0	0	0
27177	3	2	10	7	4
26525	0	0	0	0	0
84639	0	0	0	0	0
3557	526	423	498	745	412
23550	1756	1569	1677	1792	1581
7849	18	21	41	37	30
654433	48	36	69	65	36
105373567	1	0	1	1	0
101927400	3	4	4	9	4
107985936	0	0	0	0	0
150472	936	1077	1178	1136	1066
112268422	2	5	1	2	2
200350	4	3	0	1	0
101927424	2	0	0	0	0
103344932	0	0	0	0	0
729468	0	0	0	0	1
654412	0	0	0	0	0
100302128	0	2	0	0	0
375260	140	136	136	186	171
84771	34	24	42	33	35
118433	185	206	237	197	140
11159	148	180	157	228	178
112268423	6	5	4	5	6
80255	6616	9026	6513	8318	8618
100616208	0	0	0	0	0
105373570	2	2	1	2	5
101060091	14	13	9	8	6
10096	24224	22701	24933	23726	19262
440900	7	6	5	1	8
100499194	2	0	3	1	2
57628	0	0	0	0	0
101927591	0	0	0	0	0
105373575	0	0	0	0	0
105373574	0	0	0	0	0
107985937	0	0	0	0	0
389023	0	0	0	0	0
107985938	0	0	0	0	0
105373572	0	0	0	0	0
105373576	0	0	0	0	0
8886	5782	5596	6602	5618	4898
107985939	12	35	14	22	30
54520	1935	1964	2075	2137	1760
101929908	0	5	2	1	4
102723413	0	0	0	0	0
107985940	0	0	0	0	2
51141	3222	4122	3692	4423	4375
100506797	26	14	21	11	10
105373578	0	1	0	0	0
107985815	12	4	11	5	7
105373579	2	4	3	0	1
101927709	0	0	0	0	0
2019	22	7	25	43	20
8685	0	0	0	0	0
165257	0	0	0	0	0
107985941	0	0	2	0	0
55240	2185	1347	2061	1663	1568
100874111	247	159	222	203	181
105373581	407	302	405	389	318
130355	229	262	288	268	267
1622	7518	9484	10571	11492	9141
140738	28	30	112	139	114
6344	0	1	0	0	1
107105282	0	0	0	0	1
200373	0	4	3	2	5
80775	470	412	409	425	363
101927764	10	13	8	7	10
5775	1545	1754	1379	1333	1370
107985817	0	0	1	0	1
57669	1838	1947	2191	2451	2107
105373582	11	19	19	24	20
79134	3151	2431	2817	3017	2100
105373583	80	66	108	49	49
5899	5280	4368	5858	5254	4150
105373584	0	0	0	0	0
105373989	0	0	0	4	0
3625	9	1	5	8	6
84931	0	0	0	0	0
105373585	0	0	0	0	1
2736	100	56	97	84	105
105373587	0	0	0	0	0
105373588	0	0	0	0	0
29842	370	370	253	339	248
23332	2135	1856	2547	2386	1963
107985942	18	19	17	17	10
100151683	0	0	2	0	1
254128	605	553	759	636	398
84365	1861	1572	1931	1783	1076
7247	5788	6380	5069	4581	4184
105373590	0	0	0	0	0
101927801	4	0	1	1	1
105373592	0	0	0	0	0
105373591	0	0	0	0	0
105373593	0	0	0	0	0
107985943	0	0	0	0	0
105373594	1	3	6	5	2
105373595	0	0	0	1	0
105373596	0	0	0	0	0
107985818	0	0	0	0	0
107985819	0	0	0	0	0
107985820	0	0	0	0	0
129684	2	0	1	1	1
105373598	0	0	0	0	0
105373597	0	0	0	0	0
105373600	0	0	0	0	0
105373601	0	0	0	0	0
105373602	0	0	0	0	0
2995	0	0	0	0	0
105373603	0	0	0	0	0
101929926	0	0	0	0	0
105373604	0	0	0	0	0
274	2414	1633	1796	1903	1618
105373605	0	0	2	0	1
339761	24	14	54	36	25
2071	2277	2294	2033	1958	1891
10746	3761	3960	4818	5644	4273
100506922	96	119	146	132	131
5624	53	69	108	139	147
100616187	0	0	0	0	0
105373608	13	26	32	39	51
55677	2604	2791	3030	3214	2797
4648	195	184	211	504	339
105373609	0	2	0	0	0
101927834	5	3	4	13	12
55679	16	8	33	39	21
2840	0	1	0	0	1
55339	4400	3622	3943	4244	3357
84826	343	301	238	228	197
5433	3306	2634	2644	2542	1935
83607	1914	1584	1927	2351	1561
107985944	29	20	62	47	54
79595	2401	1713	2539	2105	1975
56886	9249	7769	9490	9485	7040
9394	942	662	787	986	821
105373610	0	0	0	0	0
105373611	0	0	0	0	0
101927881	1	1	0	0	0
151121	0	0	0	0	0
105373612	0	0	0	0	0
105373613	0	0	0	0	0
105373614	0	0	0	0	0
107985945	0	0	0	0	0
105373615	0	0	0	0	0
105373616	0	0	0	0	0
389033	0	0	0	0	0
101927924	0	0	0	0	0
100131320	21	23	15	21	17
84084	71	47	35	53	58
440905	0	0	0	0	0
728378	2	0	0	0	0
105373617	0	0	0	0	0
285103	6	7	8	7	5
91409	132	132	210	200	159
55627	8130	5393	5262	5054	4100
80097	1335	516	618	541	675
112714	0	0	1	0	0
100189418	0	0	0	0	0
84317	1113	1038	1349	1528	1211
92856	2658	1931	1894	1768	1324
26469	1772	1562	1623	1688	1394
105373618	1	1	0	0	3
100216479	0	0	0	0	0
646802	0	0	0	0	0
653269	4	1	0	2	1
653275	0	0	0	0	0
646743	0	0	0	0	0
107985778	0	0	0	0	0
150527	0	0	0	0	1
55997	0	0	0	0	0
653781	3	2	1	3	1
100132708	0	0	0	0	0
344561	0	0	0	0	0
205147	0	0	0	0	0
50649	3477	3030	3894	4079	3288
130074	6439	5183	6820	6859	5451
55041	16280	15167	18213	16167	14390
445582	6	3	5	6	5
112268424	0	0	0	0	0
440910	0	0	0	0	0
150786	32	24	35	30	41
112268425	0	0	0	0	0
389043	0	0	0	0	0
401010	7	5	2	3	2
653784	901	501	590	652	575
113457	4	4	2	1	3
100616378	3	3	3	2	3
150776	735	798	419	481	591
90557	228	206	332	282	288
440915	0	0	0	0	0
101927994	0	0	0	1	0
29798	176	183	183	176	139
408029	3	1	1	2	3
101928067	0	0	0	0	0
554226	0	0	0	0	0
100313824	0	0	0	0	0
105373622	0	0	0	0	0
646915	0	1	0	0	0
339742	8	8	3	0	3
2863	538	420	526	524	405
113218485	0	0	0	0	0
116372	224	192	222	229	204
105373623	2	3	4	1	1
344148	30	42	105	84	93
101928185	0	0	0	0	0
112268439	2	9	10	7	5
101928161	0	1	1	3	4
105373627	0	0	0	1	0
105373628	0	0	0	0	0
4249	7582	6472	7322	7759	6000
100500878	0	0	0	0	0
81615	951	681	747	737	577
105373629	2	2	2	1	3
130013	10	15	15	15	10
100847069	0	0	0	0	0
100129961	19	24	22	18	10
905	2032	3167	2275	2551	2942
80122	0	1	4	0	2
22930	3439	3028	3997	4320	3263
109616967	1	1	0	0	0
84083	548	605	586	595	480
23518	3872	3281	3685	3268	2913
406915	0	0	0	0	0
107985946	75	86	78	91	82
23190	6478	9225	7908	8709	8999
3938	1	1	1	0	0
100507600	0	0	0	0	0
4175	5470	4899	3434	3392	2613
1615	7093	6831	7905	6901	5971
101928243	302	361	429	367	331
112268426	3	2	2	4	8
7852	21	14	35	48	41
107985947	0	0	0	0	0
105373633	0	0	0	0	0
80731	3	7	3	4	5
105373634	0	0	0	1	0
101928273	0	0	1	0	0
3176	1008	1113	1284	1267	1172
107985948	0	2	0	1	1
105373636	0	0	0	0	0
105373635	0	0	0	0	0
105373637	16	14	14	8	11
339745	2065	1952	1987	2292	1754
11249	0	0	0	0	0
647012	0	0	0	0	0
105373639	0	0	0	0	0
105373640	0	0	0	0	0
107985821	0	0	0	0	0
105373643	0	0	0	0	0
105373641	0	0	0	0	0
105373644	0	0	0	0	0
105373645	0	0	0	0	0
105373647	0	0	0	0	0
107985822	0	0	0	0	0
53353	18	25	94	79	75
102465692	0	0	0	0	0
105373649	1	1	2	4	2
107985779	0	0	3	1	0
105373648	0	0	0	0	0
105373651	1	2	11	7	5
107985823	0	0	0	0	0
105373652	4	2	2	2	1
8942	3064	2051	4122	2776	2002
55843	0	0	1	2	1
107985949	0	0	0	0	0
101928361	0	0	0	0	0
105373654	0	0	0	0	0
101928386	1	0	0	0	0
79712	635	624	678	606	548
9839	13	8	3	7	19
100303491	0	0	0	1	0
101928455	0	0	0	0	0
105373656	0	1	0	0	0
401014	0	0	0	0	0
105373663	0	0	0	0	0
105373662	0	0	0	0	0
100505498	0	0	0	0	0
105373664	0	0	0	0	0
105373665	0	0	0	0	0
105373666	0	0	0	0	0
105373667	0	0	1	0	0
728773	1	3	2	0	0
105373669	0	0	0	0	1
105373668	0	0	0	0	0
107985824	3	6	2	2	2
92	878	850	1038	1059	882
5000	2272	2454	2207	1938	1824
105373674	0	0	0	0	0
55777	704	709	1260	1441	1207
105373673	1	2	0	0	0
26122	2280	2105	2524	2571	2168
101928526	0	0	0	0	0
3800	3	2	12	8	10
112267889	0	0	0	0	0
101928553	0	1	0	0	0
130576	2	14	14	31	17
105373678	0	0	0	0	0
105373677	0	0	0	0	0
105373679	0	0	0	0	0
130574	536	680	653	731	680
113218495	0	0	0	0	0
27249	7304	7977	8525	7870	7017
101929231	320	531	588	504	405
105373680	0	0	0	0	0
150596	0	0	0	0	0
105373682	95	64	91	59	50
105373684	0	0	0	0	0
105373683	0	0	0	0	0
105373685	0	0	0	0	0
390	4705	8748	7284	7574	9122
101929260	0	0	0	0	0
101929282	0	2	0	0	0
105373686	0	0	0	0	0
107985825	0	0	0	0	0
107985826	0	0	0	0	0
375287	313	600	484	568	742
9111	1639	1788	1851	1760	1458
107985827	0	0	0	0	0
101929319	0	0	0	0	0
7130	0	0	0	1	0
100616392	0	0	0	0	0
100616418	0	0	0	0	0
55183	5023	4587	4762	4791	3341
4703	51	87	86	94	92
101929356	12	14	6	19	21
26225	3652	3331	3139	3815	2964
785	47	30	46	59	54
10254	3573	3824	3368	4039	3387
105373689	7	11	5	9	9
105373688	0	0	0	0	0
114793	2206	2942	2639	2213	2970
105373690	3	3	1	5	4
55660	8469	7931	8158	7870	6372
151188	2418	2006	1111	1381	1261
105373691	0	0	0	0	0
107985950	4	2	11	19	7
107985951	0	1	0	0	2
56475	0	3	0	0	2
114805	707	799	677	789	715
100144595	0	1	2	3	1
105373692	0	0	0	0	0
105373694	0	0	0	0	1
105373693	0	0	0	0	0
3760	8	15	27	41	61
105373696	0	0	0	0	0
107985952	0	0	0	0	0
105373698	0	0	0	0	0
105373699	0	0	0	0	0
105373700	0	0	0	0	0
107985953	0	0	0	0	0
107985828	0	0	0	0	0
105373703	0	0	0	0	0
101929378	0	4	2	0	4
4929	193	271	178	168	268
440918	18	62	9	19	42
100189021	0	0	0	0	0
100189208	0	0	0	0	0
2820	6458	5642	6112	5366	4301
105373707	0	0	3	6	2
105373708	0	0	0	0	0
107985955	0	0	0	0	0
105373710	1	0	0	0	0
105373709	0	0	0	0	0
11227	3350	3710	4246	4484	4477
57471	3	2	3	6	6
728066	55	93	52	53	72
105373711	0	0	0	0	0
9595	4	2	5	5	1
105373712	0	0	2	4	0
130399	21	20	24	42	30
105373713	0	4	1	2	7
90	3388	3046	3683	3637	3161
105373714	0	0	0	0	0
151531	0	0	1	1	1
554201	1	0	4	3	0
130940	15	22	37	28	30
8502	3787	3611	3317	3550	3098
105373715	2	3	2	3	2
107985780	7	12	8	10	12
100129029	127	131	115	139	122
92196	0	0	0	0	0
85461	4007	3854	3526	4212	3691
102465535	0	0	0	1	0
105373716	4	7	2	3	10
151525	253	280	308	242	228
29994	1753	2411	2273	2743	2813
643072	90	88	104	117	104
64844	6098	6882	5382	5479	5134
100526664	910	1116	1517	2039	1736
9936	326	314	388	394	329
4065	761	1077	1415	2263	1939
22925	2374	3770	3486	5512	5530
105373717	0	1	0	1	0
3694	1842	2368	2119	2346	2318
100505984	14	15	25	34	21
5937	2780	2954	2739	3316	2596
100616364	0	0	0	0	1
105373718	0	0	0	0	0
105373719	0	0	0	0	0
10010	4343	5533	5646	5654	5335
101929512	0	1	1	0	1
100996579	1	0	2	2	1
10213	6968	6907	6999	5573	4811
10716	2	4	0	0	0
105373720	0	0	0	0	0
285116	463	415	488	427	354
57282	2	3	2	8	9
105373722	0	0	0	0	1
1803	10504	11316	14243	14067	12541
100131604	76	44	66	65	55
101929532	0	0	0	1	0
2641	0	0	0	1	2
2191	0	0	1	2	3
105373724	0	0	0	0	0
64135	1274	1347	2227	2807	1894
25801	731	998	788	1225	1137
90134	2	1	1	2	4
101929570	0	0	0	0	0
105373727	0	0	0	0	0
107985829	0	0	0	0	0
105373728	0	0	0	0	0
55137	0	0	0	1	1
107985957	0	0	0	0	0
2888	132	149	142	187	151
22837	730	615	646	728	658
100337591	0	0	0	0	0
101929633	0	1	0	3	1
151258	3	7	5	13	17
6328	2	4	4	6	9
6326	0	0	3	4	3
80034	2	0	1	0	2
2591	1218	1314	1207	2070	1643
105373730	0	2	0	1	0
100506124	1	7	8	4	10
79809	566	605	700	755	663
100506134	0	1	0	0	0
102724058	0	0	0	0	0
6323	0	0	0	0	0
101929680	28	39	66	111	91
6335	285	395	631	1001	896
6332	0	0	0	0	0
107985958	0	0	0	0	0
129446	5	3	6	9	10
100874011	0	1	3	0	2
8708	60	88	87	91	110
105616981	10	8	6	10	13
27347	4800	5061	4566	5148	4056
107985959	3	2	4	1	2
105373733	0	0	0	0	1
105373734	0	1	0	3	3
102724081	9	9	13	17	21
253782	5088	4809	5383	5525	4812
100616356	0	0	0	0	0
100861402	1382	1368	1580	1590	1363
115677	320	440	327	304	308
57405	887	894	529	363	371
57818	0	0	0	0	1
8647	211	263	327	279	244
10170	6359	4930	6633	4773	3648
4036	5	4	9	14	3
129880	179	183	183	203	192
10324	11	8	12	16	9
79675	1093	1382	1113	890	992
9360	2566	3541	2628	2889	2939
129881	11	57	29	40	42
493911	112	176	151	164	171
100526832	1094	1312	986	945	1026
151230	1073	1275	940	905	988
6741	3741	4418	4612	3829	3573
29081	2024	2178	2148	1987	1762
109617017	1	2	0	1	0
130507	1889	1699	2342	2554	1926
140469	2	3	4	4	2
105373735	0	0	0	0	0
101929753	0	0	0	0	0
100130256	0	1	5	2	1
101926913	2	2	1	3	0
440925	84	60	78	58	68
389058	21	15	17	13	15
285141	113	107	99	126	118
2571	133	280	98	159	263
26003	10576	9344	11652	10675	8858
9874	3615	4010	4055	4361	3974
107983995	3	4	1	0	0
105373737	0	2	2	0	1
79828	742	733	690	514	536
80067	714	752	694	715	585
79901	3158	3784	5351	5991	5038
1781	6800	7372	9005	7916	6644
8604	880	969	979	849	948
105373739	0	0	0	0	0
105373740	0	1	0	1	0
8520	3679	3786	3470	2686	2479
254042	335	375	174	212	206
1745	40	23	37	40	38
1746	442	333	463	485	621
104326193	4	3	3	10	4
105373741	0	0	0	0	0
107985960	0	7	2	6	2
105376738	0	0	0	0	0
105373742	0	0	0	0	0
3655	55743	50074	60775	60440	46846
101929947	1	2	9	9	8
5163	2012	2471	1926	1917	1860
91149	0	0	0	0	0
11069	16	16	21	22	28
51776	1715	1328	1595	1033	840
339751	138	111	116	87	68
105373743	0	0	0	0	0
83879	1853	2044	1009	878	1052
105373744	0	0	0	0	0
107985961	109	109	131	122	118
105373745	0	0	0	0	0
6670	7596	6949	6822	7236	6355
100128905	1	0	0	1	2
105373746	0	0	0	0	0
29789	6475	6048	6176	4969	4110
285084	1	4	1	4	5
102724194	1	1	2	0	0
100131390	1	0	0	1	0
9541	986	1554	1660	1671	1490
79634	716	782	740	721	661
151556	69	85	165	158	185
105373748	32	26	39	27	20
7456	649	554	845	924	696
440926	3904	4295	4704	4904	4822
1134	0	1	0	0	0
105373750	0	0	0	0	0
1123	180	164	160	132	133
1386	4523	5095	4659	5064	4611
100126350	0	3	0	1	1
518	10201	10093	9247	9523	7641
105373752	0	0	0	0	0
107985962	0	0	0	0	0
80856	2663	3133	2944	3145	2915
107985830	1	0	0	0	0
344191	0	0	0	0	0
3239	0	0	1	1	1
3238	4	6	6	3	6
107985805	0	0	0	0	0
3237	1	0	0	0	3
3236	0	0	0	0	1
3235	1	2	0	6	0
100129455	5	6	1	1	4
3234	21	11	23	28	16
100506783	21	22	15	21	14
401021	14	20	15	16	15
406903	0	0	1	0	0
3233	14	70	7	18	38
3232	12	20	10	12	11
401022	239	234	217	282	212
102800310	0	0	0	0	1
3231	52	39	47	46	43
102465802	1	0	0	0	1
10651	2114	2167	2260	2090	1839
100302142	0	0	0	0	0
105373754	19	14	17	15	11
375295	477	412	873	653	657
102724224	23	25	44	20	44
105369143	0	0	0	0	0
101929963	0	0	0	0	1
105373757	0	0	0	0	0
107985966	0	0	0	0	0
105373756	0	0	0	0	0
107985965	0	0	0	1	0
105373760	0	0	1	0	0
105373759	10	11	5	20	15
220988	19499	16706	17432	16911	12178
100616394	214	220	309	274	166
4780	16028	13455	17526	22479	13767
100422824	0	0	0	0	0
100130691	46	90	91	82	72
102465255	0	0	0	0	0
8540	5508	4427	5246	4947	3661
105373762	0	2	0	0	1
150737	406	470	497	441	475
92104	692	780	893	889	907
50940	183	215	294	359	277
105373764	7	6	8	12	11
129831	396	418	389	406	366
114880	64	49	56	43	39
101927027	267	360	316	304	310
8575	2472	2492	2154	2078	1907
494513	28	52	24	21	70
51661	307	347	404	443	403
65977	1812	1496	1696	1851	1545
100506866	207	225	213	180	201
7273	372	554	436	422	528
101927055	0	0	0	0	0
285025	13	7	62	17	7
105373766	26	13	111	32	15
91404	1760	2133	1789	1662	1711
151126	11	9	7	16	10
101927073	0	0	0	0	0
107985967	1	0	2	0	1
100302172	0	0	0	0	0
57703	1580	1676	1762	1653	1300
105373767	0	0	0	0	0
105373768	0	0	1	3	0
105373769	0	0	1	0	0
105373770	0	0	0	0	0
101669767	0	0	0	0	0
105373771	0	0	0	0	0
105373772	4	1	6	0	5
10477	4193	3379	3155	2543	2402
107985831	0	0	0	0	0
101927156	0	0	0	0	0
100616213	0	0	0	0	0
3676	29	29	68	82	67
375298	78	86	220	265	206
4760	0	0	0	0	0
6744	22183	23224	31446	33545	29085
151242	566	593	702	571	535
102724288	0	1	0	2	1
5136	12	2	11	7	2
101929976	0	0	1	0	0
54431	10467	10012	11728	10991	9806
2487	1	2	2	2	2
10787	15459	14226	16186	17402	14133
142679	223	234	155	150	151
129401	1358	1415	1181	951	876
105373774	8	14	4	5	8
105373775	0	0	0	0	0
105373777	0	0	0	0	0
102724340	0	0	0	0	0
105373776	0	0	0	0	0
100616305	0	0	0	0	0
107985968	0	1	0	0	0
105373779	0	0	0	0	0
105373780	0	0	0	0	0
91752	1	4	1	2	2
105373782	0	0	0	0	0
105373781	0	0	0	0	0
107985832	0	0	0	0	0
101927196	2	1	0	1	4
107985782	2	1	1	2	3
401024	335	489	267	226	279
107985781	13	21	15	10	15
107985783	2	2	0	1	2
101927217	7	4	4	10	8
105373785	25	19	36	24	24
55854	5483	5807	5527	4944	4241
107985784	1	0	0	1	3
3685	18116	20009	22634	27917	26732
165215	281	295	500	497	514
151112	0	0	0	0	0
105373786	54	57	85	73	62
10203	28	22	25	54	48
7035	19644	20944	28023	27370	23635
105373788	0	0	0	0	1
104355152	0	0	0	1	0
51454	1567	1728	1160	1473	1531
693146	0	0	0	0	0
105373790	0	0	0	0	0
116093	1	0	0	0	0
105373791	0	0	0	0	0
1281	1	1	1	1	3
100302219	0	0	0	0	0
100616324	0	0	0	0	0
100500837	0	0	0	0	0
1290	3989	5805	5636	10513	9933
100422908	0	0	0	0	0
101927252	2	6	2	6	3
84128	2685	2474	2336	2182	1687
30061	1634	2284	1839	2046	2023
54529	1583	1848	1727	1387	1251
110599588	301	363	360	291	262
105373793	8	3	5	4	2
150709	98	110	103	77	92
64172	537	556	521	393	417
101409258	3	1	2	3	3
94101	2340	2815	2565	2443	2308
5378	776	862	671	573	631
105373796	32	44	29	24	21
84281	38	45	34	37	40
105373795	0	0	0	0	0
2660	0	1	0	0	0
105373794	0	0	0	1	0
26275	896	972	1077	1217	1029
3628	1295	1456	1267	1695	1216
54842	1969	2298	2606	3961	3285
105373802	1	4	1	2	3
