GeneID	control	perturbed	control	perturbed	control	perturbed
113219458	0	0	0	0	0	0
101927862	1	0	1	2	0	1
23286	962	867	1065	954	1265	998
5917	945	845	1038	1146	1161	917
345630	60	64	57	112	89	97
79646	1272	947	1275	929	1416	918
406895	0	0	0	0	0	0
100302238	0	0	0	0	0	0
6586	0	2	3	3	0	3
101927969	0	0	0	1	0	1
407001	0	0	0	0	0	0
107986470	0	0	0	0	0	0
105377713	0	0	0	0	0	0
107986472	0	0	0	0	0	0
728095	0	0	0	0	0	0
105377712	0	0	0	0	0	0
693170	0	0	1	0	0	0
105377714	0	0	0	0	1	0
105377715	0	0	0	0	0	0
54908	370	230	371	298	402	226
1794	1	3	3	0	2	3
100131897	0	0	0	0	0	0
100616498	0	0	0	0	0	0
2299	0	0	0	1	0	0
100507267	0	0	0	0	0	0
133874	1	0	0	1	1	1
3937	0	0	0	1	3	2
100128059	0	0	0	0	0	0
257358	0	0	0	0	0	0
30820	0	0	3	0	1	1
3779	0	0	0	0	1	0
101928033	0	0	0	0	0	0
105377716	0	0	1	0	0	0
107986473	0	0	0	0	0	0
107986474	0	0	0	0	0	0
107986475	0	0	0	0	0	0
2568	2	0	0	0	0	0
64901	85	79	78	105	102	79
30012	1	1	2	1	2	0
109616973	0	0	0	0	0	0
100500831	0	0	0	0	0	0
4869	9634	6975	10819	8585	10167	6173
8817	0	0	5	1	8	0
105377721	0	0	0	0	0	0
105377720	0	0	0	0	0	0
105377722	0	0	0	0	0	0
107986392	1	0	0	0	0	0
105377724	0	0	0	0	0	0
105377723	0	0	0	0	0	0
644994	0	1	0	2	0	1
105377725	5	1	3	5	6	6
107986476	4	3	1	4	1	2
23291	996	533	1279	597	1378	604
6793	277	332	319	414	377	402
107986477	0	1	0	0	0	2
285588	1	0	0	0	0	1
92181	193	120	205	157	230	144
100288254	0	0	0	0	0	0
285590	192	129	209	159	225	107
105377727	0	0	0	0	0	0
107984004	0	0	0	0	0	0
105377728	0	0	0	0	0	0
105377729	0	0	0	0	0	0
107986478	0	0	0	0	1	0
54492	927	916	1063	1223	1145	887
100847029	0	0	0	0	0	0
107986479	1	1	0	1	0	1
101928093	1	1	0	0	1	1
1843	103	191	137	313	176	265
105377730	0	0	0	0	0	2
57222	1668	2940	2074	4099	2291	3309
113218510	0	0	0	0	0	1
51121	310	413	315	478	336	310
100268168	2	4	3	2	6	6
8992	611	334	735	451	856	355
677841	0	0	1	0	0	1
153222	133	165	125	163	140	187
662	120	144	137	244	166	155
1482	135	142	154	195	203	179
105377731	0	0	0	0	0	0
113219469	0	0	0	0	0	0
8614	164	169	193	200	244	204
102465862	0	0	0	0	0	0
105377732	2	0	2	2	1	0
105377733	0	0	0	0	0	0
285593	0	1	1	0	1	1
105377735	1	1	1	0	3	0
91272	413	311	485	372	520	285
107986480	0	0	0	0	0	0
105377736	0	0	0	0	0	0
101928136	0	0	0	0	0	0
107984118	0	0	0	0	0	0
107986482	0	0	0	0	0	0
101928154	0	0	0	0	0	0
80315	237	367	266	399	372	455
133491	0	0	0	0	0	0
51617	0	0	1	0	0	0
102724551	0	0	0	0	0	0
101928176	0	0	0	0	0	0
107986483	0	0	0	0	0	0
105377739	0	0	0	0	0	0
105377740	0	0	0	0	0	0
105377741	0	0	0	0	0	0
4488	0	0	1	1	0	0
100616202	0	0	0	0	1	0
105377742	0	0	0	0	0	0
441116	0	0	0	0	0	0
107986484	0	0	0	0	0	0
1812	0	0	1	0	0	2
94081	1188	617	1215	711	1369	721
3274	0	1	2	0	0	0
105377743	1	0	0	0	0	0
10814	40	47	58	49	43	54
105377744	0	0	0	0	0	0
107986485	30	12	34	26	38	20
84321	1130	936	1439	1310	1408	941
107986486	162	174	215	220	224	179
105377745	0	0	0	1	0	0
105377746	0	0	1	0	1	0
100996385	0	1	0	1	0	0
202134	2	1	3	0	2	1
100507387	0	0	1	0	1	0
107986487	0	0	0	0	0	0
643201	6	5	7	2	10	2
375484	241	166	329	184	328	170
57179	1992	1602	2361	2105	2580	1723
285598	153	140	116	135	122	116
100302203	0	0	0	0	0	0
51491	853	1225	1115	1561	1231	1268
192286	872	1120	1168	1731	1293	1316
1212	797	1378	960	1753	1033	1545
23197	1169	1082	1326	1332	1474	1102
22838	1062	1419	1099	1583	1425	1594
112267951	36	38	24	21	43	35
54825	24	20	26	29	34	20
114787	335	345	398	467	377	329
6620	34	19	37	34	46	25
100422962	0	0	0	0	0	0
253314	4	2	3	1	7	1
26262	550	511	717	723	740	581
102577424	0	0	0	0	0	0
90249	11	4	19	10	18	4
3101	0	1	1	3	2	2
51720	359	407	389	506	421	430
23567	240	253	295	338	329	263
2264	53	46	66	56	65	44
64324	1588	1687	1821	2217	2080	2043
53917	359	634	400	747	517	720
27166	1643	1827	1945	2230	2214	1750
83463	1001	1037	1185	1336	1278	990
10960	1428	1547	1783	1904	1990	1770
10636	106	147	162	181	173	126
6569	2	1	1	4	6	1
345456	0	0	0	0	3	0
2161	361	571	542	626	625	626
2870	883	1167	1142	1667	1364	1191
340037	21	29	10	19	38	22
80758	770	998	698	1109	929	1101
1627	1465	2486	1800	3653	1776	2811
9260	268	266	286	292	342	257
79930	55	73	45	77	72	70
51428	1066	1182	1294	1493	1429	1173
54540	373	440	400	602	475	461
107986488	34	32	26	49	35	28
105377750	1	1	2	5	3	5
54732	1522	1558	1636	1977	2369	2086
11285	235	289	271	358	329	305
202181	70	59	68	43	102	54
107986489	0	0	2	0	1	0
285596	1	1	2	0	2	1
105377752	0	0	0	0	0	0
107986490	2	1	2	2	1	1
107986491	0	0	0	0	0	0
105377753	0	0	0	0	0	0
728554	876	675	1096	992	1048	653
100128340	54	58	78	99	65	67
5626	1	0	0	0	0	0
653316	1	0	0	1	2	0
107986492	0	0	1	0	2	0
105377754	0	0	0	0	0	0
23138	105	86	131	110	134	83
64777	1230	1575	1582	2040	1591	1611
55651	1394	1848	1764	2266	1803	1860
64396	0	0	1	2	1	0
3182	3389	3058	3678	3691	3946	2984
85007	560	554	533	628	627	579
112267937	3	0	3	1	3	1
91522	10	10	13	3	15	5
105377757	0	0	0	0	0	0
105377756	0	0	0	0	0	0
57396	87	80	80	91	91	75
102724657	0	1	0	0	1	0
6940	86	83	85	104	86	71
729522	42	53	35	66	50	48
117608	32	35	41	42	46	36
107986493	0	0	0	0	0	0
80108	12	7	14	11	11	13
285676	4	1	9	4	8	6
2916	2	1	1	1	0	2
345462	16	13	21	23	16	25
30832	42	42	52	38	56	53
9509	3	5	7	6	4	5
105377759	0	0	0	0	0	0
107986494	0	0	0	0	0	0
105377761	0	0	0	1	0	0
105377762	0	0	1	0	0	0
80230	391	440	493	468	553	421
101928445	22	25	26	26	26	24
3187	4450	4026	4535	4515	4975	3708
285679	7	2	3	3	2	0
105377763	5	11	8	13	9	10
646019	8	9	6	7	11	11
821	10562	8021	11126	9762	12789	8858
9794	1133	697	1277	876	1560	809
4056	17	19	14	17	23	27
11282	1775	2559	2375	3658	2504	2888
100302156	1	4	3	3	2	2
8878	3117	4789	3507	5820	4925	6268
51149	129	182	111	186	174	224
100996419	23	21	19	18	25	19
23061	1373	1819	1553	2144	1787	1899
55819	571	594	703	741	662	568
442908	0	0	0	0	1	0
255426	9	7	26	15	17	12
5601	895	721	963	896	948	663
9945	82	53	94	89	113	44
102725231	0	0	0	0	0	0
57472	1141	482	1094	501	1269	433
92304	0	0	0	0	0	0
2324	137	112	132	143	191	118
105377765	0	0	0	0	0	0
134083	0	0	0	0	0	0
4245	1432	1616	1717	2208	1913	1868
105377766	3	1	7	2	8	3
100859930	157	246	226	332	226	238
729678	48	72	84	99	66	67
643836	2983	2972	2935	3431	3591	3097
79908	0	0	1	2	0	2
10917	0	0	0	0	0	1
153579	192	198	176	157	193	213
102465882	0	0	0	0	0	0
7240	0	0	1	0	1	0
100189362	1	2	0	0	0	1
100189273	1	1	0	0	0	1
791232	0	0	1	0	1	0
26693	0	0	0	0	1	0
285659	1	0	0	1	1	1
100188990	0	0	0	0	0	0
7241	0	0	0	0	0	0
100189541	0	1	0	0	0	0
100189004	0	0	0	0	0	0
100189328	4	3	3	2	3	1
100188992	1	1	4	3	4	1
7219	3	1	0	1	1	3
102577426	0	2	1	2	3	2
7236	0	0	0	0	0	0
105377769	15	13	22	22	19	14
81786	158	196	177	216	212	185
107986496	17	29	25	21	27	22
100189280	1	1	2	2	0	0
100189399	0	0	0	0	1	0
7239	0	0	0	0	0	0
790966	0	0	0	0	0	0
100049614	0	1	0	0	0	0
100616342	0	0	0	0	0	0
90933	713	744	745	895	928	835
10399	14743	19182	21120	28949	20585	20135
619571	29	27	24	26	32	30
619570	1	2	1	1	0	4
101928649	53	59	28	58	45	44
84851	264	232	161	169	251	241
100507602	133	156	175	165	152	99
105377771	65	45	40	40	59	50
107986495	15	19	17	12	32	19
100132062	66	88	60	113	87	100
26683	1	1	0	0	1	0
107986552	0	0	0	0	0	0
441123	0	1	0	0	0	0
105374869	0	1	1	1	0	0
285766	0	0	0	1	0	0
105374870	0	0	0	0	0	0
102723922	2	0	0	0	0	0
107986553	0	0	0	0	0	0
56940	229	318	265	403	292	368
3662	1	0	2	1	0	2
105374875	0	0	0	0	0	0
55770	332	489	435	624	483	608
135458	0	3	0	0	1	3
105374873	0	0	0	0	0	0
101927691	0	0	0	0	0	0
101927353	0	0	0	0	0	0
285768	0	0	0	0	0	0
105374879	0	0	0	0	0	0
107986554	0	0	0	0	1	0
94234	0	0	0	0	1	1
106144586	0	0	0	0	0	0
112267978	0	0	0	0	0	0
105374880	0	0	0	0	0	0
2295	1	0	0	0	0	1
102466720	0	0	0	0	0	0
102723944	0	0	0	1	0	0
105374883	0	0	0	0	0	0
105374882	0	0	0	0	0	0
107986555	0	0	0	0	0	0
101927703	0	1	0	2	0	2
2296	43	22	30	27	47	29
2762	188	252	258	329	286	248
107986514	0	0	0	0	0	0
107986513	0	0	0	0	0	0
107986512	0	0	0	0	0	0
100508120	3	9	3	10	13	10
154386	0	0	0	1	0	0
105374885	0	0	0	0	0	0
340156	194	211	214	274	236	215
56897	941	1031	1058	1280	1220	1106
1992	759	1015	809	1274	841	982
100616285	0	0	0	0	0	0
221756	0	0	0	1	0	0
101927730	0	0	0	0	0	0
5272	1	0	0	0	0	0
105374887	0	0	0	0	0	0
5269	547	787	740	1258	726	861
401232	31	35	19	46	36	32
105374888	3	6	5	7	6	6
4835	396	424	453	562	506	436
401233	97	100	106	139	125	100
101927759	7	6	9	10	11	8
8737	457	383	535	530	587	436
107986556	1	5	1	1	3	1
670	344	340	445	507	420	366
7280	244	238	293	310	322	289
105374889	0	0	0	0	0	0
100507194	0	0	0	0	1	0
347733	139	144	184	183	202	170
100422781	0	0	1	0	0	0
389362	210	258	250	317	275	282
63027	299	467	376	569	439	496
105374890	0	0	0	0	0	0
643327	7	16	10	15	9	19
100507336	1	2	1	1	2	3
221749	196	201	214	256	235	234
26240	237	287	296	371	317	293
107986557	1	1	1	1	1	1
105374893	0	0	0	0	0	0
107986558	0	2	1	0	2	0
8899	726	555	617	571	773	551
222826	0	0	1	0	0	1
404220	384	327	546	539	533	349
10455	1013	941	1470	1351	1404	958
100507506	2	3	2	3	2	4
107986559	0	0	0	0	0	0
102724096	0	0	0	0	0	0
101927888	0	0	0	0	0	0
107986560	0	0	0	0	0	0
107986561	0	0	0	0	0	0
105374894	0	0	0	0	0	0
105374895	0	0	0	0	1	0
497048	0	0	0	0	0	0
9425	326	323	391	447	422	356
101927913	0	0	0	0	0	0
105374897	0	0	0	0	0	0
10799	109	99	86	100	79	90
100129461	39	25	29	20	35	21
57128	310	366	393	559	408	378
648791	3	0	0	1	2	1
100500900	0	0	0	0	0	0
10667	166	177	182	257	207	182
101927972	0	0	1	0	0	0
101927950	0	0	0	0	0	0
107986515	0	0	0	0	1	0
105374898	45	47	59	76	55	59
107986516	3	7	4	3	6	3
51299	139	214	171	289	162	229
2162	1	0	0	3	0	0
102466866	0	0	0	0	0	0
100847034	0	0	0	0	0	0
285780	0	0	0	0	0	0
9450	0	1	0	1	0	0
101928004	1	0	0	0	0	0
101928047	1	0	0	0	0	0
105374901	0	0	0	0	0	0
105374903	0	0	0	0	0	0
105374902	0	0	0	0	0	0
105374904	0	0	0	0	0	0
6239	584	688	694	688	880	837
6745	1562	858	1557	1022	1871	887
285782	4	1	2	5	4	2
83732	468	524	462	595	545	542
102724234	0	0	0	0	0	0
101928076	20	31	22	16	27	34
1832	2428	3267	3090	4303	3534	3746
154007	293	221	267	290	326	238
105374906	0	0	0	0	0	0
654	118	102	165	124	173	100
105374907	0	1	0	0	0	0
100526836	1821	1951	2252	2538	2445	2198
81567	1889	2038	2300	2592	2501	2317
206426	1	0	0	2	0	2
100526837	185	161	185	184	205	157
63915	93	68	104	71	107	60
9521	139	125	106	146	148	137
100124533	3	1	3	1	3	2
105374910	0	0	0	0	0	0
105374911	0	0	0	0	0	0
105374912	0	0	0	0	0	0
51000	120	94	98	102	115	95
100506207	7	10	6	9	13	6
728655	0	0	0	0	0	0
112267952	0	0	0	0	1	0
105374913	0	0	0	0	0	0
105374914	0	0	1	0	0	0
107986562	0	0	0	0	0	0
112267894	0	0	0	0	0	0
112267856	0	0	0	0	0	0
266553	0	0	1	0	1	0
105374919	0	0	0	0	0	0
105374918	7	13	7	17	5	20
105374920	0	0	0	0	0	0
105374921	0	0	0	0	0	0
7020	1245	1276	1551	1616	1782	1462
109729173	138	170	201	213	234	186
100130275	40	58	57	55	74	52
107986564	0	0	0	0	1	0
221718	0	1	1	0	1	1
106660610	0	0	0	0	1	0
100846998	0	0	0	0	0	0
101928106	5	1	0	2	7	1
101928146	0	0	0	0	0	0
2651	3	3	2	9	5	1
105374924	9	10	5	7	7	3
347744	62	57	73	71	84	61
105374923	3	5	2	6	5	6
55003	311	279	295	364	357	322
51522	1060	658	1229	782	1344	597
81853	673	420	783	436	758	301
4117	8	12	11	12	12	12
9247	0	0	1	0	0	0
221711	2	1	0	3	3	4
101928191	0	0	0	0	0	0
54898	90	59	81	83	78	67
100506409	0	0	0	2	0	1
221710	302	166	271	208	361	202
405754	0	0	0	0	0	0
4739	47	100	93	168	132	173
105374925	0	1	0	0	1	0
112267953	0	0	0	0	0	0
105374927	0	0	0	0	0	0
105374928	0	0	0	0	0	0
105374929	0	0	0	0	0	0
100113407	107	97	83	104	120	102
340184	0	0	0	0	0	0
84830	5	1	3	3	6	2
107986566	0	1	1	1	2	1
107986569	0	0	0	0	0	0
107986567	0	0	0	0	0	0
102724379	0	0	0	0	0	0
107986570	0	0	1	0	0	0
101928253	0	0	0	0	0	0
3096	315	279	337	405	373	352
1906	0	3	2	0	0	2
105374931	0	0	0	0	0	0
101928309	0	0	0	0	0	0
107984015	0	0	0	0	0	0
221692	11	2	2	6	2	2
105374935	0	0	0	0	0	0
105374934	0	0	0	0	0	0
105374933	0	0	0	0	0	0
107080638	61	74	72	102	80	63
100130357	4	4	4	5	5	9
51256	61	76	70	104	79	65
105374936	0	0	0	0	0	0
54438	432	505	470	424	570	502
105374937	12	16	6	15	9	10
23408	192	229	204	262	211	213
105374938	12	18	13	15	11	16
51406	639	714	771	935	827	777
10048	601	489	571	511	652	484
63933	851	752	857	884	1020	767
107986571	22	32	23	35	29	28
221687	0	1	1	3	0	2
105374939	0	0	0	0	0	0
9308	16	5	7	8	16	12
105374940	0	0	0	0	0	0
102216342	0	0	0	0	0	0
105374943	0	0	0	0	0	0
105374942	0	0	0	0	0	0
101928331	0	0	0	0	0	0
101928354	0	0	0	0	0	0
102724463	0	0	0	0	0	0
107986572	2	0	0	0	0	0
105374944	0	0	0	0	0	0
105374945	0	0	0	0	0	0
105374946	0	0	0	0	0	0
3720	180	188	188	225	238	199
100506681	0	0	1	0	0	0
84062	162	176	215	244	194	183
105374947	1	2	1	4	0	1
102724520	0	0	0	0	0	0
105374948	0	0	0	0	0	0
105374949	0	0	0	0	0	0
101928406	0	0	0	0	0	0
29116	128	175	118	179	163	183
100616269	0	0	0	0	0	0
107986517	0	0	0	0	1	0
2766	133	49	240	57	191	36
6310	117	154	99	157	153	215
101928433	34	21	21	31	48	38
107986573	0	0	0	0	0	0
105374951	0	0	0	0	0	0
101928463	0	0	0	0	0	0
401236	0	0	2	0	0	2
221662	45	26	32	32	54	26
10486	161	154	191	174	193	148
101928491	1	0	0	1	2	0
102724591	0	0	0	0	1	1
51439	452	335	371	372	487	467
9972	1776	1176	1877	1512	1971	1174
105374952	69	69	63	63	69	64
63971	366	305	459	383	553	377
105374953	0	0	0	0	0	0
378884	55	86	68	91	60	100
7172	303	331	332	437	355	354
221656	372	369	381	395	472	382
7913	1775	1081	1807	1418	1835	1031
255488	311	261	349	288	442	333
105374955	1	0	1	0	0	1
105374956	0	0	0	0	0	0
693125	0	0	0	0	0	0
105374957	0	0	0	0	0	0
100189287	0	1	0	0	0	0
105374958	0	0	0	0	0	0
101928519	0	0	0	0	1	0
107986574	0	0	0	0	0	0
105374961	0	2	0	0	0	0
107986575	10	4	3	8	5	8
105374960	0	0	0	0	0	0
105374959	5	4	3	2	5	2
100506885	11	6	10	11	13	7
105374963	0	0	0	0	1	0
3400	258	331	238	306	213	303
105374965	0	0	0	0	0	0
154141	31	21	36	29	33	32
101928573	0	0	0	0	0	0
107986576	0	0	0	0	0	0
1871	321	306	379	354	399	347
54901	173	177	182	209	200	163
105374968	0	0	0	0	0	0
107986577	1	0	0	0	0	0
105374966	0	0	0	0	0	0
107986578	9	8	12	14	10	14
100874531	0	0	0	0	0	0
107986579	0	0	0	0	0	0
6659	827	1260	1178	2156	1065	1569
401237	2	3	0	1	0	0
105374970	0	0	0	0	0	0
729177	0	0	1	0	0	0
5617	0	1	0	1	0	1
105374971	0	0	0	0	0	0
154150	0	0	0	0	0	0
105374972	0	0	0	0	0	0
105374973	0	0	0	0	0	0
102724736	0	0	0	0	0	0
105374974	0	0	0	0	0	0
102724749	0	0	0	0	0	0
105374976	0	0	0	0	0	0
105374975	0	0	0	0	0	0
140767	0	0	1	0	1	0
51473	5	5	4	9	7	9
353219	0	1	1	1	2	1
57380	579	606	556	726	698	683
2822	165	151	159	169	178	165
7915	866	907	1023	1016	1027	837
9856	5	7	6	3	5	5
51567	401	412	419	479	437	439
55856	347	396	419	523	428	443
81688	1140	1095	955	1184	1218	1161
105374978	0	0	0	0	0	0
51053	710	563	755	886	826	566
101928603	0	0	0	0	0	0
9750	512	693	565	899	717	819
105374981	0	0	0	0	0	0
102724765	0	0	0	0	0	0
8418	2	1	0	0	2	0
101928663	0	0	0	0	0	0
105375106	1	2	2	1	1	3
55604	209	311	266	344	243	260
10590	1	4	2	1	4	2
6568	0	0	1	1	0	0
221613	0	0	0	0	0	0
255626	0	0	0	0	0	0
387319	0	0	0	0	0	0
10050	1	8	2	13	3	12
10786	0	0	0	0	2	0
10246	0	0	0	0	0	2
10475	0	0	0	0	0	0
3024	0	0	0	0	0	0
8350	0	1	2	1	5	2
8359	1	1	0	1	1	1
8366	0	0	1	0	0	1
8358	1	0	3	2	2	1
8335	0	1	0	1	0	2
3018	2	0	1	2	0	0
8352	3	0	1	3	3	2
3006	34	85	63	167	63	162
108783645	0	0	0	1	1	1
3077	0	1	1	3	1	3
8364	2	2	3	1	3	1
3010	0	1	0	0	1	1
8347	4	7	6	4	4	10
8334	14	58	15	69	24	139
3008	1	2	7	3	4	2
3017	7	21	11	24	10	26
8344	2	1	1	1	3	0
8360	1	1	0	2	1	4
8351	34	37	49	44	46	36
3013	0	4	0	3	1	6
8343	1	1	1	3	5	6
8367	4	2	1	2	1	2
8339	1	8	8	7	2	11
3012	5	4	2	8	3	5
8353	5	26	9	25	13	42
3007	0	0	0	0	0	0
8361	0	0	0	0	0	0
8369	0	0	0	1	0	0
8968	0	0	0	0	0	0
8345	0	0	0	0	0	0
105374986	12	4	13	23	14	10
8355	0	0	0	0	0	0
8346	0	0	0	0	0	0
105374985	8	12	6	19	11	31
8365	3	10	3	13	8	15
7210	0	0	0	0	0	0
7232	0	0	0	0	0	0
100189218	0	0	0	0	0	0
100189321	0	0	0	0	0	0
100189185	0	0	0	0	0	0
100189430	0	0	0	0	0	0
100189094	0	1	0	0	1	0
100189436	0	0	0	0	0	0
100189410	0	0	0	0	0	0
101928743	1	0	1	1	0	0
100189382	0	0	0	0	0	0
100189396	0	0	0	0	0	0
100189040	0	0	0	0	0	0
100189048	0	0	0	0	0	0
107986582	0	0	0	0	0	0
11118	20	35	29	63	30	58
10385	103	136	101	194	137	165
11119	16	28	30	79	34	57
54718	11	14	9	14	10	28
10384	7	8	9	15	13	13
11120	250	287	304	387	400	346
285819	1	3	3	2	2	2
107986583	1	3	2	2	2	4
696	1	0	0	0	0	0
100189288	0	0	0	0	0	0
493812	1	4	2	2	3	4
100189319	0	0	0	0	0	0
7231	0	0	0	0	1	0
100189227	0	0	0	0	1	0
10473	616	656	668	901	632	711
100189308	0	0	0	0	0	0
100189153	0	0	0	0	0	0
100189223	0	0	0	0	0	0
100189110	0	1	0	0	0	0
100189272	0	0	0	0	0	0
105374988	0	2	1	1	1	1
100189337	0	0	1	0	0	0
100189162	0	0	1	0	0	0
100189219	0	0	0	0	0	0
29777	457	509	539	713	582	669
105374989	1	0	0	0	1	1
79692	305	313	297	425	368	416
102724851	24	19	15	16	25	23
105374991	0	0	0	0	0	0
100189303	0	0	0	0	0	0
100189401	0	0	0	0	0	0
100189391	0	0	0	0	0	0
100189354	0	0	0	0	0	0
100189372	0	0	0	0	0	0
107986682	0	0	0	0	0	0
107986683	0	0	0	0	0	0
105374992	0	0	0	0	0	0
107986680	0	0	0	0	0	0
387036	19	21	23	28	23	27
100133205	6	6	3	4	6	1
100270746	17	14	21	26	13	21
100189028	2	1	1	0	1	2
100189172	0	0	0	0	0	0
100189157	0	0	0	0	0	0
105374995	1	0	0	0	0	1
8970	7	5	8	8	6	14
8969	7	16	6	29	14	43
85236	124	246	143	316	187	380
8294	4	3	1	1	3	8
85235	3	0	1	1	3	0
100422934	0	0	0	0	1	1
100189196	0	0	0	0	0	0
100188987	1	0	0	0	0	0
100189143	0	0	0	0	0	0
100189336	0	0	0	0	0	0
100189368	0	0	0	0	0	0
100189041	0	0	0	0	0	0
100189167	0	0	0	0	0	0
100189099	0	0	0	0	0	0
100189067	0	1	0	0	0	1
100189014	0	0	0	0	0	0
100189310	0	0	1	0	0	0
10279	123	138	135	172	168	145
7202	0	0	0	0	0	0
100189213	0	0	0	0	0	0
100189363	0	0	0	0	0	0
100189408	0	0	0	0	0	0
100189329	0	0	0	0	0	0
100189002	0	0	0	0	0	0
94026	1	0	0	0	1	2
105375107	1	0	0	0	0	0
387316	0	0	0	3	0	0
100189345	0	0	0	0	0	0
100189182	0	0	0	0	0	0
7754	0	0	0	0	0	0
346157	88	69	68	66	104	61
7738	67	63	68	90	84	77
105375001	20	12	23	26	25	11
100189077	1	1	0	0	0	1
100189158	0	1	2	1	1	0
23437	0	0	0	0	0	0
100189247	0	0	0	0	0	0
100189292	0	0	0	0	0	0
107986584	4	4	13	6	5	6
23540	0	0	0	0	0	0
100189189	1	0	0	0	0	0
790951	0	0	0	0	0	0
100189352	0	0	0	0	0	0
94017	0	0	0	0	0	0
100189268	0	0	0	0	0	0
100189070	0	0	0	0	0	0
100189012	0	0	0	0	0	0
100189390	0	0	0	0	0	0
100189200	0	0	0	0	0	0
100189053	0	0	0	0	0	0
100189297	0	0	0	0	0	0
100189038	0	0	0	0	0	0
100189301	0	0	0	0	0	0
100189300	0	0	0	0	0	0
100189131	0	0	0	0	2	2
791231	0	0	0	0	0	0
100189095	0	0	0	0	0	0
100189428	0	1	0	0	0	0
100189205	0	0	1	0	0	0
100189161	0	0	0	0	0	0
100189340	1	0	0	0	0	0
100189071	0	0	0	1	2	0
100507173	17	26	11	17	18	28
100189164	0	0	0	0	0	0
100189374	0	0	0	0	0	0
100189101	0	0	0	0	0	0
791230	0	0	0	0	0	0
100131289	0	0	0	0	0	0
7212	0	0	0	0	0	0
100189214	0	0	0	0	0	0
100189074	0	0	1	1	0	0
8340	2	3	2	5	5	4
8329	3	9	6	10	7	12
8357	9	24	16	30	18	48
8331	7	9	7	9	5	10
8342	0	0	1	1	0	0
8363	4	6	8	11	13	14
8362	6	7	10	11	17	17
8330	5	2	7	6	2	19
8341	4	12	4	6	7	9
8332	1	0	4	3	5	1
3009	5	3	3	7	0	4
8354	1	0	2	0	0	1
8368	0	0	0	0	1	0
8356	2	0	1	2	0	2
8336	1	8	3	3	3	5
8348	0	0	4	1	0	3
100189315	0	0	0	0	0	0
100189314	0	0	0	0	0	0
81697	1	0	1	0	1	3
26212	0	1	1	0	0	2
442179	0	0	0	0	0	0
102724889	7	9	9	12	13	8
7718	65	56	72	86	127	72
221584	11	7	13	12	15	12
100129195	19	19	27	38	30	32
80345	32	59	42	86	55	65
7745	415	376	396	392	435	384
651302	10	19	8	6	12	9
100189159	0	0	0	0	0	0
222699	36	25	36	22	29	16
7746	115	98	125	169	133	137
387032	101	99	105	132	166	88
222698	1	0	0	0	0	2
7741	57	72	66	113	77	93
84547	55	39	62	56	61	39
64288	30	30	31	37	33	46
80317	137	157	169	174	209	188
9753	4	8	5	6	6	5
105374998	0	0	0	0	0	0
105374997	68	59	46	69	65	50
222696	61	77	69	77	80	87
100189344	0	0	0	0	0	0
100189118	0	0	0	0	0	0
100189035	0	0	0	0	0	0
257202	0	0	0	0	0	0
2880	0	0	0	0	0	0
100189348	0	0	0	0	0	0
107986586	0	0	0	0	0	0
100189034	0	0	0	0	0	0
114821	83	65	89	102	113	72
100189138	0	1	0	0	0	0
100189225	0	0	0	0	0	0
100189299	0	0	1	1	0	0
105374996	2	0	0	0	1	0
100189114	1	0	0	0	0	0
100189360	0	0	0	0	0	0
387055	0	0	0	0	0	0
100189046	0	0	0	0	0	0
100189400	0	0	0	0	0	0
100189395	0	0	0	0	0	0
100189092	0	0	0	0	1	0
100189433	0	0	0	0	0	0
100189033	0	0	0	0	0	0
100189178	0	0	0	0	0	0
100189365	1	1	0	0	0	0
100189332	0	0	0	0	0	0
100189082	0	0	0	0	0	0
100189149	0	0	0	0	0	0
100189137	0	0	0	0	0	0
100189346	0	0	0	0	1	0
100189170	0	0	0	0	0	0
100189066	0	0	0	0	0	0
100189093	0	0	0	0	0	0
401242	0	1	2	2	4	1
100189295	0	0	0	0	0	0
100189084	0	0	0	0	0	0
107987402	0	0	0	0	0	0
414760	1	0	0	2	3	0
5987	1240	1339	1655	1850	1726	1570
100189237	0	0	0	0	0	0
100189121	0	0	0	0	0	0
100189202	0	1	0	0	0	0
729583	0	4	0	2	1	2
100189216	0	0	0	0	0	0
100189234	0	0	0	0	0	0
100189111	0	0	0	0	0	0
100189254	0	0	0	0	0	0
100189024	0	0	0	0	0	0
414761	23	31	22	44	41	27
100189169	5	7	5	5	7	4
282890	76	42	59	71	76	73
105375002	0	0	0	0	0	0
100129636	0	0	0	0	2	2
26692	0	0	0	0	0	0
442184	0	0	1	0	0	0
442185	0	0	0	0	0	0
105375003	0	0	0	0	0	0
442186	0	0	0	0	0	1
26707	1	1	1	2	0	0
101929006	0	0	0	0	0	0
105375006	0	0	0	0	0	0
105375005	0	0	0	0	0	0
442191	0	0	0	0	0	0
81696	0	0	0	0	0	1
81797	0	0	0	1	0	0
26529	0	0	0	1	0	0
105379641	0	0	0	0	0	0
26530	0	0	0	0	1	0
26531	0	0	0	0	0	0
442194	0	0	0	0	0	2
26716	0	0	0	0	0	0
105375008	0	0	0	0	0	0
116511	0	0	0	0	0	0
105375009	0	0	0	0	0	0
100507362	0	0	0	0	0	0
10537	0	0	0	1	0	0
692092	0	0	0	0	0	0
7932	0	0	0	0	0	0
2550	17	15	13	13	24	19
4340	1	0	0	0	0	1
346171	0	0	0	0	0	0
