GeneID	control	perturbed	control	perturbed	control	perturbed	control	perturbed	control	perturbed	control	perturbed
2492	0	0	0	0	0	0	0	0	0	0	0	0
102465854	0	0	0	0	0	0	0	0	0	0	0	0
107985810	0	0	0	0	0	0	0	0	0	0	0	0
105374595	0	0	0	0	0	0	0	0	0	0	0	0
9378	3	0	0	1	0	0	0	0	0	0	0	0
101927089	0	0	0	0	0	0	0	0	0	0	0	0
103504737	0	0	0	0	0	0	0	0	0	0	0	0
730100	0	0	0	0	0	2	0	0	0	0	0	0
105377627	0	0	0	0	0	0	0	0	0	0	0	0
105374597	0	0	0	0	0	0	0	0	0	0	0	0
107985766	0	0	0	0	0	0	0	0	0	0	0	0
105374596	0	0	0	0	0	0	0	0	0	0	0	0
105374598	0	0	0	0	0	0	0	0	0	0	0	0
107985883	0	0	0	0	0	0	0	0	0	0	0	0
100616431	0	0	0	0	0	0	0	0	0	0	0	0
105369165	0	0	0	0	0	0	0	0	0	0	0	0
105374600	0	1	0	2	1	1	0	5	0	2	0	3
105374601	0	3	0	0	0	0	0	1	3	1	0	2
51130	206	303	227	219	203	252	177	291	216	169	212	243
100302652	185	271	206	206	194	233	160	253	201	155	202	224
494143	218	85	266	80	349	50	229	65	284	58	292	65
27248	1094	1383	1327	1007	1265	1107	1150	1318	1194	953	1296	1046
112268415	109	143	137	114	135	115	116	162	122	105	164	118
100500850	2	0	0	2	1	1	1	1	1	1	7	1
10936	32	26	33	25	47	19	14	29	19	19	15	11
23198	4126	3636	5026	2856	4682	2733	3771	3328	4434	2196	4786	2693
98	123	201	113	151	210	210	116	231	115	205	129	139
105374615	0	0	0	0	2	0	8	0	0	0	0	0
388951	0	0	0	1	0	0	0	0	0	0	0	0
105374610	0	0	0	0	0	0	0	0	0	0	0	0
129852	0	0	0	0	1	0	0	1	0	0	0	0
102724072	0	0	0	0	0	0	1	0	0	0	0	1
6711	2895	3719	3426	2563	3450	2734	2491	2892	2985	2114	2910	2768
105374640	0	0	0	0	0	0	0	0	0	0	0	0
56969	0	0	0	0	0	0	0	0	0	1	0	1
105374653	0	0	0	0	0	0	0	0	0	0	0	0
400954	983	1253	1239	1020	1113	1072	1000	1368	1259	908	1254	988
105374667	0	0	1	4	0	0	0	0	0	0	0	0
57142	5091	6164	5970	4752	5822	5263	5384	6626	6004	4639	6021	5222
105374662	1	0	0	0	0	0	0	0	0	0	0	0
105374674	0	0	0	0	0	2	0	0	0	0	0	0
130162	19	14	29	14	38	17	20	14	15	19	24	18
6233	7873	7709	9760	6355	8880	6914	7321	7632	8897	5546	8832	6589
4528	1501	1312	1868	1028	1840	1058	1416	1324	1685	942	1863	1000
344405	23	20	44	20	56	31	30	20	39	7	36	17
55704	36	7	57	4	48	2	42	6	58	10	43	4
112942	502	515	644	451	577	433	476	552	588	397	535	425
57223	4494	5216	5356	4432	4948	4094	4146	5146	4943	3605	5184	4111
107985885	1	9	7	10	4	4	11	12	7	3	4	8
87178	1539	1367	1844	1297	1870	1313	1491	1561	1790	1082	1814	1207
107985811	0	0	0	0	0	0	4	0	0	0	0	0
112268416	0	0	0	0	0	0	0	0	0	0	0	0
2202	407	666	521	604	552	682	340	605	515	499	533	511
105374690	1	0	4	0	0	0	3	0	4	0	1	1
104355290	0	0	0	0	0	0	0	0	0	0	0	0
406999	0	0	0	0	0	0	0	0	0	0	0	0
406998	0	0	0	0	0	0	0	0	0	0	0	0
100126319	0	0	0	0	0	0	0	0	0	0	0	0
101927165	0	0	0	0	0	0	0	0	0	0	0	0
100129434	353	169	462	163	410	148	283	167	303	96	309	146
107985795	11	14	16	8	17	7	11	8	12	4	14	5
114800	483	298	596	204	467	235	391	270	410	194	442	251
101927213	0	0	0	0	0	0	0	0	0	0	0	2
107985886	0	0	0	0	0	0	0	0	0	0	0	0
105377632	10	0	4	1	5	0	1	0	3	0	3	1
101927235	0	0	0	0	0	0	0	0	0	0	0	0
105374697	0	0	0	0	0	0	0	0	0	0	0	0
105377628	0	0	0	0	0	0	0	0	0	0	0	0
7444	829	481	1060	388	896	431	698	439	836	294	962	329
105374726	0	0	0	0	0	0	0	0	0	0	0	0
107984043	3	0	5	4	4	4	5	1	5	2	5	0
55120	451	367	536	339	467	337	407	366	450	278	518	334
105374744	0	0	0	0	0	0	0	0	0	0	0	0
400955	1	1	0	0	0	1	0	0	0	1	0	1
101927285	0	0	0	0	0	0	0	0	0	0	0	0
105374754	0	0	0	0	0	0	0	0	0	0	0	0
106660609	0	0	0	0	0	0	0	0	0	0	0	0
100616473	0	0	0	0	0	0	0	0	0	0	0	0
102724142	0	0	0	0	0	0	0	0	1	0	0	0
53335	0	0	0	0	0	0	0	0	0	0	0	1
64895	417	591	531	421	562	460	431	704	487	486	491	453
400957	1	0	0	0	0	0	0	2	0	0	0	0
5966	1016	983	1494	691	1289	571	936	689	936	540	926	599
150962	224	210	245	218	221	137	244	217	261	159	274	198
5194	1257	2115	1515	1634	1537	1817	1318	2239	1471	1680	1505	1640
84542	259	303	345	218	287	232	297	249	376	202	332	193
105374759	1	0	0	0	0	0	0	0	0	0	1	0
339803	146	75	163	43	137	96	139	126	148	83	161	99
339804	181	111	240	103	202	88	178	119	190	86	231	107
105374758	1	1	2	0	0	0	0	4	2	0	0	0
130872	1068	1359	1551	1226	1194	951	993	1320	1058	887	1025	990
9736	4939	6376	6069	4710	5360	4330	3951	5067	4805	3597	4872	4145
100124537	0	0	0	0	0	0	0	0	0	0	0	0
105377633	2	0	2	0	0	0	0	3	0	0	0	0
7514	11173	16345	13672	13813	12228	12769	10719	16528	12514	12022	12867	13097
107985767	0	3	2	1	2	3	4	0	3	0	2	1
105374760	0	0	0	0	0	0	0	0	0	0	0	0
84140	109	91	148	81	160	69	137	94	109	96	122	61
10575	8894	9500	10912	7873	9651	7982	9531	10091	11052	7634	10541	8444
150684	947	1225	1093	968	1120	1053	976	1201	1077	936	981	1028
107985768	2	0	0	0	0	0	0	0	0	0	0	0
10678	904	906	1122	693	980	710	836	961	1079	619	1023	700
100847087	0	0	0	0	0	0	0	0	0	0	0	0
105374761	0	0	1	2	0	0	2	1	0	0	0	0
105374764	3	1	0	4	3	2	5	3	3	2	10	1
200728	27	8	36	7	24	5	41	11	20	2	44	3
23301	1109	1200	1384	962	1245	1030	1055	1053	1244	747	1317	864
100132215	59	75	72	49	74	35	59	65	60	47	61	42
5013	182	67	170	30	194	41	133	61	163	44	148	67
100169989	0	1	0	0	0	0	0	0	0	0	0	0
51057	112	126	144	101	132	115	82	137	120	121	116	103
107985769	0	0	0	3	0	0	0	0	0	0	2	0
4190	2786	3938	3488	3100	3200	3224	2951	3880	3248	2870	3311	3323
7360	2657	2843	3244	2431	2812	2390	2577	2876	3006	2018	3129	2445
51542	1136	1969	1485	1792	1220	1736	1091	2022	1318	1429	1215	1727
57162	164	366	232	270	201	317	175	375	195	271	161	255
150992	0	0	0	0	0	0	0	0	0	0	0	0
100507006	0	0	0	0	0	0	4	0	0	0	0	0
105374768	0	0	0	0	0	0	0	0	0	0	0	0
105374769	0	0	0	0	0	0	0	0	0	0	0	0
102465833	0	0	0	0	0	0	0	0	0	0	0	0
100616265	0	0	0	0	0	0	0	0	0	0	0	0
105374771	6	11	13	5	7	7	8	7	2	3	3	14
29094	352	407	375	337	302	305	330	362	367	255	388	356
105374774	0	0	0	0	0	0	0	0	0	0	0	0
105374773	2	8	6	5	7	7	4	5	2	2	1	3
101927402	4	1	3	3	1	0	2	0	4	0	4	6
54812	1414	2546	1697	2045	1508	1955	1358	2374	1541	1873	1627	2048
100616419	0	0	0	0	0	0	0	0	0	0	0	0
105374772	4	6	2	4	2	1	0	3	1	3	1	2
339807	0	0	0	0	0	0	0	0	0	0	0	1
9792	172	247	246	210	277	219	207	317	249	154	254	203
105374775	2	0	1	1	0	0	6	3	1	0	0	1
105374777	0	0	0	0	0	0	0	0	0	0	0	0
105374776	0	0	0	0	0	0	0	0	0	0	0	0
101927438	0	0	0	0	0	0	0	0	0	0	0	0
400958	0	0	0	0	0	0	0	0	0	0	0	0
107985888	0	0	0	0	0	0	0	0	0	0	0	0
107984063	15	15	31	17	26	6	17	5	15	8	19	15
6509	175	358	244	257	216	332	180	327	238	241	201	278
102724233	0	0	1	0	0	0	1	0	0	0	0	0
23177	695	445	675	409	689	363	542	407	600	299	697	381
5861	4467	7910	5545	6019	5255	6387	4909	8471	5361	6210	5279	6839
10097	9566	11690	11757	9569	11432	9812	9853	12136	10826	8641	11999	9150
200734	2079	2330	2440	1686	2302	1805	2034	2397	2233	1522	2114	1810
105374780	0	0	0	0	0	0	0	0	0	1	0	0
105374781	0	1	0	0	0	1	0	0	0	0	0	0
107985889	0	0	0	0	0	0	0	0	0	0	0	0
105369167	0	0	0	0	0	0	0	0	0	0	0	0
101927533	0	0	0	0	0	0	0	0	0	0	0	0
105369168	2	0	0	0	0	0	0	0	0	0	0	0
107985890	0	2	1	0	0	0	0	0	0	0	0	1
107985812	0	0	0	0	0	0	0	0	0	0	0	0
100616464	0	0	0	0	0	0	0	0	0	0	0	0
729348	4	0	0	0	10	0	2	3	9	0	2	0
730198	16	2	17	3	11	7	13	1	21	4	18	3
4211	250	72	281	46	237	61	229	40	233	51	303	66
100873998	0	0	8	0	0	0	0	0	0	3	0	0
100507073	0	0	0	0	1	0	0	0	0	0	0	0
101927577	0	0	0	0	0	0	0	0	0	0	0	0
101060019	0	0	0	0	0	0	0	0	0	0	0	0
102724321	0	0	0	0	0	0	0	0	0	0	0	0
105374785	0	0	1	0	0	0	0	0	0	0	0	0
102800447	0	0	0	0	0	0	0	0	0	0	0	0
644838	1	0	0	0	0	0	0	0	0	0	0	0
101927661	0	0	0	0	0	0	0	0	0	0	0	0
54465	328	191	358	149	312	129	269	193	305	131	288	99
107985891	0	0	0	0	0	0	0	0	0	0	0	0
105374786	0	0	0	0	0	0	0	0	0	0	0	0
102724373	0	0	0	0	0	0	0	0	0	0	0	0
101927701	0	0	0	0	0	0	0	0	0	0	0	0
10438	219	423	336	250	371	237	257	412	303	327	358	312
105374789	1	0	4	1	2	0	6	1	1	1	1	1
116143	336	338	448	242	401	260	352	315	441	211	441	259
56902	1278	1452	1570	1099	1477	1170	1254	1504	1333	1010	1610	1256
5534	3082	3653	3746	3065	3330	2928	3090	3795	3400	2481	3568	2941
107985892	0	0	0	0	0	0	0	0	0	2	0	0
25927	0	0	0	0	0	0	0	0	0	0	0	0
102724389	0	0	0	0	0	0	0	0	0	0	0	0
101927723	1	0	0	0	0	0	0	1	0	0	0	0
5341	0	0	0	2	3	0	0	0	0	0	1	0
554251	23	10	34	10	21	12	34	22	22	15	20	9
200558	8	18	1	10	2	5	2	5	1	3	12	5
10887	3	1	5	0	3	0	2	1	3	0	3	3
9938	0	0	0	2	0	0	0	0	0	0	0	1
105374790	0	0	0	0	0	0	0	0	0	0	0	0
105374791	0	0	0	0	0	0	0	0	0	0	0	0
107985893	0	0	0	0	0	0	0	0	0	0	0	0
27302	0	0	0	0	0	0	0	0	0	0	0	0
105374792	0	0	0	0	0	0	0	0	0	0	0	0
107985894	0	0	0	0	0	0	0	0	0	0	0	0
200504	0	0	0	0	0	0	0	0	0	0	0	0
56287	0	0	0	0	0	0	0	0	0	0	0	0
84168	401	603	500	425	441	515	446	620	453	431	484	488
100423030	0	0	0	0	0	0	0	0	0	0	0	0
2673	3443	3294	4124	2471	3892	2501	3278	2849	3838	2252	3923	2363
27247	593	447	742	408	668	410	541	459	680	302	651	407
22848	864	1724	974	1318	998	1185	658	1415	826	1005	859	1196
112268437	137	268	172	197	148	172	92	198	130	130	130	169
100124535	0	0	0	0	0	0	0	0	0	0	0	0
307	1253	1814	1639	1331	1492	1444	1511	1650	1492	1253	1459	1469
107985770	0	0	4	0	2	0	0	0	0	0	0	0
64395	960	718	1244	501	1124	430	1022	693	1027	454	1219	518
11017	706	926	852	823	951	766	853	1083	787	849	1001	889
4084	1133	1586	1377	1267	1524	1155	1258	2058	1246	1435	1312	1438
151516	7	26	19	17	9	8	13	14	11	17	10	18
400960	41	64	56	80	47	40	30	50	35	55	43	68
5093	10513	11778	12241	8780	12364	9879	10490	12268	11833	8524	11308	9232
100133985	31	9	12	4	18	5	27	15	33	4	27	4
54980	288	309	338	281	284	293	245	318	281	196	303	315
7072	1462	2057	2023	1773	1744	1610	1644	2171	1764	1580	1956	1661
100189231	0	0	0	0	0	0	0	0	0	1	0	0
100302268	0	0	0	0	0	0	0	0	0	0	0	0
51449	3444	3495	4083	2924	3733	3073	3119	3234	3627	2473	3675	2915
6637	1080	1326	1279	1075	1228	1286	1172	1491	1320	1036	1267	1201
84908	2576	2398	3147	1968	2983	1887	2346	2466	2766	1589	2968	1952
7039	238	296	269	189	287	229	199	265	203	203	279	202
100874273	0	0	0	0	0	0	0	0	0	0	0	1
107985895	0	0	0	0	0	0	0	0	0	0	0	0
119	0	0	0	1	0	0	0	0	0	0	0	1
105374794	0	0	0	0	0	0	0	0	0	0	0	0
344018	0	0	0	0	0	0	0	0	0	0	0	0
165530	1	0	0	5	0	0	0	0	0	0	2	0
50489	0	0	0	1	6	0	2	2	1	0	3	4
104355141	7	1	6	0	3	7	5	0	4	2	4	4
25806	235	247	338	203	226	202	215	218	228	145	205	169
525	31	65	62	68	49	36	68	53	39	39	38	36
101927750	0	1	3	2	2	1	2	3	1	3	0	0
105374795	1	10	10	7	2	3	6	4	4	4	7	12
79998	523	330	618	265	666	279	554	322	605	233	610	222
113419	3446	2025	3938	1759	3953	1872	3229	1953	3565	1438	3688	1770
105374796	0	0	0	0	0	0	0	0	0	0	0	0
79315	12	3	8	4	7	1	9	1	6	4	8	2
55577	1039	1035	1131	863	1179	985	910	928	1025	800	987	894
84693	166	57	175	50	189	47	105	40	156	51	119	41
10199	1378	1734	1639	1315	1679	1329	1311	1739	1668	1374	1639	1406
400961	331	141	429	127	322	169	320	153	332	104	377	106
105374797	2	0	1	2	0	2	2	0	0	0	0	1
27332	3639	2937	4028	2496	3526	2310	3092	2737	3952	1966	4033	2206
8291	8	6	9	5	13	5	4	6	10	5	8	9
107985896	0	0	0	0	0	0	0	0	0	0	0	0
105374798	0	0	0	0	0	0	0	0	0	0	0	0
56603	112	101	66	88	123	86	100	92	68	89	66	70
23233	1010	1765	1224	1584	1126	1496	922	1577	1013	1191	1228	1572
6697	1517	1806	1777	1346	1819	1465	1617	1782	1842	1404	1988	1628
2016	4	9	6	17	2	9	3	19	4	10	5	14
94097	803	2276	1027	1617	1054	1913	823	2117	840	1586	922	2011
107985897	13	25	13	16	21	18	16	9	27	11	16	12
105374800	6	0	16	9	8	6	4	0	7	1	4	5
26056	522	723	649	599	613	587	516	798	579	491	515	670
344022	0	0	0	1	2	0	1	0	0	0	0	0
10322	1335	1664	1584	1238	1577	1398	1299	1607	1459	1084	1420	1324
84279	468	833	557	590	604	703	384	703	551	523	479	610
10574	13174	14289	15296	11816	14759	12897	13300	15247	15244	11500	14478	13164
150726	835	1747	975	1108	912	1193	828	1530	875	1116	798	1209
1961	1	7	1	2	1	8	1	7	1	2	1	5
105374802	1	0	0	0	0	0	0	0	0	0	1	0
105374803	1	1	2	0	7	0	0	0	1	0	0	1
105374804	0	0	0	1	0	0	0	0	0	0	0	0
7840	1225	751	1333	566	1135	540	927	537	1038	343	1033	437
100874291	24	2	14	2	22	2	19	1	15	3	29	2
9027	1	3	3	0	6	2	3	2	5	0	3	5
200420	18	2	7	7	5	10	4	2	4	6	4	10
112268418	0	10	0	6	0	4	0	7	3	7	3	5
51471	0	1	7	0	1	1	0	0	2	0	3	0
51002	459	480	524	380	504	373	389	544	525	368	448	439
8446	575	905	725	716	627	720	618	925	649	646	735	657
388960	1	0	2	0	0	0	0	0	0	0	0	0
105374807	6	1	12	3	3	2	17	0	1	2	2	2
10617	1296	1844	1537	1407	1513	1444	1247	1589	1424	1291	1323	1498
112268419	78	93	118	91	105	107	69	74	98	87	95	107
72	42	76	62	39	67	47	32	59	43	48	38	38
1716	1080	977	1254	858	1266	970	1045	1108	1167	728	1198	844
100874048	111	107	156	107	108	116	126	128	120	85	127	89
200424	4060	4152	4802	3320	4817	2961	3475	3553	3929	2470	3830	2839
107985898	38	37	55	42	45	18	33	28	40	27	37	28
388962	634	470	692	395	643	434	557	450	637	342	578	397
100507171	14	14	17	8	11	6	19	9	15	4	8	6
55233	4931	9777	6243	7962	5840	7818	5014	10617	5685	7391	6067	7720
10797	5246	7654	6042	5923	6518	6734	5067	7719	5835	5463	6388	6370
57835	122	199	125	165	124	175	85	184	119	135	117	143
1639	4850	7063	5935	5097	5163	5541	4446	6276	5032	4508	4699	5376
100189589	0	5	2	9	11	8	2	4	0	1	5	3
388963	213	179	258	101	305	116	243	143	248	108	201	139
84058	772	1014	812	708	790	847	785	1086	741	695	735	863
6242	166	65	239	74	170	83	204	89	195	64	199	51
100532735	833	555	982	377	964	439	967	508	889	375	887	440
83444	229	374	266	230	263	290	275	346	222	261	229	286
23559	642	229	784	178	773	186	739	206	727	156	696	182
7841	2648	2554	3427	1976	2969	2049	2831	2462	2950	1676	2825	1977
116540	682	624	807	462	771	552	673	635	762	544	638	609
84865	293	382	443	370	386	372	305	411	453	386	350	427
64427	840	1418	1147	1183	1005	1304	745	1415	931	1116	947	1201
85474	27	41	33	20	46	27	39	49	49	51	22	36
151534	32	63	42	49	50	51	41	77	38	60	46	55
84759	466	579	532	411	470	441	470	636	519	413	508	435
3196	1	2	0	5	1	1	2	6	0	2	2	0
165545	27	12	26	21	15	12	11	10	19	9	28	13
550	3530	4015	4316	3137	4165	3365	3557	4303	3991	3048	3832	3294
27429	517	868	697	656	640	750	544	943	584	696	547	807
84695	253	300	288	206	320	219	259	300	269	193	294	191
1796	114	42	198	43	168	36	160	44	181	27	161	24
130951	0	0	4	0	3	0	1	0	1	0	0	0
10505	203	99	279	61	246	45	246	67	218	53	226	47
105374808	0	0	0	1	0	0	1	0	0	0	0	0
102724497	6	5	1	0	2	0	1	5	0	1	3	5
102724482	0	0	0	0	0	0	0	0	0	0	0	0
3099	2203	5644	2626	3928	2628	4530	1852	4551	2286	3718	2382	4493
102724515	332	171	468	152	433	124	317	143	310	86	352	122
105374809	284	221	332	171	343	180	252	226	249	143	275	153
101927861	1962	889	2306	738	2086	711	1599	785	1840	565	1821	600
56655	1299	1130	1574	900	1324	931	1139	1121	1321	830	1212	965
6869	1	4	3	0	0	0	2	1	3	4	0	4
100846995	0	0	0	0	0	0	0	0	0	0	0	0
105374811	2	11	7	17	7	15	5	17	8	6	3	11
105374812	6	14	4	10	3	13	4	3	3	16	3	12
107985900	0	11	0	2	0	0	2	2	1	0	0	0
105374810	0	5	0	4	0	1	0	2	0	0	1	0
84141	0	0	0	0	0	0	0	0	0	0	0	0
101927884	0	0	0	0	0	0	0	0	0	0	0	0
9801	1930	2116	2498	1720	2265	1812	1929	2201	2284	1499	2316	1834
6936	783	612	998	532	923	528	750	555	799	451	853	477
105374813	1	1	5	0	4	1	3	0	3	3	1	0
105374814	0	0	0	0	0	0	0	0	0	0	0	0
80059	6	1	9	0	4	0	3	0	7	2	3	2
105374815	0	0	0	0	0	0	0	0	0	0	0	0
101927907	0	0	0	0	0	0	0	0	0	0	0	0
101927967	0	0	0	0	0	0	0	0	0	0	0	0
101927926	0	0	0	0	0	0	0	0	0	0	0	0
105374817	0	1	1	1	0	0	0	0	0	0	0	1
100170221	0	0	0	0	0	0	0	0	0	0	0	0
105374816	8	1	2	7	0	1	0	4	3	7	6	5
101927948	0	0	0	0	0	0	0	0	0	0	0	0
105374820	0	0	0	0	0	0	0	0	0	0	0	0
105374819	0	0	0	0	0	0	0	0	0	0	0	0
105374821	0	0	0	0	0	0	0	0	0	0	0	0
105374822	0	0	0	0	0	0	0	0	0	0	0	0
130120	0	2	0	0	0	0	0	0	0	0	0	0
5968	0	0	0	0	0	0	0	0	0	0	0	0
5967	0	0	0	0	0	0	0	0	0	0	0	0
5969	0	0	0	0	0	0	0	0	0	0	0	0
5068	0	0	0	0	0	0	0	0	0	0	0	0
107985902	0	0	0	0	0	0	0	0	0	0	0	0
105374823	0	0	0	0	0	0	0	0	0	0	0	0
101927987	0	0	0	0	0	0	0	0	0	0	0	0
1496	0	0	0	0	0	0	0	0	0	0	0	6
100422888	0	0	0	0	0	0	0	0	0	0	0	0
102465877	0	0	0	0	0	0	0	0	0	0	0	0
107985903	0	0	0	0	0	0	0	0	0	0	0	0
347730	0	0	0	0	0	0	0	0	0	0	0	0
107985904	0	0	0	0	0	0	0	0	0	0	0	0
105374824	0	0	0	0	0	0	0	0	0	0	0	0
105374827	0	0	0	0	0	0	0	0	0	0	0	0
100507201	0	0	0	0	0	0	0	0	0	0	0	0
102724542	19	39	35	45	33	43	12	43	24	16	13	48
105374828	0	0	0	0	0	0	0	0	0	0	0	0
105374829	0	1	0	1	0	0	0	3	0	0	0	1
105374831	0	0	0	0	0	0	0	0	0	0	0	0
1720	0	0	0	0	0	0	0	0	0	0	1	0
105374832	0	0	0	0	0	0	0	5	0	0	0	0
105374833	0	0	0	0	0	0	0	0	0	0	0	0
105374834	0	0	0	0	0	1	0	0	0	0	0	1
101928031	0	0	0	0	0	0	0	0	0	0	0	0
107985905	0	0	0	0	0	0	0	0	0	0	0	0
388965	17	1	21	3	20	4	18	2	27	4	34	3
8802	1818	2730	2282	2202	2057	2446	1726	2973	2211	2239	2035	2503
1768	0	0	4	0	2	1	1	0	0	0	0	0
107985906	0	0	0	0	0	0	0	0	0	0	0	0
129293	1	1	0	3	2	0	1	2	1	0	0	1
105374837	0	0	0	0	0	0	0	0	0	0	0	0
105374836	45	25	42	20	41	34	33	30	41	20	46	42
9168	7350	6369	9124	5473	8197	5914	8395	7303	8448	5173	7831	5555
105374838	10	31	20	14	18	11	20	4	11	14	39	6
56888	2454	3315	2935	2648	2708	2822	2240	3231	2546	2408	2698	2735
100996478	0	0	0	0	0	0	0	0	0	0	0	0
83439	273	504	284	412	322	375	200	333	197	252	247	287
100874334	0	0	0	0	0	0	0	0	0	0	0	0
102724579	0	0	0	0	0	1	0	0	1	0	3	0
105374839	1	0	0	0	0	1	0	0	0	0	0	0
100996506	40	33	55	20	61	18	34	32	44	31	24	17
10618	5859	9633	7453	7380	6484	7448	5605	9842	6412	7037	6206	7618
54884	499	455	611	321	617	377	555	377	588	281	550	317
84173	292	320	412	295	243	237	310	396	320	332	295	309
822	232	338	254	234	193	255	227	328	185	261	180	244
105374841	0	0	0	0	0	0	0	0	0	0	0	0
284948	18	9	12	5	19	2	18	10	2	7	11	12
100630918	104	99	138	73	100	102	96	92	92	82	87	97
4144	6112	9303	7710	7588	7633	7453	5744	8848	6509	6602	6827	7572
2677	1963	2525	2203	1934	2164	2040	1791	2473	2135	1805	2052	1998
8673	2046	4184	2293	3110	2238	3432	2067	4817	2188	3220	2277	3465
10791	75	441	88	341	79	353	91	484	98	356	103	355
51255	1275	2134	1467	1891	1474	1774	1400	2521	1536	1615	1418	1890
129303	258	575	319	437	282	378	225	601	227	397	282	462
10713	2462	3648	2986	2923	2760	3033	2487	3569	2850	2682	2976	3079
388969	989	1165	1096	920	1096	957	934	1121	1021	755	938	876
6439	2	1	0	0	0	0	0	1	1	0	2	0
105374842	0	1	0	0	0	0	0	0	0	0	0	0
10578	0	0	0	1	0	0	0	0	0	0	0	5
84913	93	660	100	526	177	633	72	433	106	427	86	378
102466516	0	0	0	0	0	1	0	0	0	0	0	0
284950	0	1	2	2	1	11	0	1	0	2	3	1
8869	681	1956	840	1460	793	1686	727	1612	771	1259	762	1535
101928113	1	9	1	1	2	5	0	5	0	3	3	5
112268420	1	13	5	13	4	4	3	8	2	5	7	3
105374843	0	0	0	0	0	0	0	0	0	0	0	0
25885	3189	3564	3958	2743	3626	2657	2734	3108	3431	2004	3108	2475
55037	1877	2541	2275	2234	2139	2235	1834	2540	2215	1930	2039	2190
692225	2	10	7	16	10	9	5	13	6	6	3	10
10989	3733	4351	4287	3267	4399	3701	3636	4413	4370	3173	4475	3746
100616159	0	0	0	0	0	0	0	0	0	0	0	0
51318	1097	1109	1325	930	1237	906	1023	1038	1242	766	1279	848
65055	199	373	177	256	183	345	165	281	170	204	211	237
55818	1150	1354	1610	1172	1280	1107	1455	1594	1516	1088	1424	1201
100526767	1765	2204	2081	1826	2023	1972	1549	1917	1854	1470	1826	1788
51652	1739	2175	2041	1808	1989	1940	1522	1873	1826	1446	1790	1754
105374845	9	13	20	4	7	7	7	8	8	8	2	12
7844	1422	1497	1624	1244	1449	1214	1242	1481	1579	1126	1634	1277
64795	1703	2207	2136	1981	1924	1798	1587	2103	1748	1652	1814	1781
925	21	4	37	10	23	7	23	7	13	4	7	5
105374846	7	4	10	4	18	2	4	4	3	1	10	7
926	0	1	0	0	0	0	0	0	0	0	0	0
100286979	138	93	169	90	144	67	141	72	157	52	163	72
400966	256	406	298	328	254	280	211	405	250	232	250	290
5343	10	46	22	36	13	34	22	40	22	25	15	38
285074	296	338	358	274	350	259	307	364	328	217	338	284
107985772	0	0	0	0	0	0	1	0	0	0	0	0
102724642	251	199	294	159	293	159	246	186	276	142	264	165
100616370	0	0	0	0	0	0	0	0	0	0	0	0
107985771	0	0	0	0	0	0	0	0	1	0	0	0
105374847	0	0	1	0	0	0	1	0	0	0	0	0
107985908	4	12	2	0	3	3	2	1	3	2	7	5
105374848	8	16	23	4	13	22	7	8	10	7	10	8
105377635	2	1	4	6	9	7	5	5	3	4	2	3
101928173	0	0	0	0	2	0	0	0	4	0	1	1
112597	99	194	103	121	104	129	110	159	128	131	118	143
101928152	10	1	16	2	21	1	24	5	15	3	10	1
107985909	5	5	5	3	4	0	5	4	6	1	4	2
100616499	0	0	0	0	0	0	0	0	0	0	0	0
101928214	2	5	4	1	2	5	0	0	3	6	4	2
730268	248	266	320	226	307	239	251	246	269	199	261	214
5342	14	39	25	34	19	36	23	38	22	33	21	35
729857	269	450	342	358	279	296	226	428	282	251	283	321
105374851	0	0	0	0	0	0	0	0	0	0	0	0
105374852	38	16	40	14	36	9	27	5	40	10	45	9
51315	625	232	869	177	706	191	601	217	708	165	767	176
150572	0	2	0	0	0	0	0	1	0	0	0	0
100616447	0	0	0	0	0	0	0	0	0	0	0	0
2168	0	0	0	0	0	0	0	0	0	0	0	0
101928347	4	0	1	2	2	1	1	1	2	1	2	1
55258	299	80	326	68	276	79	260	72	286	43	262	101
344167	58	24	79	18	68	28	61	15	58	14	72	25
200523	0	0	0	2	0	0	0	1	0	0	0	3
101928371	166	166	194	136	166	119	143	181	204	127	189	122
9451	1159	1257	1338	979	1110	913	1081	1246	1364	884	1306	941
101928403	24	24	24	14	36	12	15	15	28	9	18	10
102724805	12	18	18	4	17	4	30	7	10	5	10	8
22934	852	1079	1045	837	1015	1032	845	1179	963	891	1023	1022
105374853	0	0	0	0	4	0	0	0	0	0	0	1
645784	4	0	1	0	1	1	4	0	1	0	1	0
105374855	4	3	2	4	5	6	3	5	6	4	5	6
100616399	0	0	0	0	0	0	0	0	0	0	0	0
105374854	0	0	0	0	0	0	0	0	0	0	0	0
3514	0	0	0	0	0	0	0	0	0	0	0	0
28946	0	0	0	0	0	0	0	0	0	0	0	0
28947	0	0	0	0	0	0	0	0	0	0	0	0
28948	0	0	0	0	0	0	0	0	0	0	0	0
28949	0	0	0	0	0	0	0	0	0	0	0	0
28950	0	0	0	0	0	0	0	0	0	0	0	0
28908	0	0	0	0	0	0	0	0	0	0	0	0
28907	0	0	0	0	0	0	0	0	0	0	0	0
28905	0	0	0	0	0	0	0	0	0	0	0	0
28929	0	0	0	0	0	0	0	0	0	0	0	0
28299	0	0	0	0	0	0	0	0	0	0	0	0
28943	0	0	0	0	0	0	0	0	0	0	0	0
28915	0	0	0	0	0	1	0	0	0	0	0	0
