GeneID	control	control	perturbed	perturbed	perturbed	perturbed
81848	1599	978	2033	1478	1525	1258
100642175	8	4	3	3	8	5
101926941	3	5	10	6	5	5
2246	75	59	137	76	78	48
101926975	0	0	2	1	2	0
23092	797	530	1310	914	846	672
100874239	1	0	0	0	1	0
107986457	2	0	0	1	0	3
100874372	0	0	0	0	0	0
2908	5720	3629	8452	5867	3813	3143
105378208	0	0	0	0	1	1
105378209	0	0	1	0	0	0
105378210	0	0	0	0	0	0
100846991	0	0	0	0	0	0
57824	0	0	0	0	0	0
81555	1700	1013	2251	1528	1262	1006
57528	28	15	36	26	21	18
105378211	0	1	0	1	0	1
153768	690	417	961	651	486	413
643226	0	1	0	0	1	0
107986458	24	7	34	19	23	14
153769	670	444	973	735	584	466
107986459	2	0	1	1	0	0
153770	18	16	41	28	35	49
51520	7509	4716	9725	6891	5614	4447
54439	1293	893	2036	1452	1145	943
5459	0	0	3	3	2	3
105378213	0	0	0	0	0	0
10915	2925	1772	4040	2969	2494	2033
134391	1	0	0	0	0	0
105378215	0	0	0	0	0	0
5521	0	0	0	0	0	0
107986461	0	0	0	0	0	0
105378214	0	0	0	0	0	0
100874361	0	0	0	0	0	0
105378217	4	2	5	8	3	1
202374	108	66	113	86	71	58
1809	310	162	383	279	256	200
153469	0	0	0	0	0	0
9832	0	0	0	0	0	0
101927012	0	0	0	0	0	0
105378218	0	0	0	0	0	0
6690	0	0	0	0	1	0
389336	0	0	0	0	0	0
117156	0	0	0	0	0	0
11005	0	0	0	0	0	0
408187	0	0	0	0	0	0
404203	0	0	0	0	0	0
105378220	0	0	0	0	0	0
102546294	1	0	0	1	0	0
153218	0	0	0	0	0	0
84651	0	0	0	0	0	0
643394	0	0	0	0	0	1
81545	725	429	1011	714	609	454
3360	0	0	1	0	0	0
107986462	0	0	0	0	0	0
105378221	0	0	0	0	0	0
154	74	58	100	70	38	21
79628	24	21	27	17	52	37
693169	0	0	0	0	0	0
255187	1	1	0	0	0	2
22885	9	5	7	9	7	4
134265	116	84	209	123	164	125
134266	702	433	874	647	461	381
106144529	25	9	38	29	17	15
78991	206	101	266	149	125	82
27190	0	0	0	0	0	0
101927046	0	0	0	0	0	0
728264	0	0	0	0	0	0
406935	0	0	0	0	0	0
406937	0	0	0	0	0	0
1452	6116	3842	8737	5785	5006	4054
389337	16	20	33	18	40	31
105378224	0	0	0	0	0	0
133522	324	213	543	373	335	292
494327	0	0	0	0	0	0
5145	1	0	0	3	0	0
644762	7	6	11	16	10	7
1836	563	382	879	555	375	317
81789	134	87	226	128	135	89
22993	1966	1127	2937	2164	2065	1560
1436	2	1	5	2	3	3
5159	7	4	7	6	1	6
1044	0	0	0	0	0	0
6534	0	0	0	0	0	0
815	4	3	2	4	4	7
340075	65	34	123	98	100	61
105378225	0	0	0	0	0	0
105378226	0	0	0	0	0	0
6949	2757	1637	4540	3169	3364	2332
972	88	46	100	84	73	65
6208	20668	11847	27870	19025	19531	13195
102546298	31	14	57	38	22	20
3340	4463	2856	8355	5520	4554	3351
11346	6144	3880	8521	6026	7542	5513
91977	107	74	216	112	121	79
55696	2064	1219	2918	2040	1892	1555
51164	2428	1598	3628	2550	1915	1492
85027	2558	1542	3705	2544	2454	1883
345611	10	8	24	17	17	5
91975	330	201	487	335	334	273
134466	0	0	0	0	2	0
105378228	1	1	4	1	1	3
2878	22	10	28	18	12	13
10318	2488	1455	4036	2921	2930	2111
309	5151	3067	7738	5348	3912	2841
107986463	0	0	0	0	0	0
26112	3	2	1	5	0	1
105378230	1	0	0	0	0	1
2760	1658	938	2247	1508	1196	982
285641	0	1	2	1	0	1
153201	0	0	0	0	0	0
105378234	0	0	0	0	0	0
206358	540	368	1017	668	609	448
2196	3	6	12	15	14	13
102465246	0	0	0	0	0	0
105378231	0	0	0	0	0	0
6678	33302	19990	45038	31480	23656	18230
101927096	108	76	213	129	119	79
475	1148	698	1650	1126	1038	785
105378235	6	6	7	7	8	11
100652758	107	72	213	162	123	72
10146	8060	5028	11406	8168	6075	4875
2741	1	2	1	0	1	1
112267935	1	0	0	0	1	0
101927115	0	0	0	0	1	0
105378236	0	0	0	0	0	0
105378237	0	0	0	0	0	0
56923	0	0	0	0	0	0
101927134	1	0	1	0	0	0
2890	39	23	65	28	16	6
105378238	0	0	0	0	0	0
107986464	0	0	0	0	0	0
107983980	0	0	0	0	0	1
10827	520	322	612	473	346	280
4238	834	514	1163	833	591	528
55568	6990	4333	11133	7801	6165	4640
107986465	16	11	31	19	19	9
100302181	0	0	0	0	0	0
386627	31	24	62	36	50	44
79685	874	549	1480	1012	848	683
9421	0	0	0	0	0	0
100422950	0	0	0	0	0	0
23367	9623	5943	15804	11635	9300	6952
100302284	1	0	1	0	1	0
112267936	9	6	8	20	9	12
10826	523	291	680	482	467	380
100616306	0	0	0	0	1	0
9337	1735	1014	2286	1522	1258	1027
25929	1827	1130	2865	2016	1510	1196
29093	972	624	1263	933	710	590
285643	83	43	131	84	92	47
105378239	0	0	0	0	0	0
6444	0	0	0	0	0	0
105377673	0	0	0	0	0	0
153743	28	21	25	27	14	20
91937	0	0	0	0	0	0
26762	0	0	0	0	0	0
84868	1	0	2	1	1	4
9443	260	134	308	223	206	180
153745	0	0	0	0	0	0
3702	0	0	0	0	0	0
26999	5	2	8	8	3	4
408263	0	0	1	1	0	0
102724404	0	1	0	0	0	0
348938	3	4	3	1	1	2
8728	1819	1151	3050	2077	1728	1238
11063	10	3	4	6	6	4
105377675	2	1	2	1	0	0
100190949	2	1	9	2	3	4
105377676	0	0	0	0	0	0
54974	544	324	846	630	481	369
134353	164	115	260	174	173	151
9685	2847	1887	4420	3067	2662	2033
107986466	0	0	0	0	0	0
105377677	0	0	0	0	0	0
105377678	0	0	0	0	0	0
105377680	0	0	0	0	0	0
101927697	0	0	0	0	0	0
1879	187	120	255	239	155	126
101927740	0	2	9	2	2	3
107986467	2	3	8	10	5	4
153830	2952	1785	4168	2908	2624	2100
107986468	4	3	5	4	4	4
105377682	0	0	0	1	0	0
134510	1063	642	1427	914	851	616
105377683	0	0	0	0	0	0
3593	2	0	0	0	2	1
107986469	1	0	0	0	1	1
285626	1	0	1	0	0	0
285627	0	0	0	0	0	0
105377685	0	0	1	0	2	0
105377684	0	0	2	1	0	0
105377687	0	0	0	0	0	0
105377688	0	0	0	0	0	0
101927766	0	0	1	0	0	0
105377689	0	0	0	0	0	0
147	86	57	115	94	79	54
101927790	1	3	2	1	1	3
7265	1284	769	1784	1306	1155	920
114825	541	347	783	563	436	364
2172	1	1	0	0	0	0
105377690	0	0	0	0	0	0
79616	30	16	59	36	27	20
105377691	0	0	0	0	0	0
114898	12	7	24	22	15	23
63920	102	70	143	105	100	76
10569	1157	708	1596	1072	1032	894
9232	2251	1333	3116	2213	1791	1378
107075116	16	6	21	11	9	9
100422938	0	0	0	0	0	0
406938	0	0	0	0	1	0
23120	0	0	0	0	1	1
285629	0	0	0	0	0	0
105377693	0	0	0	0	0	0
2561	0	1	0	0	0	0
105377694	0	0	0	0	0	0
2559	0	0	0	0	0	0
105377696	0	0	0	0	0	0
2554	0	0	1	0	0	0
104326188	0	0	0	0	0	0
2566	0	0	0	0	0	0
105377697	0	0	0	1	0	0
105377698	0	0	0	0	0	0
105377699	0	0	0	1	0	0
105377700	83	50	116	89	60	27
900	3234	1890	3921	2658	1726	1457
134492	933	561	1257	846	814	606
3161	1561	937	2249	1617	1153	914
101927813	158	86	198	137	110	85
27430	1621	929	2326	1621	1371	1058
102724458	0	0	0	0	0	0
105377703	0	0	0	0	0	0
101927835	0	0	0	0	0	0
102546299	0	0	0	0	0	0
105377702	0	0	0	0	0	0
105377701	0	0	0	0	0	0
107986370	0	0	0	0	0	0
105377705	0	0	0	0	0	0
105377706	0	0	0	0	0	0
102557615	0	0	1	0	0	0
57451	1534	1008	2780	1918	1020	763
101927908	0	0	0	0	0	0
105377709	0	0	0	2	0	0
113219458	0	0	0	0	0	0
101927862	5	0	5	8	4	2
23286	273	165	470	359	292	188
5917	3013	1725	4141	2978	2533	1963
345630	8	4	10	8	5	5
79646	3651	2411	5259	3740	2682	2269
406895	0	0	0	0	0	0
100302238	0	0	0	0	0	0
6586	1854	1169	3343	2293	2050	1582
101927969	30	16	67	38	40	28
407001	0	0	0	0	1	0
107986470	0	0	0	1	0	0
105377713	0	0	0	0	0	0
107986472	0	0	0	0	0	0
728095	0	0	1	0	1	0
105377712	0	0	0	0	0	1
693170	0	0	0	0	0	0
105377714	2	0	2	0	0	0
105377715	0	0	0	0	0	0
54908	1882	1173	3193	2293	1642	1296
1794	21	18	32	32	31	24
100131897	376	253	654	450	334	254
100616498	0	0	0	0	0	0
2299	24	15	16	15	5	4
100507267	0	0	0	0	0	0
133874	0	0	0	0	0	0
3937	0	0	0	1	0	0
100128059	0	0	0	0	0	0
257358	0	0	0	0	0	0
30820	133	74	200	121	148	120
3779	1	1	0	0	0	0
101928033	0	0	0	0	0	0
105377716	0	0	0	0	1	0
107986473	0	0	0	0	0	0
107986474	0	0	0	0	0	0
107986475	0	0	0	0	0	0
2568	0	0	0	0	0	0
64901	164	104	234	163	132	127
30012	1	0	0	0	1	0
109616973	0	0	0	0	0	0
100500831	0	0	0	0	0	0
4869	23066	13573	33257	24137	21457	17075
8817	32	16	86	41	33	24
105377721	0	0	0	0	0	0
105377720	1	0	0	0	0	0
105377722	0	0	0	0	0	0
107986392	0	0	0	0	0	0
105377724	0	0	0	0	0	0
105377723	0	0	0	0	0	0
644994	0	0	0	0	0	0
105377725	1	0	0	0	1	1
107986476	0	1	2	1	1	3
23291	2002	1234	2934	2151	1624	1272
6793	1037	604	1695	1166	1343	908
107986477	5	0	2	4	3	3
285588	0	2	1	0	0	0
92181	1003	605	1522	1017	835	623
100288254	0	0	0	0	0	1
285590	3084	2024	5529	3786	3154	2378
105377727	1	1	5	1	3	1
107984004	3	1	4	1	3	1
105377728	1	0	0	0	0	0
105377729	0	0	0	0	0	0
107986478	0	0	0	0	0	0
54492	1199	741	2042	1336	1054	747
100847029	0	0	0	0	0	0
107986479	0	0	1	0	2	0
101928093	4	5	6	4	3	1
1843	593	319	804	581	558	421
105377730	2	1	1	5	4	2
57222	4190	2598	6466	4462	3823	2787
113218510	0	2	5	3	1	1
51121	556	298	800	524	526	375
100268168	13	9	25	23	13	16
8992	2932	1716	4424	3023	3078	2284
677841	0	0	1	0	0	0
153222	201	137	250	184	221	155
662	233	127	242	192	126	120
1482	5	2	5	5	5	1
105377731	1	0	1	0	1	1
113219469	0	0	0	0	0	0
8614	11559	7139	20641	14541	11491	8265
102465862	0	0	0	0	0	0
105377732	0	0	1	0	1	0
105377733	1	0	0	0	0	0
285593	1	2	3	4	8	3
105377735	6	5	14	11	9	8
91272	2026	1195	2962	2125	2035	1589
107986480	0	0	0	0	0	0
105377736	0	0	0	0	0	0
101928136	0	0	0	0	0	0
107984118	0	0	0	0	0	0
107986482	0	0	0	0	0	0
101928154	0	0	0	0	0	0
80315	236	186	417	303	234	186
133491	0	0	0	0	0	0
51617	1	0	2	0	1	1
102724551	0	0	0	0	0	0
101928176	0	0	0	0	0	0
107986483	0	0	0	0	0	0
105377739	0	0	0	0	0	0
105377740	0	0	0	0	0	0
105377741	0	0	0	0	0	0
4488	0	0	0	0	0	0
100616202	0	0	0	0	0	0
105377742	0	0	0	0	0	0
441116	0	0	0	0	0	0
107986484	0	0	0	0	0	0
1812	0	0	0	0	0	0
94081	1941	1178	2720	1991	1623	1225
3274	0	0	0	0	0	0
105377743	0	0	0	0	0	0
10814	1	0	0	0	0	0
105377744	0	0	0	0	0	0
107986485	1	2	2	0	2	0
84321	953	518	1289	930	758	557
107986486	97	52	151	108	90	67
105377745	0	0	0	0	0	0
105377746	0	0	0	0	0	0
100996385	0	0	0	0	0	0
202134	0	0	0	0	0	0
100507387	0	0	0	0	0	0
107986487	0	0	0	0	0	0
643201	1	0	5	3	5	0
375484	189	121	260	223	178	135
57179	3610	2125	5056	3525	3052	2495
285598	1518	1062	2624	1851	1637	1316
100302203	1	0	2	0	3	0
51491	1198	672	1945	1242	1400	953
192286	1319	794	1991	1413	1257	955
1212	1386	814	2297	1615	1586	1127
23197	2817	1740	4244	2883	2331	1872
22838	1531	978	2355	1703	1620	1216
112267951	7	9	17	5	19	13
54825	44	31	68	52	41	36
114787	1153	665	1923	1360	1299	931
6620	1	0	4	2	0	1
100422962	0	0	0	0	0	0
253314	0	0	0	0	0	0
26262	1559	957	2474	1730	1434	1052
102577424	0	0	0	0	0	0
90249	1	0	6	1	4	2
3101	1	1	0	0	1	0
51720	897	541	1282	780	796	649
23567	423	288	743	505	419	328
2264	123	78	193	142	102	63
64324	2324	1581	3984	2716	2075	1624
53917	463	209	587	418	420	264
27166	2786	1564	4179	2778	2615	1921
83463	1888	1075	2943	1998	1740	1320
10960	6051	3507	8820	5995	6170	4512
10636	267	184	419	264	315	244
6569	0	0	0	0	0	0
345456	0	0	0	0	0	0
2161	28	21	53	26	30	16
2870	1652	940	2576	1752	1634	1205
340037	19	1	20	23	27	13
80758	1063	559	1617	1129	1037	822
1627	6787	3943	12186	8226	7486	5455
9260	2979	1686	4884	3444	3522	2720
79930	65	29	170	125	213	170
51428	1895	1110	3091	2155	2504	1798
54540	431	278	748	515	617	488
107986488	20	8	39	21	30	33
105377750	1	0	0	0	1	1
54732	8409	4855	12645	8696	8551	6008
11285	310	184	582	343	332	226
202181	42	31	65	35	37	36
107986489	1	0	2	0	1	0
285596	0	0	0	0	0	0
105377752	0	0	0	0	0	0
107986490	0	0	0	0	0	0
107986491	0	0	0	0	0	0
105377753	0	0	0	0	0	0
728554	1050	595	1457	1020	845	635
100128340	0	0	0	0	1	2
5626	0	0	0	0	0	0
653316	0	0	0	0	0	0
107986492	0	0	0	0	0	0
105377754	0	0	0	0	0	0
23138	106	63	135	90	108	77
64777	1547	898	2238	1469	1504	1079
55651	1941	1121	3144	2105	2064	1420
64396	1	2	4	4	3	1
3182	5644	3493	9514	6614	5898	4192
85007	1234	726	1869	1218	1343	993
112267937	2	3	1	0	1	6
91522	79	38	113	95	92	70
105377757	0	0	0	0	0	0
105377756	0	0	1	0	0	0
57396	230	156	367	277	358	231
102724657	0	0	0	2	1	0
6940	640	416	807	579	536	415
729522	0	0	0	0	0	0
117608	264	186	395	240	250	194
107986493	0	0	0	2	0	1
80108	24	29	12	16	11	17
285676	88	60	126	110	89	72
2916	6	4	12	9	11	8
345462	60	45	97	63	57	43
30832	449	330	726	521	445	349
9509	1645	1046	2582	1796	1554	1184
105377759	0	0	1	0	0	0
107986494	0	0	0	0	0	0
105377761	0	0	0	0	0	0
105377762	1	3	8	7	9	8
80230	1136	617	1625	1044	1011	752
101928445	36	24	68	49	37	32
3187	6756	4179	10840	7653	6797	5114
285679	0	0	0	0	0	0
105377763	1	2	5	4	7	4
646019	17	8	19	15	18	10
821	28902	18087	43514	30883	26286	20702
9794	1565	1008	2570	1760	1618	1217
4056	2	1	4	3	4	0
11282	6915	4158	10558	7120	6933	5368
100302156	1	0	0	2	1	0
8878	16243	9303	22904	15600	16693	12457
51149	683	354	823	552	656	482
100996419	14	13	16	7	14	9
23061	4382	2717	7107	5007	5252	3675
55819	1543	883	2166	1545	1315	1019
442908	0	1	0	0	0	0
255426	5	2	2	1	4	1
5601	1171	738	1644	1036	883	737
9945	2359	1508	3219	2180	2655	1912
102725231	3	0	7	1	2	0
57472	1885	1225	2879	2030	1399	1194
92304	1	0	0	0	1	0
2324	6	5	10	9	4	3
105377765	0	0	0	0	0	0
134083	0	0	0	0	0	0
4245	4290	2475	6725	4807	4239	3103
105377766	1	1	1	0	1	1
100859930	247	155	335	276	228	144
729678	167	90	211	165	106	95
643836	458	280	651	473	535	354
79908	0	0	0	0	0	0
10917	0	0	0	0	0	0
153579	12	8	17	12	22	10
102465882	0	0	0	0	0	0
7240	0	0	0	0	0	0
100189362	0	0	0	0	0	0
100189273	0	0	0	0	0	0
791232	0	0	0	0	0	0
26693	0	0	1	0	0	0
285659	0	0	0	0	0	0
100188990	0	0	0	0	0	0
7241	0	0	0	0	0	0
100189541	0	0	0	0	0	0
100189004	0	0	0	0	0	0
100189328	0	0	0	0	0	0
100188992	0	0	0	0	0	0
7219	0	0	0	0	0	0
102577426	0	1	3	0	0	0
7236	0	0	0	0	0	0
105377769	11	14	26	14	16	13
81786	123	97	174	121	178	125
107986496	11	6	15	7	16	15
100189280	0	1	0	0	1	0
100189399	0	0	0	0	0	1
7239	0	0	1	0	1	0
790966	0	0	0	0	0	0
100049614	0	0	0	0	0	0
100616342	0	0	0	0	0	0
90933	629	379	1137	800	790	523
10399	27819	15822	38933	27093	23250	17041
619571	22	11	29	12	25	16
619570	1	2	6	7	10	5
101928649	126	79	149	110	107	72
84851	232	142	392	255	307	241
100507602	254	134	317	224	210	165
105377771	15	9	27	16	16	12
107986495	1	1	2	1	1	1
100132062	59	37	88	58	81	55
26683	1	0	0	0	0	0
107986552	0	0	0	0	0	0
441123	0	0	0	0	1	0
105374869	0	0	0	0	0	0
285766	0	0	0	0	0	0
105374870	0	0	0	0	0	0
102723922	2	1	4	0	2	1
107986553	0	0	0	0	1	0
56940	325	186	471	347	356	237
3662	1	0	2	0	1	0
105374875	0	0	1	0	0	0
55770	711	428	997	698	545	420
135458	2	1	7	9	5	3
105374873	0	0	0	0	0	0
101927691	0	0	0	0	0	0
101927353	0	0	0	0	0	0
285768	0	0	0	0	0	0
105374879	0	0	0	0	0	0
107986554	0	0	0	0	0	0
94234	0	0	0	0	0	0
106144586	0	0	0	0	0	0
112267978	0	0	0	0	0	0
105374880	2	0	1	1	1	2
2295	11	8	8	11	18	14
102466720	1	0	1	0	1	1
102723944	13	6	22	17	15	6
105374883	0	0	0	0	0	0
105374882	1	1	0	1	3	1
107986555	0	0	0	3	0	2
101927703	18	17	28	24	34	20
2296	1547	956	2640	1856	1668	1250
2762	745	441	954	695	823	593
107986514	10	8	14	7	6	3
107986513	7	5	19	7	8	9
107986512	1	0	0	0	1	2
100508120	19	10	21	14	19	10
154386	0	2	3	0	0	1
105374885	0	0	1	0	1	0
340156	120	89	230	152	141	98
56897	885	541	1452	1001	926	674
1992	214	160	277	185	172	121
100616285	0	0	0	0	0	0
221756	0	0	1	0	0	0
101927730	0	0	0	0	0	1
5272	0	1	1	0	2	1
105374887	0	0	0	0	0	0
5269	1355	720	1708	1210	1180	841
401232	5	1	4	3	5	2
105374888	1	1	1	1	0	0
4835	444	257	573	374	338	258
401233	304	171	391	265	268	223
101927759	2	0	2	1	3	1
8737	999	623	1642	1149	976	720
107986556	1	1	2	4	4	4
670	538	273	697	496	400	277
7280	1842	1076	3117	2082	1796	1242
105374889	2	1	1	1	3	1
100507194	0	0	0	0	0	0
347733	1099	626	1848	1243	1085	737
100422781	0	0	0	0	0	0
389362	459	247	703	507	554	443
63027	960	564	1437	1045	1313	1031
105374890	0	0	0	1	1	2
643327	28	12	44	28	39	23
100507336	3	2	2	1	1	0
221749	842	470	1334	857	536	456
26240	151	81	242	165	158	126
107986557	0	0	2	1	0	0
105374893	0	0	0	0	0	0
107986558	2	3	9	2	3	4
8899	1680	1177	2551	1725	1786	1443
222826	1	0	0	1	0	0
404220	346	205	461	307	270	211
10455	1405	807	1774	1294	1013	795
100507506	6	2	2	4	5	0
107986559	0	0	0	0	0	0
102724096	0	1	0	0	0	0
101927888	0	0	0	1	4	1
107986560	0	0	0	0	0	1
107986561	0	0	0	0	0	0
105374894	0	0	0	0	0	0
105374895	0	0	0	0	0	0
497048	0	0	0	1	0	0
9425	1131	692	1633	1196	1154	889
101927913	0	1	0	0	1	0
105374897	0	1	3	0	3	1
10799	216	116	299	191	210	172
100129461	56	25	87	53	56	38
57128	339	228	519	350	306	259
648791	7	5	11	12	8	3
100500900	0	0	0	0	0	0
10667	264	171	430	245	243	180
101927972	0	0	0	1	0	0
101927950	0	0	0	0	1	0
107986515	0	0	2	1	3	0
105374898	55	22	91	65	68	62
107986516	0	0	1	0	0	2
51299	220	110	348	283	250	195
2162	0	0	0	0	0	0
102466866	0	0	0	0	0	0
100847034	0	0	0	0	0	0
285780	0	0	0	0	0	0
9450	0	0	0	0	0	0
101928004	0	0	0	0	0	0
101928047	1	1	0	0	0	1
105374901	0	0	0	0	0	0
105374903	0	0	0	0	0	0
105374902	0	0	0	0	0	0
105374904	0	0	0	0	0	0
6239	643	448	1179	779	712	555
6745	5714	3570	7955	5669	4349	3499
285782	0	0	0	0	1	1
83732	767	426	977	687	605	432
102724234	0	1	3	0	0	1
101928076	0	0	0	0	0	1
1832	18	18	27	24	47	29
154007	652	404	878	652	445	402
105374906	0	0	0	0	0	0
654	350	191	426	277	217	184
105374907	0	0	0	0	0	0
100526836	6058	3658	8573	5808	3756	2990
81567	6286	3794	8996	6109	3960	3154
206426	2	1	0	0	4	3
100526837	217	134	294	212	201	143
63915	129	81	172	124	101	75
9521	199	116	247	186	196	149
100124533	0	0	5	1	2	1
105374910	0	0	0	0	0	0
105374911	0	0	0	0	0	0
105374912	0	0	0	0	0	0
51000	458	312	643	497	392	314
100506207	10	5	14	14	4	7
728655	0	0	0	0	0	0
112267952	0	0	0	0	0	0
105374913	1	0	0	0	0	0
105374914	0	1	0	0	0	0
107986562	0	0	0	0	0	0
112267894	0	0	0	0	0	0
112267856	0	0	0	0	0	0
266553	0	0	0	0	0	0
105374919	0	0	0	0	0	0
105374918	0	0	1	2	0	2
105374920	0	0	0	0	0	0
105374921	0	0	0	0	0	0
7020	1577	940	2768	1982	1345	1041
109729173	165	92	303	185	162	120
100130275	49	33	109	62	51	36
107986564	0	0	0	0	0	0
221718	1	1	0	0	0	0
106660610	0	0	0	1	0	0
100846998	0	0	0	0	0	0
101928106	2	1	1	0	1	0
101928146	8	2	7	2	5	4
2651	1082	737	1617	1127	769	651
105374924	1	0	2	4	2	3
347744	6	20	25	31	27	16
105374923	1	0	0	1	0	0
55003	694	418	1053	691	638	490
51522	2247	1277	3077	2107	1738	1327
81853	1432	827	2052	1207	1082	850
4117	33	24	58	34	34	22
9247	2	0	0	1	5	0
221711	88	52	109	76	75	70
101928191	0	0	1	0	2	2
54898	99	92	165	126	116	83
100506409	0	0	2	2	1	0
221710	463	295	638	462	426	296
405754	0	0	1	1	4	1
4739	264	156	351	260	244	199
105374925	3	0	4	3	6	2
112267953	0	0	0	0	0	0
105374927	0	0	0	0	0	0
105374928	0	0	1	0	0	0
105374929	0	0	0	0	0	0
100113407	161	109	165	145	97	63
340184	0	0	0	2	0	0
84830	75	41	102	56	75	74
107986566	11	8	10	7	12	17
107986569	0	0	1	0	1	2
107986567	0	0	0	0	0	0
102724379	0	0	0	0	0	0
107986570	0	0	0	0	0	0
101928253	0	0	0	0	0	0
3096	493	339	778	565	454	370
1906	81	51	129	72	34	30
105374931	0	0	1	0	0	0
101928309	0	0	0	0	0	0
107984015	0	0	0	0	0	0
221692	2	5	5	5	8	2
105374935	0	0	0	0	0	0
105374934	0	0	0	0	0	0
105374933	1	0	0	0	0	0
107080638	129	79	149	84	72	62
100130357	6	2	2	0	4	6
51256	149	88	171	102	87	80
105374936	0	0	0	1	0	0
54438	369	244	547	374	470	408
105374937	12	2	9	5	6	4
23408	286	185	393	263	264	200
105374938	11	9	24	14	17	14
51406	1275	787	1918	1283	1322	928
10048	1041	701	1438	1073	880	695
63933	803	488	1211	862	695	516
107986571	15	6	35	12	15	11
221687	1001	625	1406	937	975	814
105374939	0	0	0	0	0	0
9308	204	103	280	181	101	87
105374940	0	0	0	1	0	0
102216342	0	0	0	0	2	0
105374943	0	0	0	0	0	0
105374942	0	0	0	0	0	0
101928331	13	4	9	8	6	4
101928354	0	0	0	0	1	0
102724463	0	0	0	0	0	0
107986572	0	0	0	0	0	0
105374944	0	0	0	0	0	0
105374945	0	0	0	0	0	0
105374946	0	0	0	0	0	0
3720	534	377	856	590	478	370
100506681	1	2	0	0	1	1
84062	435	276	634	503	380	259
105374947	1	0	3	2	4	2
102724520	0	0	0	0	0	0
105374948	0	0	0	0	0	0
105374949	0	0	0	0	0	0
101928406	0	0	0	0	0	0
29116	19	13	13	16	15	11
100616269	0	0	0	0	0	0
107986517	0	0	0	0	0	0
2766	36	24	52	29	50	40
6310	442	280	688	470	463	356
101928433	21	14	31	25	26	24
107986573	0	0	0	0	0	0
105374951	0	0	0	1	0	0
101928463	0	0	0	0	0	0
401236	0	0	0	0	0	0
221662	612	366	853	580	360	287
10486	763	445	1111	744	533	414
101928491	0	1	4	1	0	0
102724591	0	0	2	0	1	0
51439	541	389	715	552	423	324
9972	2661	1774	4136	2836	2047	1624
105374952	121	72	215	166	130	97
63971	1752	1141	2796	1967	1720	1262
105374953	2	0	0	1	1	0
378884	40	29	56	39	26	28
7172	285	203	361	275	226	199
221656	682	463	974	692	509	393
7913	5982	3751	7934	5591	4118	3350
255488	2	0	5	2	3	2
105374955	0	0	0	0	0	0
105374956	0	0	0	0	0	0
693125	0	0	0	0	0	0
105374957	0	0	0	0	0	0
100189287	0	0	0	0	0	0
105374958	0	0	0	0	0	0
101928519	0	0	0	0	0	0
107986574	0	0	0	0	0	0
105374961	0	0	0	0	0	0
107986575	3	2	2	0	2	0
105374960	0	0	0	0	0	0
105374959	1	0	1	0	0	0
100506885	4	5	10	9	3	1
105374963	1	0	0	0	0	0
3400	905	578	1314	916	801	643
105374965	0	0	1	0	0	0
154141	117	84	253	160	134	92
101928573	0	0	0	1	0	0
107986576	1	0	0	0	0	0
1871	1061	656	1664	1156	993	746
54901	342	224	476	333	306	221
105374968	9	3	4	4	0	1
107986577	0	0	0	0	0	0
105374966	0	0	0	0	0	0
107986578	22	13	28	17	20	13
100874531	0	0	0	0	0	0
107986579	0	0	1	1	0	0
6659	1966	1245	3281	2458	1989	1544
401237	27	16	27	24	21	13
105374970	0	0	0	0	0	0
729177	0	0	1	0	0	0
5617	0	0	0	0	0	0
105374971	1	0	0	0	0	0
154150	0	0	0	0	0	0
105374972	0	0	1	0	0	0
105374973	0	0	0	0	0	1
102724736	0	0	0	0	0	0
105374974	0	0	0	0	0	0
102724749	0	0	0	0	1	0
105374976	0	0	1	0	0	0
105374975	0	0	0	0	0	0
140767	0	0	0	0	0	0
51473	0	0	0	2	0	0
353219	0	0	0	0	0	0
57380	477	284	621	414	349	294
2822	91	51	101	77	57	53
7915	44	35	75	38	31	12
9856	35	39	72	39	29	28
51567	829	462	1060	764	655	534
55856	812	460	1031	722	597	466
81688	4589	2744	6152	4279	3752	3108
105374978	0	0	0	0	0	0
51053	559	326	837	568	494	392
101928603	0	0	0	0	1	0
9750	0	3	2	1	2	1
105374981	0	0	0	0	0	0
102724765	0	0	0	0	0	0
8418	27	15	18	9	27	11
101928663	0	0	0	0	0	0
105375106	0	2	4	6	5	2
55604	752	498	1124	767	772	594
10590	0	0	0	0	0	0
6568	0	0	0	0	0	0
221613	0	0	0	0	0	0
255626	0	0	0	0	0	0
387319	0	0	0	0	0	0
10050	0	0	0	0	0	0
10786	0	0	0	0	0	0
10246	0	0	0	0	0	0
10475	5	3	10	5	2	2
3024	1	0	1	1	1	0
8350	1	0	5	4	3	0
8359	0	0	2	2	1	1
8366	1	0	1	1	2	0
8358	4	1	4	6	4	1
8335	1	1	1	0	2	1
3018	4	0	4	2	2	0
8352	7	6	13	6	4	4
3006	118	66	213	135	150	117
108783645	8	9	16	13	6	7
3077	210	142	300	194	148	103
8364	10	8	13	11	8	2
3010	0	0	0	0	0	1
8347	12	3	22	6	17	14
8334	91	67	144	86	120	105
3008	2	4	3	7	3	3
3017	119	70	180	128	135	101
8344	2	3	6	3	5	3
8360	0	0	1	1	1	1
8351	10	8	24	12	17	15
3013	5	1	5	2	7	4
8343	3	2	5	5	5	0
8367	3	4	8	11	7	3
8339	13	10	15	12	11	7
