GeneID	perturbed	perturbed	perturbed	control	control
101929577	2	0	0	5	3
100874366	0	1	1	0	0
105377603	1	0	0	0	0
340073	0	0	0	0	0
102723526	0	0	0	0	0
106144599	2	2	1	1	2
729558	0	0	0	1	0
100506564	4	1	1	3	2
574538	59	39	66	62	82
101929199	0	2	3	2	1
100506462	11	25	15	7	13
163050	595	540	540	688	644
101929353	1	0	1	2	3
101929109	0	0	0	0	0
90342	27	32	36	58	35
100507388	0	0	0	0	0
391121	0	0	0	0	0
105379006	5	1	4	2	8
285626	6	10	10	3	3
105377683	6	10	10	3	3
101926904	2	2	2	2	5
100506406	0	0	0	0	0
641700	488	471	293	403	298
285692	0	0	1	0	1
105374647	0	0	0	0	0
105374698	0	0	0	0	0
105379100	0	0	0	0	0
124901076	0	0	6	1	1
102467074	1	1	0	0	0
100287478	0	0	0	0	0
157381	0	0	0	0	0
102724700	0	0	0	0	0
101929215	8	4	6	7	17
105374624	0	0	0	0	0
100506907	1	1	4	0	2
105379054	1	2	13	32	41
105374104	101	123	137	68	117
222537	325	351	378	349	372
102725105	0	0	0	0	0
5820	1560	1611	1278	1484	1347
148003	2	0	0	0	0
105376603	2	0	1	1	0
440117	0	0	0	0	0
105374565	0	0	0	0	0
100874374	0	0	0	0	0
100288866	5	1	5	2	2
28561	0	0	0	0	0
10016	6505	6108	5261	5097	5005
100859921	0	1	0	0	0
284865	1	1	5	1	0
653125	2	1	2	12	9
57733	4	1	2	3	3
283847	4	0	4	0	2
6981	2	8	4	3	6
107987420	0	0	0	0	0
25907	898	773	737	508	680
85003	0	1	0	0	0
101928174	0	0	1	1	2
105374085	21	17	18	11	22
641364	5	1	23	24	54
28894	0	0	0	0	0
124902629	0	1	0	0	0
105377602	0	0	0	2	0
255167	66	87	98	120	159
101929064	0	0	0	0	0
374887	203	168	204	188	162
255187	1	0	3	0	0
101929340	12	4	2	15	17
101927237	5	1	0	6	4
124900833	0	0	0	0	0
105374516	0	0	0	0	0
100873948	0	0	0	0	0
110231149	20	15	6	3	0
253962	5	8	13	2	6
100506142	19	5	16	22	52
56139	718	704	1145	1371	1367
401134	0	1	0	0	0
101928600	0	0	0	0	0
100874364	0	0	0	0	0
107986412	23	18	26	18	35
102546226	0	0	0	0	0
100873940	0	0	0	0	1
105377448	0	0	0	0	0
440119	14	15	7	4	4
100874204	0	0	0	0	0
105377769	2	6	3	1	1
100874275	0	0	0	0	0
101927495	0	1	2	2	13
101927359	5	4	15	49	25
124901067	1	2	1	1	0
101929472	0	0	0	0	0
107986319	0	0	0	0	0
10744	0	0	1	0	1
105377556	0	0	0	0	0
101928223	61	65	38	22	28
100128059	0	0	0	0	0
105379191	0	2	9	8	5
105371824	3	0	4	3	0
101926926	0	1	1	2	10
100507096	0	0	0	0	0
152578	78	87	47	44	42
107986281	78	87	47	44	42
283140	43	36	35	33	28
57604	72	56	50	13	43
255403	605	542	1016	1471	1442
389203	3033	2880	2024	2237	2527
105377623	37	55	38	34	60
153163	3	9	10	5	8
102546227	0	1	1	0	2
100506035	21	19	7	14	17
643401	1655	1656	3884	5972	7526
105377671	0	0	0	0	0
102467214	0	0	0	0	0
2994	0	0	0	0	0
101927124	16	7	15	24	42
100507043	3857	3706	5502	5047	6185
391714	0	0	0	0	0
107986453	0	0	1	0	1
100996694	6	1	7	0	0
124900792	1	0	0	0	0
101929034	0	0	1	0	0
57481	0	0	10	7	24
100505811	0	0	0	0	0
101927808	5	1	1	3	4
728040	1	2	2	1	0
105378966	1	1	0	0	0
100874363	0	0	0	0	0
339978	0	0	0	0	0
400916	3981	3769	3064	1881	2652
152756	97	65	127	128	167
401172	0	2	0	0	0
101929227	0	2	0	0	1
1018	512	480	673	553	609
105369364	36	34	174	148	212
27239	312	311	231	168	185
101928203	0	0	0	0	0
105374631	1	0	3	9	9
101928978	5	12	32	41	38
101927780	2	0	4	0	0
102546229	20	16	19	30	11
90423	354	290	306	298	367
2738	575	525	553	542	534
101929176	501	549	1130	777	779
101927659	0	0	0	0	0
100506791	3	1	10	3	4
106144578	0	0	0	0	0
100506272	0	0	0	1	0
339874	29	19	31	46	45
101928595	159	160	57	21	34
102723920	0	0	0	0	0
100133461	0	0	0	0	0
101929071	17	10	9	7	2
111082989	5	3	15	14	10
105377617	0	0	0	0	0
101929261	1	1	2	6	3
345051	7	6	2	4	6
285708	188	166	157	128	148
654780	0	0	0	0	0
28700	0	0	0	0	0
105377267	0	0	0	0	0
101928478	15	26	9	2	14
102467075	0	0	0	0	0
110117498	0	0	0	0	0
6414	97	97	117	134	167
101928971	0	0	0	0	0
400043	11	4	5	2	5
100287441	0	0	0	0	0
105369187	0	0	2	0	0
101928877	1	0	1	0	0
101927007	0	0	0	0	2
105374428	1	4	4	1	0
112488740	0	0	2	0	0
100505806	470	469	558	402	517
58510	0	0	0	0	0
728723	205	187	177	245	248
101929123	0	0	0	0	0
644145	1	8	0	4	2
401177	1	0	0	0	0
100287364	0	0	0	0	0
100144602	14	1	2	5	2
105374438	2	1	6	2	5
121952	0	0	0	3	2
105616916	0	0	0	0	0
104326058	0	0	0	0	0
100508120	135	111	136	87	161
102724776	0	0	4	5	3
101928532	0	0	0	0	0
100873939	0	0	0	0	0
106478968	2	0	0	0	0
101928622	0	0	0	0	0
100861468	0	0	0	0	0
100506107	0	0	0	0	0
107986407	0	0	0	0	0
100505616	128	116	122	158	163
105370401	0	1	1	2	1
100874259	2	0	0	0	0
100499177	1880	1657	1879	3740	3696
102467213	191	171	183	143	192
28878	0	0	0	0	0
105377652	0	0	0	0	0
340074	0	0	0	0	0
101928942	0	0	0	0	0
102723557	2	3	6	4	6
101927023	0	5	0	0	0
101928734	0	0	0	0	1
101929709	279	237	297	462	489
100507377	29	14	13	6	9
100128494	2	2	4	2	10
100874365	0	0	0	0	0
102723899	0	0	0	0	0
285441	2	1	3	0	7
101927934	1	4	2	4	9
101410542	4	1	3	0	0
101929529	1	1	1	2	3
103752589	6	6	10	13	8
105378238	0	0	0	0	0
619351	0	0	0	0	0
641339	194	137	213	376	346
91948	2	6	13	16	23
101929019	0	1	0	0	0
101927845	0	0	0	0	0
100874276	0	0	0	0	0
103689917	1	0	2	4	4
729305	7	6	19	33	13
731424	0	1	1	1	0
101927253	0	0	0	0	0
25850	275	228	301	429	462
100505685	1	0	0	0	0
124900964	0	0	0	0	0
442247	1	0	3	2	3
100874023	0	0	0	1	0
105377247	0	0	0	0	0
644974	6	7	13	6	10
101929710	0	5	1	3	1
118425	0	0	0	0	0
85358	937	867	982	679	948
101928865	23	27	19	47	46
104355294	0	0	0	0	0
124900842	0	0	0	0	0
101927363	0	0	0	0	0
105377573	0	0	1	0	0
100506827	0	0	0	0	0
152641	85	76	45	62	51
100506258	57	40	41	25	64
109729133	20	15	16	9	16
162972	709	720	979	1472	1370
101929338	0	0	0	1	1
100874047	0	0	2	2	3
140947	0	0	0	0	0
100506305	6	10	7	4	4
441025	0	0	0	0	0
104355285	0	0	0	1	0
105377559	0	2	0	0	0
100507487	40	46	73	45	88
105374716	0	0	0	0	0
102524628	46	28	49	94	52
2297	70	77	125	119	25
100507091	0	2	0	0	0
101928656	3	1	0	1	1
105374729	0	0	0	0	0
100131366	97	74	38	31	51
101927379	0	0	0	0	0
101927059	0	0	0	0	0
28893	0	0	0	0	0
378938	8	7	29	64	55
100287592	0	0	0	1	0
105379109	0	0	0	0	0
100506526	0	0	0	0	0
101927565	0	0	1	1	0
28566	0	0	0	0	0
105374366	63	44	37	38	22
105379030	0	0	0	0	0
101927636	126	104	38	32	27
100507437	173	177	131	217	150
26530	0	0	0	0	1
105377610	0	0	0	0	0
101410545	0	0	0	0	0
105374676	0	0	1	0	1
105377443	0	0	0	0	0
101927109	0	0	0	0	0
105374344	0	3	1	0	4
5542	0	0	0	0	0
56137	287	269	374	512	367
101927305	0	0	0	0	0
390667	0	2	2	0	3
101927487	0	0	0	0	0
729330	56	31	20	23	22
100507403	0	1	0	0	0
28880	0	0	0	0	0
105379224	0	1	0	3	1
28380	0	0	0	0	0
28416	0	0	0	0	0
100505659	1	3	0	0	6
105375822	0	0	0	0	0
102467222	0	0	0	0	0
431704	0	0	0	0	0
28372	0	0	0	0	0
28798	0	0	0	0	0
26025	8	13	13	5	45
101927798	0	0	0	0	0
106479020	1	0	4	9	8
28359	0	0	0	0	0
101926956	0	0	0	0	0
100874323	0	0	0	0	0
28600	0	0	0	0	0
28897	0	0	0	0	0
124902033	0	0	0	0	0
286114	0	0	0	0	0
28413	0	0	0	0	0
101927963	42	36	65	46	74
105375924	0	0	0	1	0
157627	599	546	2064	1284	2190
28763	0	0	0	0	0
28431	0	0	0	0	0
28422	0	0	0	0	0
28406	0	0	0	0	0
100127983	437	391	200	223	206
112441434	187	177	122	228	161
100507435	1	0	0	0	0
28463	0	0	0	0	0
168455	2228	1996	1383	976	1139
28928	0	0	0	0	0
286135	0	0	0	0	0
101929528	0	2	0	0	0
28591	0	0	0	0	0
3206	0	0	0	0	0
101928093	3	0	0	0	0
285627	0	0	1	0	0
100507651	0	0	0	1	0
100128126	2	5	3	13	9
28338	0	0	0	0	0
399474	671	610	659	853	592
56100	280	264	404	332	400
647174	12	24	34	18	22
28339	0	0	0	0	0
101927766	1	0	1	0	0
149466	721	721	844	639	753
497634	0	0	0	0	0
105377682	0	0	0	0	0
28382	0	0	0	0	0
644660	4	2	9	8	7
28374	0	0	0	0	0
619344	0	0	0	0	0
55000	11257	10362	17374	21465	26227
105379388	0	0	0	0	1
28430	0	0	0	0	0
28899	0	0	0	0	0
28348	0	0	0	0	0
388610	3204	2947	3120	2656	2615
100507464	0	0	0	0	0
28364	0	0	0	0	0
28354	0	0	0	0	0
105379391	0	0	0	0	0
105379194	41	33	19	10	8
101410536	0	1	0	0	0
105375759	0	0	0	0	0
28594	0	0	0	0	0
28351	0	0	0	0	0
100507420	14	8	7	2	2
285629	0	0	0	0	0
105377736	4	8	3	4	1
552853	0	0	2	2	0
105375706	0	0	0	0	0
105375707	0	0	0	0	0
28929	0	0	0	0	0
100750225	71	61	78	48	50
105375751	71	61	78	48	50
28433	0	0	0	0	0
28441	0	0	0	0	0
28806	0	0	0	0	0
28812	0	0	0	0	0
101929217	0	0	0	0	0
100507341	1	0	0	0	0
28376	0	0	0	0	0
28347	0	0	0	0	0
101927908	0	0	0	0	0
105375747	0	0	0	0	0
100505739	0	0	0	0	0
28373	0	0	0	0	0
56110	16	15	25	29	49
28918	0	0	0	0	0
101929450	0	0	0	0	0
28371	0	0	0	0	0
28939	0	0	0	0	0
124901880	0	0	0	0	0
342538	0	0	0	0	1
105375744	1	0	0	0	1
93668	0	2	0	0	0
107075116	6	5	19	10	3
105375750	0	1	0	0	1
28599	0	1	0	0	0
56108	9	6	3	4	39
28421	0	0	0	0	0
152138	0	0	0	0	0
101929341	0	0	0	0	0
102724623	46	27	6	1	4
100506237	0	0	0	0	0
105375781	1	2	1	0	0
28936	0	0	0	0	0
28438	0	0	0	0	0
105377716	5	2	6	3	6
28917	0	0	0	0	0
101927822	0	0	0	0	0
731779	2	1	2	1	2
347051	5	7	2	14	13
105375847	0	0	1	0	0
124902013	0	0	0	0	0
101929268	0	0	0	0	0
286177	0	0	0	0	0
106144529	3	6	1	1	5
143244	164	171	139	127	125
107986898	13	11	5	7	8
102724710	0	0	0	0	0
28341	0	0	0	0	0
28758	0	0	0	0	0
101929191	5	9	4	6	24
101929315	0	0	0	0	0
105375680	0	0	0	0	0
101928033	0	1	0	0	0
346702	7	3	3	7	16
100505718	6	2	0	0	1
100192378	0	2	0	0	0
101930275	1	1	2	0	1
28356	0	0	0	0	0
105375679	0	0	0	0	0
105375638	0	0	0	0	0
101928136	588	527	724	661	508
3498	0	0	0	0	0
104266957	13	5	7	10	17
105375623	0	0	0	0	0
28462	0	0	0	0	0
101926977	32	13	9	7	12
28470	0	0	0	0	0
440138	548	557	870	1030	1175
28362	0	0	0	0	0
100507316	279	304	213	162	261
552889	10752	9806	10473	8782	10496
101926908	1	0	0	0	0
5591	48412	43672	76265	78925	95704
56109	51	41	60	34	82
28925	0	0	0	0	0
100874051	0	0	0	0	3
286184	0	0	2	0	0
105377730	7	6	0	1	1
100506365	1267	1100	777	1481	1421
105375671	0	0	0	0	0
100288181	4	8	5	1	0
28417	0	0	0	0	0
28360	0	0	0	0	0
28765	0	0	0	0	0
28418	0	0	0	0	0
28453	0	0	0	0	0
101928058	10	5	8	5	22
28887	0	0	0	0	0
9708	34	30	58	33	42
100616530	32	38	37	21	33
28355	0	0	0	0	0
105375814	0	0	0	0	0
28800	0	0	0	0	0
102467655	0	0	0	0	0
9724	0	0	0	0	0
101937451	1	5	0	1	0
112543493	0	0	0	0	0
28824	0	0	0	3	0
440695	51	68	21	3	3
100507156	3	1	13	1	6
124901990	0	0	0	0	0
124901944	0	0	7	1	0
56106	864	824	192	124	132
105375645	15	4	11	3	4
105375844	0	0	1	0	0
28909	0	0	0	0	0
28344	0	0	0	0	0
157376	0	0	3	0	1
101929488	0	0	0	0	0
56105	202	212	208	164	212
101927459	0	0	0	0	2
28446	0	0	0	0	0
105379340	0	0	0	0	0
102724612	0	0	0	0	0
28366	0	0	0	0	0
103352670	2	0	0	0	0
56103	59	48	135	82	124
28762	0	0	0	0	0
28415	0	0	0	0	0
28363	0	0	0	0	0
124900254	73	75	49	37	53
8641	323	313	391	266	308
285593	17	11	10	14	12
28443	0	0	0	0	0
137075	309	333	329	300	266
107986480	0	2	1	2	1
101926892	5	10	13	0	11
105375726	1	0	6	1	8
105376541	6	0	9	5	5
100856811	0	0	1	0	0
101927862	100	84	72	29	47
101927752	752	818	601	519	532
105375903	0	2	0	1	0
28346	0	0	0	0	0
28920	0	0	0	0	0
102723885	0	2	0	1	3
339324	1818	1703	2125	3951	3631
124902045	1	1	0	1	0
619434	0	1	0	0	0
28879	0	0	0	0	0
3499	0	0	0	2	0
105375787	0	0	0	0	0
3540	0	0	0	0	0
3541	0	0	0	0	0
28342	0	0	0	0	0
28469	0	0	0	0	0
100874286	0	0	0	0	0
28340	0	0	0	0	0
28353	0	0	0	0	0
105375851	0	0	0	0	0
28411	0	0	0	0	0
100507071	33	22	59	28	83
28757	0	0	0	0	0
28805	0	0	0	0	0
286186	0	0	0	0	0
286094	0	0	0	0	0
4067	3325	2846	3145	3719	3499
54984	3774	3482	2835	2965	3105
28922	0	0	0	0	0
107986980	4	2	0	0	0
401463	0	0	0	0	0
100128750	61	36	34	23	13
105379379	1	2	0	0	1
111082988	0	0	0	0	0
56099	392	373	734	556	701
105375929	0	0	0	0	0
927	6	7	0	0	1
102557615	0	0	0	0	0
124901122	0	0	0	0	0
286178	0	0	0	0	0
28926	0	0	0	0	0
28759	0	0	0	0	0
103164619	0	0	1	3	1
28343	0	0	0	0	0
28471	0	0	0	0	0
28767	0	0	0	0	0
28407	0	0	0	0	0
28369	0	0	0	0	0
728888	48	46	98	99	97
105375732	0	0	0	0	0
101928154	0	1	0	0	0
28888	0	0	0	0	0
56104	69	67	76	65	72
101927039	1	11	3	5	6
101927115	7	3	6	8	12
28427	0	0	0	0	0
645879	1	2	1	1	0
105375624	23	22	17	14	9
105377586	3	5	6	15	2
105379230	0	0	0	0	0
105379301	0	0	0	0	0
56112	51	42	40	23	31
101929415	0	0	0	4	0
3527	0	0	0	0	0
101927003	18	12	15	18	13
101927513	0	0	0	0	0
28440	0	0	0	0	0
105377728	0	0	0	0	0
101926978	0	0	0	0	0
101927815	63	103	31	19	16
28383	0	0	0	0	0
28361	0	0	0	0	0
102546298	7	0	0	0	4
101929172	0	0	0	0	0
107986951	0	0	4	0	0
104326051	21	16	23	31	27
124901882	8	1	1	2	3
441355	30	16	5	6	7
28764	0	0	0	0	0
105375843	0	0	0	0	0
101929719	3	8	4	2	2
100133311	0	0	0	0	0
100130155	14	15	25	19	34
78998	99	138	101	137	136
101927141	0	0	0	0	0
28393	0	0	0	0	0
441381	0	0	0	0	0
100049587	2	2	0	0	0
101928812	61	48	26	9	28
101928132	8	1	1	0	0
59351	0	0	0	0	1
124902623	0	0	0	0	0
100130268	2	2	0	1	0
100874014	0	0	0	0	0
390197	0	1	0	0	0
100133315	152	129	172	180	256
91056	1346	1328	1795	1349	1590
105376114	66	59	51	70	45
100506082	20	20	22	6	14
105376554	1	0	0	0	0
105376609	6	2	2	10	4
29082	2153	2114	1640	1574	1403
101928440	1	1	0	0	0
124902665	0	0	0	0	0
105376633	0	0	0	0	0
100507384	0	2	0	0	0
89858	0	0	0	0	0
90024	246	211	154	108	193
132430	227	165	326	715	460
100874013	0	0	0	0	0
4975	0	0	0	6	4
103695435	165	141	91	62	47
101928536	0	0	0	0	0
105376635	0	0	0	0	0
105369473	0	0	0	0	0
100506675	0	0	0	0	0
54551	794	718	649	646	707
101929517	3	0	1	0	1
105376594	0	0	0	0	0
283106	16	12	9	10	11
101929427	1	3	1	0	2
728975	45	48	98	121	157
399876	0	0	0	0	0
387715	0	1	0	0	2
3630	0	0	0	0	0
221122	0	0	0	0	0
388015	0	5	0	1	0
81169	0	0	0	0	0
105376570	0	0	0	0	0
105376557	4	7	16	10	13
8790	308	312	276	465	489
109729147	1	2	4	11	4
100507392	23	24	14	6	5
100423062	0	0	0	0	0
101927702	10	6	9	8	12
92312	6284	5813	7604	5895	6791
390264	3	2	0	0	3
105376654	0	0	0	0	0
105379292	0	0	0	0	0
1937	148646	138959	98119	85701	96336
105375861	0	0	0	0	0
105375798	10	13	9	18	13
340357	0	0	0	0	0
692247	10	12	27	22	32
105369541	0	0	0	0	0
5003	3	8	9	3	1
390167	1	0	0	0	0
100287896	222	191	168	212	215
101929269	2	0	2	2	1
102724301	70	71	51	22	40
84769	3548	3258	3207	3082	3245
493900	92	86	109	94	158
105376671	4	6	12	3	12
105369528	0	0	1	0	0
101927503	0	1	6	2	2
103695364	4	10	3	8	0
100874333	30	28	21	20	21
729991	767	744	601	666	673
619383	3	11	15	10	16
100158262	3	11	15	10	16
105376561	0	0	0	0	0
101410541	18489	17049	17296	13344	16064
105376569	22	17	17	23	17
283299	10	12	21	78	22
100874251	0	3	0	0	0
101928823	11	3	0	3	0
10072	9333	8737	7635	7103	7449
3846	0	1	0	0	0
55845	11402	10718	8843	7478	8053
100128233	0	0	0	0	0
107984324	0	0	0	0	0
101928919	0	0	1	0	3
642623	0	0	0	0	0
390168	0	0	0	0	0
100129129	31	25	19	14	23
100874012	0	0	0	0	0
112268389	193	148	75	60	55
84992	0	0	0	0	0
100873989	6	2	11	7	7
101928896	0	0	0	1	0
101929473	3	1	0	4	2
101928837	52	47	42	37	49
57132	3518	3494	4013	4072	4158
105376606	2	4	0	0	1
101927828	3	3	3	3	5
105376620	3	0	1	2	3
124902718	850	764	713	434	578
493861	56	65	30	40	30
100287520	15	4	5	6	10
255512	50	65	39	30	34
109703458	2	5	2	4	7
124902809	0	0	0	0	0
102723644	0	0	0	0	1
103312105	0	0	0	0	0
112577518	0	0	0	0	0
101928944	0	0	0	0	0
100130274	0	0	0	0	0
105369423	0	0	0	0	0
388112	1557	1371	740	750	602
105375888	0	0	1	0	4
219487	0	0	0	0	0
105369362	1	10	6	4	11
283194	18	19	30	20	43
105369525	0	0	2	1	0
399959	36	37	31	17	35
100131608	0	0	0	0	0
100133251	0	0	0	0	0
646522	0	0	2	0	0
399886	2	0	1	1	1
105376662	0	0	0	0	0
100526771	0	0	0	0	0
171391	119	112	163	124	179
219865	0	0	0	0	0
23741	9081	8768	9971	11587	13166
255725	0	0	0	0	0
101928894	1	4	2	1	0
124902694	80	69	44	42	49
102723378	0	0	0	0	0
105369391	32	22	7	5	12
102723330	0	0	0	0	0
101928424	17	22	10	8	7
105369584	0	0	0	0	0
79400	1	0	0	1	0
105376588	0	0	0	0	0
100500938	0	3	0	0	0
107984359	3	14	2	3	3
101927708	36	58	66	49	67
259289	0	0	1	2	2
259291	0	0	1	2	2
107984322	0	0	2	0	0
105369413	3	2	2	2	7
105376640	0	0	0	0	0
107987155	0	0	0	0	0
8843	0	0	0	0	0
255480	7	11	3	2	3
56145	71	66	106	131	187
105376562	1	0	0	0	1
103581031	0	0	0	0	0
55096	42	39	71	86	83
387815	0	1	0	0	0
100132078	0	0	0	0	0
101927120	0	0	0	0	0
101929089	2	3	2	4	0
105374419	20	12	18	21	39
102724064	140	150	127	134	182
101929549	53	43	15	40	16
101928008	0	0	0	0	0
102723838	0	0	0	0	0
387810	0	0	1	0	3
105375743	7	3	7	1	4
101409254	0	0	0	0	0
59082	2	0	0	0	0
105369454	0	0	0	0	0
100506113	0	3	3	3	0
105369589	0	0	0	0	0
101928069	82	93	81	56	74
100507144	4	12	2	5	7
728734	1	0	3	0	0
81488	842	860	991	1195	1340
403312	4	2	3	0	0
105369373	0	0	0	2	2
283177	66	55	61	16	37
100507521	0	0	0	0	0
286103	8	8	25	42	60
91893	234	192	235	307	262
103091865	12	8	25	15	15
28693	0	0	0	0	0
254559	73	70	36	24	13
26534	0	0	0	0	0
401258	3	13	2	2	4
101927531	7	10	15	21	20
731157	5	8	3	7	4
101928317	0	0	0	1	0
84983	0	2	0	0	1
100873980	0	0	0	0	0
9865	736	755	568	415	389
400046	13	4	4	22	15
124538	0	0	0	0	0
23642	12575	11639	14213	18574	20112
100885789	0	0	0	0	0
100130776	0	0	0	0	0
102723544	0	0	0	0	0
105369723	21	25	12	9	26
105369725	21	25	12	9	26
101927922	0	0	0	0	0
105379407	1	1	0	0	0
196475	1829	1695	1743	1774	2133
79549	2	0	0	0	0
105370016	0	0	0	0	0
497189	0	0	0	0	0
259295	57	51	23	37	47
104169670	0	0	0	0	0
100129053	0	0	3	1	0
100506649	433	438	374	337	385
100874249	3	6	4	3	6
283487	41	58	66	33	61
101928416	1	0	0	0	0
103752584	56	69	54	31	72
105369438	4	2	2	2	5
105369329	13	5	3	11	10
101927901	0	1	5	9	9
1548	35	26	25	5	19
102724265	0	2	15	2	0
105370060	0	0	0	0	0
107984450	6	0	3	3	3
105369595	0	0	0	0	0
101927637	0	0	0	0	0
100874234	0	0	0	0	0
101060038	0	0	3	2	1
493913	0	0	0	0	0
1519	259	203	115	121	110
84334	2166	1966	1698	1454	1472
10597	355	364	239	223	247
161582	165	187	184	273	226
84996	39	44	48	45	64
9668	531	471	471	673	624
112268105	161	188	140	138	132
101929584	5	1	5	1	1
101928471	0	0	0	0	1
102606463	31	58	29	15	30
100507203	0	0	0	3	1
105375015	0	0	0	0	0
102724433	0	0	0	0	0
259293	0	0	0	4	2
100862680	0	0	0	0	0
101928940	0	0	0	0	2
7556	584	620	713	1161	1040
90649	1372	1159	1237	1791	1702
101929027	134	140	87	84	82
85027	5224	4487	1377	752	825
105369810	0	0	0	0	0
3145	6314	5987	5336	4440	5006
100874235	68	61	70	28	51
105370061	0	0	0	0	0
100506393	0	0	0	0	0
113523642	45	48	82	44	45
7768	523	490	590	750	801
105369507	0	0	0	0	0
101928441	4	3	1	0	6
101927616	0	0	0	0	0
124902888	0	4	0	0	2
51802	0	0	0	0	0
102723895	31	22	37	74	74
259290	10	3	5	4	10
105369728	10	4	2	4	0
373863	0	0	0	0	0
27164	1679	1492	1687	1452	1712
28675	0	0	0	0	0
101928200	11	8	14	12	10
11232	1462	1292	1330	1728	2158
100129361	2533	2294	1883	2359	2042
100506691	355	321	208	171	190
100996679	0	0	1	0	0
28692	0	0	0	0	0
101928138	0	0	0	0	0
79290	14	7	9	5	7
100996246	150	133	71	83	86
101929384	11	5	6	1	4
28516	0	0	0	0	0
400087	0	0	0	0	0
100009676	283	189	151	172	136
649159	0	0	0	0	0
105370070	0	0	0	0	0
101927694	0	6	0	0	0
387837	0	0	0	0	0
100288695	0	0	0	0	0
59348	359	351	349	609	500
105369443	0	0	0	0	0
105369332	2	1	7	6	8
101927735	1	0	0	1	0
5222	30	37	46	23	35
100996671	3	0	0	0	0
101928943	6	0	0	0	4
105370014	0	0	0	0	0
101928290	16	24	29	38	30
246744	0	0	0	0	0
56242	863	840	1430	2685	2344
100431172	0	0	0	0	0
100130111	61	83	79	45	43
102724020	0	0	0	0	0
388327	181	146	164	127	182
84290	2	7	0	4	1
105369609	5	3	10	8	9
160728	11	15	9	20	11
105370024	0	3	0	0	0
101928162	0	0	0	0	1
105369340	38	32	39	36	42
105369593	13	7	0	0	1
96626	0	0	0	0	0
100129128	6	5	5	4	2
124902683	117	93	34	36	28
350383	2	0	6	2	3
3240	0	2	0	0	0
100287837	0	4	2	1	0
105370424	14	4	6	10	6
643037	0	0	0	0	0
102724421	0	0	1	0	2
105369635	54	41	56	43	30
57189	3417	3114	4968	5045	5654
26065	10797	9857	7118	16348	17799
283948	85	85	53	67	61
105369739	0	0	1	0	0
440153	0	0	0	0	0
574028	3	1	0	0	0
5726	0	1	0	0	0
105369738	0	0	0	0	0
100128191	856	751	604	520	522
100506606	13	13	8	34	26
102724890	4	2	2	0	1
283459	2843	2705	2680	2738	2917
105369848	0	2	3	0	0
256021	10	13	7	30	24
101927653	0	1	0	0	0
100506551	0	6	13	5	15
105369911	4	7	2	2	1
101926933	54	45	89	99	125
100381270	19	22	61	66	81
8972	13	5	15	8	20
283335	199	228	268	188	306
2342	1539	1535	1139	1157	947
100529261	1539	1535	1139	1157	947
105369748	18	21	34	25	42
729747	203	151	169	189	221
102724663	1	1	0	0	1
105369996	0	0	0	0	0
100127967	0	0	0	0	0
642426	0	0	0	0	0
101927058	0	0	0	0	0
102724934	0	0	0	0	0
105370425	0	0	0	0	0
105369850	21	15	5	13	15
105369785	0	1	0	0	0
100287944	1	1	1	2	2
100652999	0	0	0	0	1
100873924	0	0	0	0	2
101927324	0	0	1	0	0
101101773	0	0	1	0	0
101927318	9	4	2	3	5
90589	457	472	449	578	566
8693	337	311	415	657	467
105369984	4	4	4	0	1
112935960	0	0	0	1	1
101055625	2	6	3	8	11
101927081	0	0	0	0	0
379025	634	529	872	1111	1182
105370431	10	12	1	1	6
105369954	0	0	0	0	0
100506125	11	6	9	4	3
109729127	11	2	5	5	5
100506844	250	222	165	155	165
151534	30	8	9	17	3
255783	257	233	271	155	214
100505978	19	21	16	22	8
107984504	35	35	31	14	15
105369891	0	0	0	0	0
10330	5386	4813	3942	3850	3689
124903002	0	0	0	0	0
101928420	0	0	1	2	0
93432	0	0	0	3	3
105369907	0	0	0	0	0
101928449	0	0	0	0	0
105370423	0	0	0	0	0
124902964	0	0	0	0	0
101929084	0	0	0	0	0
101927292	0	0	0	0	0
101927038	0	0	0	0	0
124903074	0	0	0	0	0
101928062	381	351	242	183	214
102725045	15	6	3	1	1
101927062	3	0	0	0	0
101929110	1	5	0	0	1
101929058	0	0	0	0	0
124903027	1	3	0	1	3
105369900	0	0	0	0	0
105369758	6	7	6	15	16
1523	4722	4542	5994	5385	6256
100134934	711	677	669	526	599
255411	0	0	0	0	1
107984685	0	0	0	0	0
124902988	0	0	0	1	1
102724917	0	0	0	0	0
101928937	0	0	0	0	0
105369779	375	395	364	370	441
100286844	19	41	54	40	40
130075	0	0	0	3	0
105370414	0	0	0	0	0
102723619	17	17	14	10	8
105369897	0	0	0	0	3
643246	12	13	27	21	33
101928137	0	0	1	0	0
283332	0	2	0	0	0
101929162	15	4	21	28	29
102724050	8	2	1	1	1
105369730	1	0	0	0	0
283432	2	0	0	0	0
105369893	0	0	0	0	0
105369860	0	0	0	0	0
136541	0	0	0	0	0
23601	1	1	0	1	1
100506869	0	0	0	1	0
105369980	6	1	14	6	8
101928731	1	3	0	0	0
283404	0	0	5	0	2
91612	3309	3234	2472	2646	2437
105369920	0	0	0	0	0
100506603	9	7	5	10	20
107984548	0	0	0	0	0
124944	506	513	351	288	340
283440	5	0	2	0	2
105369740	0	0	0	0	0
101927267	2	3	3	4	3
105369921	4	2	6	8	7
51750	2963	2885	3093	2551	2818
