GeneID	perturbed	control	control
54732	3015	2585	2390
11285	334	208	229
202181	57	75	73
107986489	1	0	2
285596	3	5	10
105377752	0	0	0
107986490	0	0	0
107986491	0	0	0
105377753	0	0	0
728554	705	563	566
100128340	5	1	1
5626	0	0	0
653316	8	2	5
107986492	0	0	0
105377754	0	0	0
23138	159	187	187
64777	1145	1022	946
55651	1487	1349	1305
64396	0	0	0
3182	6253	5420	5284
85007	1563	1485	1460
112267937	0	0	1
91522	0	0	0
105377757	0	0	0
105377756	0	0	0
57396	239	228	205
102724657	4	0	0
6940	432	423	457
729522	2	7	1
117608	242	213	215
107986493	0	1	0
80108	8	20	11
285676	9	4	6
2916	0	0	1
345462	75	79	69
30832	406	428	472
9509	0	0	0
105377759	0	0	0
107986494	0	0	0
105377761	0	0	0
105377762	2	2	7
80230	832	698	794
101928445	75	77	64
3187	11551	9890	9953
285679	1	6	6
105377763	23	9	12
646019	5	2	3
821	19616	19078	18559
9794	1171	1129	1093
4056	6	4	22
11282	4872	4031	4037
100302156	3	2	2
8878	12886	11848	11509
51149	527	488	459
100996419	33	43	46
23061	2351	2146	2032
55819	887	799	781
442908	0	0	0
255426	27	32	42
5601	1715	1642	1647
9945	2316	2288	2217
102725231	68	77	70
57472	1576	1377	1464
92304	0	0	0
2324	313	324	281
105377765	0	0	0
134083	0	0	0
4245	1962	1692	1722
105377766	7	9	4
100859930	334	280	350
729678	214	204	207
643836	563	639	614
79908	0	0	2
10917	0	0	0
153579	251	177	185
102465882	0	0	0
7240	0	0	0
100189362	1	0	0
100189273	1	0	0
791232	0	0	0
26693	0	0	0
285659	0	0	0
100188990	0	0	0
7241	0	0	0
100189541	0	0	0
100189004	0	0	0
100189328	0	0	0
100188992	0	0	0
7219	0	0	0
102577426	2	1	2
7236	0	0	0
105377769	20	27	14
81786	303	252	262
107986496	26	27	29
100189280	0	1	2
100189399	0	0	0
7239	0	0	0
790966	0	0	0
100049614	0	0	0
100616342	0	0	0
90933	2045	1719	1658
10399	21112	17942	18307
619571	93	125	80
619570	19	18	12
101928649	198	191	166
84851	647	687	646
100507602	168	146	141
105377771	38	40	32
107986495	22	15	9
100132062	162	140	134
26683	1	1	0
107986552	0	0	0
441123	2	3	0
105374869	0	2	0
285766	0	0	0
105374870	0	0	0
102723922	16	12	17
107986553	5	0	0
56940	797	734	702
3662	0	2	2
105374875	1	0	0
55770	1286	1342	1318
135458	10	5	1
105374873	2	0	3
101927691	0	0	0
101927353	0	0	0
285768	0	0	0
105374879	0	0	0
107986554	0	0	0
94234	0	0	0
106144586	0	0	0
112267978	0	0	0
105374880	0	0	0
2295	0	0	0
102466720	0	0	0
102723944	22	14	12
105374883	0	0	0
105374882	0	12	0
107986555	0	0	0
101927703	0	0	1
2296	55	53	40
2762	462	471	413
107986514	0	0	0
107986513	1	3	4
107986512	0	0	0
100508120	63	71	52
154386	11	11	10
105374885	4	2	4
340156	305	302	274
56897	1463	1329	1314
1992	976	1016	1018
100616285	0	0	0
221756	0	14	8
101927730	12	9	8
5272	175	205	218
105374887	0	0	0
5269	1880	1969	1798
401232	34	37	36
105374888	6	7	15
4835	673	632	569
401233	1106	1038	1049
101927759	27	10	13
8737	851	818	700
107986556	4	8	4
670	397	364	380
7280	566	460	468
105374889	5	3	14
100507194	0	0	0
347733	311	297	292
100422781	3	0	0
389362	362	379	355
63027	142	191	172
105374890	0	0	0
643327	4	5	5
100507336	5	0	0
221749	399	383	346
26240	335	323	346
107986557	4	1	2
105374893	0	0	0
107986558	5	2	2
8899	2378	2484	2428
222826	1	0	0
404220	518	585	461
10455	1026	1055	909
100507506	7	15	12
107986559	0	0	0
102724096	0	0	0
101927888	0	1	1
107986560	0	0	0
107986561	0	0	0
105374894	0	0	0
105374895	0	0	0
497048	0	2	0
9425	1031	1128	1152
101927913	1	0	0
105374897	1	1	2
10799	256	229	255
100129461	71	87	86
57128	752	723	600
648791	32	30	36
100500900	0	0	0
10667	282	258	259
101927972	0	0	0
101927950	0	0	0
107986515	2	0	2
105374898	16	20	16
107986516	3	3	7
51299	3	5	12
2162	5990	4351	3994
102466866	0	0	0
100847034	0	0	0
285780	2	2	0
9450	0	0	0
101928004	2	1	4
101928047	3	0	0
105374901	0	0	0
105374903	0	0	0
105374902	0	0	0
105374904	0	0	0
6239	903	991	968
6745	3393	3471	3583
285782	7	4	5
83732	700	701	695
102724234	0	3	0
101928076	64	63	59
1832	2772	2896	2960
154007	1140	1158	1167
105374906	0	0	0
654	234	192	215
105374907	1	0	0
100526836	3824	3539	3489
81567	3953	3624	3626
206426	0	0	0
100526837	598	645	644
63915	213	210	226
9521	540	618	579
100124533	12	14	9
105374910	0	0	1
105374911	0	0	0
105374912	0	0	0
51000	637	593	502
100506207	20	30	23
728655	1	0	0
112267952	0	0	0
105374913	0	0	0
105374914	0	0	0
107986562	0	0	0
112267894	0	0	0
112267856	0	0	0
266553	0	0	0
105374919	0	0	0
105374918	0	0	0
105374920	0	0	0
105374921	0	0	0
7020	705	855	842
109729173	159	140	151
100130275	84	109	62
107986564	5	1	4
221718	2	0	6
106660610	0	3	3
100846998	0	0	0
101928106	4	0	1
101928146	9	13	8
2651	1005	1108	1005
105374924	0	1	0
347744	41	38	40
105374923	0	0	0
55003	931	1088	1002
51522	2403	2381	2184
81853	2324	2481	2439
4117	45	49	28
9247	2	2	2
221711	121	135	96
101928191	1	3	4
54898	508	721	695
100506409	1	5	7
221710	624	620	706
405754	0	0	0
4739	17	9	3
105374925	0	2	1
112267953	0	0	0
105374927	0	0	0
105374928	0	0	0
105374929	0	0	0
100113407	307	331	298
340184	0	0	0
84830	128	153	148
107986566	21	25	23
107986569	2	2	1
107986567	0	2	0
102724379	0	0	0
107986570	0	0	0
101928253	0	0	0
3096	310	313	351
1906	54	62	61
105374931	0	0	0
101928309	0	0	0
107984015	0	0	0
221692	73	47	45
105374935	0	0	0
105374934	0	0	0
105374933	0	0	0
107080638	114	132	143
100130357	17	24	15
51256	114	134	145
105374936	0	0	1
54438	171	214	229
105374937	100	134	140
23408	321	336	328
105374938	29	35	26
51406	1829	1719	1734
10048	1544	1561	1651
63933	886	1030	874
107986571	29	48	33
221687	113	171	166
105374939	0	0	0
9308	203	213	276
105374940	1	1	0
102216342	0	0	1
105374943	0	0	2
105374942	0	0	0
101928331	3	2	2
101928354	0	0	0
102724463	0	0	0
107986572	0	0	0
105374944	0	0	0
105374945	0	0	0
105374946	0	0	0
3720	653	664	688
100506681	6	2	3
84062	360	446	403
105374947	9	15	12
102724520	0	0	0
105374948	0	0	0
105374949	0	0	0
101928406	0	0	0
29116	331	333	308
100616269	1	3	0
107986517	5	0	0
2766	284	240	236
6310	508	565	564
101928433	94	130	107
107986573	0	0	0
105374951	0	0	0
101928463	0	0	0
401236	7	6	4
221662	145	258	241
10486	772	752	778
101928491	7	3	2
102724591	21	14	7
51439	1236	1184	1165
9972	2651	2681	2585
105374952	196	149	149
63971	1348	1358	1269
105374953	0	0	0
378884	100	63	70
7172	970	1068	1063
221656	651	731	679
7913	8282	8737	8521
255488	142	138	157
105374955	0	0	0
105374956	0	0	0
693125	0	0	0
105374957	0	0	0
100189287	0	0	0
105374958	0	0	0
101928519	0	0	0
107986574	0	0	0
105374961	0	0	0
107986575	0	0	0
105374960	0	0	0
105374959	0	0	0
100506885	0	1	1
105374963	0	0	0
3400	0	0	0
105374965	3	1	7
154141	441	471	453
101928573	0	0	0
107986576	0	0	0
1871	1046	986	953
54901	401	357	352
105374968	2	2	1
107986577	0	0	0
105374966	0	0	0
107986578	36	32	28
100874531	0	0	0
107986579	0	2	0
6659	670	581	659
401237	10	3	9
105374970	0	0	0
729177	0	0	0
5617	0	0	0
105374971	0	3	0
154150	0	0	0
105374972	0	0	2
105374973	0	2	4
102724736	0	0	0
105374974	30	34	42
102724749	0	0	0
105374976	0	0	0
105374975	0	0	0
140767	0	0	0
51473	41	23	42
353219	5	2	8
57380	711	706	766
2822	185	211	190
7915	334	388	367
9856	65	64	77
51567	1407	1527	1393
55856	951	955	816
81688	4217	4167	4001
105374978	0	0	0
51053	1035	960	906
101928603	3	0	0
9750	0	0	1
105374981	0	0	0
102724765	0	0	0
8418	2	3	0
101928663	0	0	0
105375106	8	13	4
55604	1316	1349	1364
10590	0	0	0
6568	0	0	0
221613	0	0	0
255626	0	0	0
387319	0	0	0
10050	0	0	0
10786	0	0	0
10246	0	0	0
10475	823	693	670
3024	0	0	0
8350	1	2	5
8359	1	0	1
8366	2	0	0
8358	23	20	5
8335	2	3	1
3018	0	0	0
8352	0	0	0
3006	1210	1215	1205
108783645	38	30	41
3077	428	352	358
8364	3	0	0
3010	0	0	4
8347	107	132	134
8334	343	394	365
3008	3	5	0
3017	118	145	115
8344	2	1	0
8360	1	0	0
8351	6	6	1
3013	3	2	0
8343	3	8	2
8367	0	0	0
8339	0	4	5
3012	13	15	17
8353	0	0	1
3007	0	0	2
8361	0	0	0
8369	0	0	0
8968	0	0	0
8345	0	3	0
105374986	1	0	0
8355	4	6	4
8346	0	0	0
105374985	158	181	155
8365	79	84	78
7210	0	0	0
7232	0	0	0
100189218	0	0	0
100189321	0	0	0
100189185	0	0	0
100189430	0	0	0
100189094	3	1	10
100189436	0	0	0
100189410	0	0	0
101928743	0	1	0
100189382	0	0	0
100189396	0	0	0
100189040	0	0	0
100189048	0	0	0
107986582	0	0	0
11118	797	786	741
10385	449	442	520
11119	358	270	283
54718	94	106	99
10384	265	221	230
11120	780	807	754
285819	12	8	7
107986583	280	274	253
696	0	1	1
100189288	0	0	1
493812	677	658	691
100189319	0	0	0
7231	0	0	0
100189227	3	2	3
10473	2522	2675	2718
100189308	0	0	0
100189153	0	0	0
100189223	0	0	0
100189110	0	0	0
100189272	0	0	0
105374988	6	7	5
100189337	0	0	0
100189162	0	0	0
100189219	0	0	0
29777	846	695	719
105374989	1	0	0
79692	332	374	385
102724851	23	25	33
105374991	0	0	0
100189303	0	0	0
100189401	0	0	0
100189391	0	0	0
100189354	0	0	0
100189372	0	0	2
107986682	0	0	0
107986683	0	0	0
105374992	0	0	0
107986680	0	0	0
387036	12	20	11
100133205	16	6	16
100270746	19	30	20
100189028	7	6	3
100189172	0	0	0
100189157	4	1	0
105374995	6	2	5
8970	68	50	62
8969	26	36	36
85236	3577	3048	2878
8294	9	4	14
85235	0	3	0
100422934	0	0	0
100189196	0	0	2
100188987	1	0	0
100189143	0	0	0
100189336	0	0	0
100189368	0	0	0
100189041	0	0	0
100189167	0	0	0
100189099	0	0	0
100189067	0	0	0
100189014	0	0	0
100189310	1	5	0
10279	276	308	398
7202	0	0	0
100189213	0	0	0
100189363	0	0	0
100189408	0	0	0
100189329	0	0	0
100189002	0	0	0
94026	17	9	12
105375107	3	0	1
387316	0	0	0
100189345	0	0	0
100189182	0	0	0
7754	128	188	166
346157	420	494	512
7738	246	332	312
105375001	11	9	16
100189077	0	0	0
100189158	0	1	0
23437	0	0	0
100189247	0	0	0
100189292	0	0	0
107986584	1	1	1
23540	0	0	0
100189189	0	0	0
790951	1	0	0
100189352	0	0	0
94017	0	0	0
100189268	0	0	0
100189070	0	0	0
100189012	0	0	0
100189390	0	0	0
100189200	0	0	0
100189053	0	0	0
100189297	0	0	0
100189038	0	0	0
100189301	0	0	0
100189300	0	0	0
100189131	0	0	0
791231	0	0	0
100189095	0	0	0
100189428	0	0	0
100189205	0	0	0
100189161	0	0	0
100189340	0	0	0
100189071	0	0	0
100507173	26	53	36
100189164	0	0	0
100189374	0	0	0
100189101	0	0	0
791230	0	0	0
100131289	89	56	44
7212	0	0	0
100189214	0	0	0
100189074	0	2	0
8340	9	8	12
8329	23	25	34
8357	34	34	32
8331	1	11	3
8342	1	0	0
8363	13	20	11
8362	41	47	39
8330	22	9	5
8341	40	52	42
8332	1	5	2
3009	7	1	4
8354	0	0	0
8368	0	0	0
8356	6	3	10
8336	21	5	21
8348	12	13	11
100189315	0	0	0
100189314	0	0	0
81697	0	0	0
26212	7	2	12
442179	0	0	0
102724889	27	19	23
7718	159	120	123
221584	148	100	121
100129195	76	97	67
80345	138	177	140
7745	908	1072	1058
651302	18	16	13
100189159	0	0	0
222699	155	184	244
7746	234	319	298
387032	158	182	172
222698	0	0	0
7741	400	466	459
84547	502	409	395
64288	52	64	78
80317	170	154	167
9753	665	736	764
105374998	1	1	1
105374997	75	82	79
222696	60	74	54
100189344	0	0	0
100189118	0	0	0
100189035	0	1	0
257202	0	0	0
2880	0	0	0
100189348	0	0	0
107986586	0	0	0
100189034	0	0	0
114821	195	163	224
100189138	0	0	0
100189225	0	0	0
100189299	0	0	0
105374996	0	0	1
100189114	0	0	0
100189360	0	0	0
387055	0	0	0
100189046	0	0	0
100189400	0	0	0
100189395	0	0	0
100189092	0	0	0
100189433	0	0	0
100189033	0	0	0
100189178	0	0	0
100189365	0	0	0
100189332	0	2	0
100189082	1	0	0
100189149	0	0	0
100189137	0	0	0
100189346	0	0	0
100189170	0	0	0
100189066	0	0	0
100189093	0	0	0
401242	0	0	0
100189295	0	0	0
100189084	0	0	0
107987402	0	0	1
414760	0	0	2
5987	2657	2452	2256
100189237	0	0	0
100189121	0	0	0
100189202	0	0	0
729583	2	10	5
100189216	0	0	0
100189234	0	0	0
100189111	0	0	0
100189254	0	0	0
100189024	0	0	0
414761	29	12	14
100189169	2	4	21
282890	120	154	119
105375002	0	0	3
100129636	1	6	1
26692	0	0	0
442184	0	0	0
442185	0	0	0
105375003	0	0	1
442186	0	0	1
26707	0	0	0
101929006	1	0	0
105375006	0	0	0
105375005	0	0	0
442191	0	0	0
81696	0	0	0
81797	0	0	0
26529	1	0	0
105379641	0	0	0
26530	0	0	0
26531	0	0	0
442194	0	0	0
26716	0	0	0
105375008	0	0	0
116511	0	0	0
105375009	0	0	0
100507362	0	0	0
10537	2	2	2
692092	0	0	0
7932	15	20	16
2550	592	586	566
4340	0	0	0
346171	0	1	0
3134	443	404	388
285830	55	77	56
340198	2	5	6
54435	96	106	105
352962	65	80	68
3135	1	16	1
105375010	0	4	0
352990	0	0	0
3136	792	758	726
80868	31	16	35
3105	5243	4439	4346
10255	12	22	16
80862	123	139	120
3137	33	31	34
30834	512	543	468
6992	1536	1359	1460
80352	214	168	163
11074	11	11	12
104533120	15	12	7
135644	0	0	0
10107	0	1	3
89870	2	0	4
7726	1350	1372	1490
414778	4	7	5
3139	68	79	101
414777	1109	1282	1230
56658	425	402	396
202658	301	297	244
79897	194	202	156
105375012	1	0	0
3133	2993	2718	2857
111082993	2	13	2
2794	2959	2894	3063
80742	396	463	392
107986587	14	11	13
23	2406	2385	2462
100126314	3	1	3
5514	2648	2573	2637
28973	1829	1956	1832
79969	310	333	278
221545	328	451	384
8449	1779	1923	1783
170954	3532	3144	3167
11270	580	554	537
9656	1911	2005	2184
106478956	210	233	260
203068	39510	35671	35267
10211	3021	3081	3081
105379695	996	1053	979
8870	3830	4151	4093
105375013	2	16	17
401247	6	5	13
105375014	0	0	1
780	2759	2803	2890
100616237	2	0	0
2968	954	922	971
57176	1821	1870	1750
389376	0	5	0
135656	22	19	17
102723346	1	2	0
394263	0	0	0
100507679	5	15	9
285834	0	0	0
29113	0	0	0
170679	78	85	86
1041	48	36	9
170680	38	26	20
54535	711	691	608
6941	1472	1450	1278
5460	41	40	44
100130889	4	1	0
253018	41	29	34
3107	6366	5789	5628
105375015	0	0	2
112267902	0	0	1
3106	4644	3942	3776
102465537	7	2	2
101929072	56	50	53
100507436	829	878	827
101929111	0	0	2
10866	299	320	268
352961	11	23	5
102725068	18	27	27
4277	1067	1162	1160
401250	0	0	0
100532737	2509	2393	2195
7919	2500	2384	2189
692233	12	13	3
692199	51	59	35
106478957	8	11	18
534	6	7	4
4795	348	367	435
100287329	20	24	12
4049	29	22	27
7124	3	0	1
4050	184	143	163
7940	11	13	11
259197	0	0	0
199	0	0	0
7916	10587	10266	11483
677820	0	1	0
102466745	3	2	0
7917	5851	5601	5602
55937	273	254	266
57827	407	392	425
7918	704	789	806
1460	2128	2274	2164
58496	236	192	175
80741	13	26	26
105375019	32	22	34
7920	655	586	624
105375018	10	6	9
100616230	1	0	0
110599563	0	0	0
259215	0	0	0
79136	0	0	1
58530	0	0	0
80740	0	4	0
80739	3	0	1
23564	353	377	484
1192	11295	10225	9826
105375020	7	5	9
100532732	289	324	258
4439	243	276	225
401251	40	41	30
80737	223	240	282
104413891	34	21	27
7407	6174	6183	5768
57819	992	833	886
3305	50	63	51
3303	2236	1572	1479
3304	2061	1459	1363
50854	2175	2249	2155
26801	20	18	20
26797	32	20	35
4758	999	952	906
80736	5	4	0
10919	1293	1213	1220
107986588	190	143	178
717	81	54	84
221527	194	167	170
102060414	10	17	15
629	287	154	139
7936	2031	2021	1937
100302242	1	0	1
6499	1553	1495	1493
1797	355	326	311
8859	223	202	221
720	13	17	7
1590	2	2	2
7146	3	5	5
721	15	20	11
1589	2	1	3
7148	52	49	50
1388	988	1038	1029
63943	249	238	240
80863	44	41	33
100507547	39	55	42
9374	369	389	330
100532746	299	288	264
80864	121	96	85
10554	2030	1987	2036
102466190	154	128	166
6048	972	909	885
102465500	1	1	0
177	206	172	147
5089	2452	2320	2401
63940	241	196	215
4855	15	20	25
101929163	8	7	3
10665	0	0	0
414764	7	3	21
56244	0	0	0
3122	16	16	9
3127	23	21	12
3128	6	15	10
3123	84	86	72
107986589	0	0	0
3117	1	0	0
3119	99	98	61
106480429	5	6	7
102725019	0	0	0
3118	0	0	0
100616218	0	0	0
3120	0	6	0
3112	56	47	56
6891	4868	4419	4253
5696	1362	1002	886
100507463	305	212	230
6890	1794	1579	1537
5698	515	351	322
100294145	570	698	624
3109	52	87	51
3108	147	163	113
6046	6136	5894	5408
3111	0	1	0
3113	41	43	11
3115	16	12	18
3116	0	0	0
105375021	0	0	0
414768	0	0	0
1302	20	12	12
6257	1078	1099	1039
7922	2770	2666	2667
7923	29	15	27
407002	3	1	2
6015	1252	1407	1434
105375022	17	4	18
414765	142	159	164
6293	1142	1090	1092
6222	19864	19733	18381
8705	7	13	12
9277	1530	1554	1624
102466754	1	0	2
10471	1135	1155	1131
102465501	8	11	13
5863	917	948	866
6892	3376	2754	3619
9278	394	432	413
1616	2142	2183	2286
113523636	1	0	1
3833	2443	2276	2082
5252	749	744	752
51596	1313	1245	1327
8831	329	360	315
100847012	18	13	15
221504	413	403	361
107986537	0	0	0
578	917	980	876
449520	3	5	6
401253	19	10	13
3710	6604	6936	6850
101929188	37	45	55
105375023	0	0	0
84300	1292	1057	1077
100500873	25	25	16
117283	0	0	0
221496	1276	1250	1154
105375024	2	0	3
4295	0	0	4
105375025	0	0	0
105375027	0	0	0
100507584	0	0	4
105375026	0	0	0
102466816	0	0	0
107986590	0	0	0
100302123	0	0	0
2914	3	0	0
3159	22983	24334	24449
102465502	26	35	33
221491	306	307	332
11165	1991	1930	1974
100529239	5657	5084	4715
6204	5401	4772	4463
29993	99	59	69
25803	113	71	51
64771	2565	2812	2774
105375028	0	0	0
101929243	100	128	102
6631	1647	1557	1505
54887	1715	2712	2575
6882	468	472	508
23294	817	939	981
6954	0	0	0
112267955	1	0	4
222663	10	24	12
101929285	19	18	15
7629	997	826	876
50619	24	20	9
5467	3509	3467	3376
2178	480	498	446
4736	9443	9272	8663
102465668	12	5	16
7005	542	494	549
7287	1	0	2
101929309	0	1	4
2289	2909	3277	3078
112267956	0	0	1
100847048	0	0	0
285847	42	24	31
221481	94	58	80
389383	2	2	5
340204	0	2	6
1208	0	0	0
222662	9	11	5
6732	4301	4260	4179
116369	5	2	3
105375035	1	0	2
105375034	0	1	0
1432	1783	1883	1675
5603	1759	1758	1710
102723648	15	24	22
27154	1152	1158	1084
105375036	2	1	3
285848	4	4	3
389384	0	0	0
51513	24	17	3
105375037	0	0	0
222659	4	0	0
222658	2640	2716	2809
11329	1494	1505	1563
6428	6728	6052	5640
100500885	0	0	0
105375038	0	0	0
101154753	5	8	5
1026	2872	2553	2584
108783646	1	0	0
401258	0	4	0
57699	148	154	152
221477	2310	2568	2536
51645	1291	1283	1209
221476	0	2	2
23787	4388	3942	4012
221472	2	5	4
5292	548	610	634
221468	47	45	46
55633	504	535	524
105375040	0	0	0
9025	732	700	655
107986531	57	57	39
23070	1543	1414	1339
154467	218	275	234
100505530	0	0	0
100616413	0	0	0
266727	305	227	192
107986593	0	2	10
60685	2210	2394	2340
114781	417	362	340
105375045	0	0	0
101929425	0	0	0
105375044	8	10	11
2739	5588	5814	5293
1769	3	2	0
100131047	0	0	0
2740	0	1	1
105375046	0	0	0
113218508	0	0	0
55776	400	318	280
8645	389	355	344
89822	1	0	0
105375047	0	0	0
83795	0	0	0
221458	0	0	1
107986594	0	0	0
23500	29	33	40
100505635	3	4	6
4337	106	87	93
102723789	0	0	0
105375049	0	0	0
105375050	0	0	0
401260	0	0	0
732253	0	0	2
57497	0	0	0
105375051	0	0	0
101929535	0	0	0
105375052	0	0	0
105375053	1	1	0
101929555	3	5	7
222643	84	72	77
222642	7	4	4
10930	5	9	1
221443	443	451	444
4800	1011	953	892
221442	72	59	76
340205	0	0	0
105375056	2	0	0
54209	0	0	0
107986595	0	0	0
79865	0	0	2
340206	5	8	10
105375055	0	0	0
285852	0	0	5
221438	0	0	0
54210	3	2	2
9436	0	0	0
100505711	0	0	0
107986538	4	0	5
112267957	0	0	0
103106903	0	0	0
101060264	16	39	22
116113	764	699	840
100616178	0	0	0
4188	392	334	357
7942	143	141	129
113218489	1	0	1
5225	0	0	0
10817	132	90	108
29964	183	168	174
100188893	2192	2203	2015
25862	408	446	437
9477	751	713	706
705	1127	1057	1029
896	732	626	709
105375060	0	0	0
105375059	3	0	0
129685	551	507	561
647024	148	136	141
2978	0	0	0
114841037	0	0	0
2979	20	20	27
55173	1941	2059	2035
55809	369	526	511
105375061	19	51	28
107986596	49	62	75
23304	960	1090	1011
5961	4	2	0
442211	3	5	0
6903	401	379	414
23506	468	490	602
401261	30	30	23
285855	5743	5665	5637
441150	41	46	30
105375063	0	0	0
171558	0	0	0
10695	803	788	771
107080644	183	217	207
27232	2	1	5
5190	450	414	360
4201	1732	1557	1581
5528	1589	1514	1533
116138	1146	1143	1143
88745	1704	1606	1477
9820	1331	1225	1202
51069	702	704	678
89953	447	335	337
112267958	48	23	35
5754	357	530	562
6722	1745	1791	1696
23113	704	783	671
10591	891	766	767
84630	4	9	4
105375064	0	0	0
10864	0	0	0
401262	9	7	3
24149	1051	1159	1096
105375065	0	0	0
89845	1112	1098	1000
102466746	0	0	0
65989	34	21	20
107986597	0	1	2
93643	912	882	939
221424	2	5	7
25844	1148	1210	1200
9533	906	853	894
57510	2442	2499	2357
5429	1055	1025	988
54676	3153	3708	3237
9587	776	635	586
221421	304	256	253
55168	641	615	608
7422	11531	10759	10726
105375070	0	1	1
107986598	1	1	0
105375069	0	0	1
285857	0	0	0
105375068	0	0	0
100132354	7	9	11
105375067	0	0	0
101929705	115	104	96
221416	23	25	19
64928	1093	1005	959
55362	1275	1303	1242
107986599	223	220	239
11131	1	0	2
105375072	0	0	0
101929726	0	0	0
2030	1959	1867	1660
3326	57980	54599	52496
347734	3167	2847	2758
100616124	93	52	60
4794	733	698	672
441151	2	2	4
202500	34	16	19
57505	1035	1016	980
221409	5	4	0
988	1747	1732	1729
100616352	0	0	0
105375074	0	0	0
105375075	0	0	0
101929770	28	27	16
8464	302	272	273
107986600	3	5	0
693171	0	0	0
860	63	74	66
105375077	0	1	0
107986519	0	0	0
53405	9	12	13
105375078	0	0	0
22875	849	828	840
59084	266	280	283
105375079	0	0	0
10231	72	47	53
101926915	0	0	0
101926898	0	0	0
51302	42	35	40
9481	109	159	143
101926934	0	0	2
221400	16	12	23
7941	5	7	3
100287718	0	0	0
4224	0	0	0
221395	0	3	0
101926962	0	0	0
105375080	0	0	0
266977	0	2	0
105375081	0	0	0
27242	1468	1284	1410
105375082	0	1	0
23607	3700	3907	3837
222611	0	3	2
221393	5	15	7
221391	0	0	0
107986601	0	0	0
442213	0	0	1
107986602	0	0	0
4594	1138	1111	1078
55166	303	320	320
389396	0	0	0
135398	1234	1151	1075
6005	0	1	0
7180	0	0	0
10321	0	1	1
5232	0	0	0
101927020	0	0	0
101927048	0	0	0
167	0	0	0
245928	0	0	0
245927	0	0	0
245913	0	0	0
245915	0	0	0
100505985	0	0	0
83741	0	0	0
105375084	0	0	0
7021	0	0	0
105375085	0	0	1
5314	3	2	0
101927082	0	0	0
105375087	0	0	0
406989	0	0	0
101154644	0	1	0
442890	0	0	0
3605	0	0	0
102724327	0	0	0
112744	0	2	0
4172	5612	5696	5520
85315	262	273	241
114327	330	394	347
9697	1947	1854	1780
107986603	2	0	0
401264	221	266	203
730101	260	452	368
28978	1355	1283	1130
730152	0	0	0
2939	0	0	0
2938	0	0	0
221357	0	0	0
105375091	8	7	6
2940	0	2	0
2941	174	229	193
125050	6	2	11
22858	472	509	467
26268	1687	1510	1496
8521	2	3	3
60481	3826	4311	4095
100847075	0	0	0
647190	0	1	0
107986604	0	0	0
2729	3659	3595	3783
105375095	8	23	17
101927136	2	2	2
101927171	13	5	7
401265	34	49	39
55227	398	396	402
101927189	2	0	0
100874282	0	0	0
90523	0	0	1
100873951	0	0	0
105375097	0	0	0
105375098	0	0	0
27283	0	6	0
107986605	0	0	0
107986606	0	1	0
222584	178	142	163
3062	0	0	0
389400	0	0	0
54511	0	0	0
653	0	2	0
107986539	0	0	0
105375100	0	0	0
81578	13	5	6
667	8616	11060	10569
101930010	23	13	20
221336	139	126	123
57691	335	284	235
26036	1040	1180	1129
101927211	0	3	3
9532	2114	1978	1898
51715	854	838	825
100506188	0	4	4
5558	790	783	660
100422884	0	0	0
105375103	0	0	0
100189249	0	0	0
105375102	0	0	0
107986679	0	0	0
105375101	0	0	0
100189085	0	0	0
101927268	0	1	0
375513	55	33	24
106660613	34	38	45
106660612	150	145	144
101927293	1	3	2
202559	0	0	0
100463487	0	0	0
51557	267	419	391
7803	5956	6396	6811
23469	177	301	303
346007	27	17	26
112935969	70	47	52
105377836	0	0	0
107986608	0	0	0
105377837	0	0	0
107986607	0	0	0
441155	102	58	87
442229	0	0	0
105377838	0	0	0
105377840	0	0	0
105377839	0	0	0
105377841	0	0	0
107986540	0	0	0
105377843	0	0	0
105377842	0	0	0
105377845	0	0	0
107986610	0	0	0
105377844	0	0	0
102723883	0	0	0
105377846	0	0	0
101928280	0	0	0
101928307	0	0	0
577	0	0	0
55788	471	383	401
1310	0	0	0
1297	0	0	0
105377848	1	0	0
105377847	1	4	2
101928353	2	4	2
105377849	0	2	2
57579	890	907	830
135154	138	176	181
60682	222	342	302
135152	143	214	177
105377850	0	0	0
79627	1188	1259	1381
407032	0	0	0
407029	0	0	0
79940	76	33	32
102724000	0	0	2
105377853	0	0	0
22999	0	0	0
107986611	0	0	0
112267960	2	1	6
56479	135	157	142
100507381	0	0	2
107984120	6	3	1
105377855	0	0	1
112267959	0	0	0
100423005	0	0	0
100873997	0	2	2
100129128	0	0	0
80759	257	221	231
112267961	10	10	12
340168	3	0	0
154288	0	0	0
441161	39	55	51
55510	407	397	431
115004	595	652	677
25821	579	563	590
1915	95587	90645	86617
26503	204	190	182
101928489	38	49	29
135228	2302	2493	2399
101928516	0	0	0
105377858	0	0	0
1303	1460	1325	1446
109623475	0	0	0
1347	904	1006	848
55754	2595	2777	2637
100506804	17	22	14
27145	7	3	12
101928540	0	0	0
100616389	0	0	0
26054	1175	1324	1345
4646	981	1020	965
3617	6	3	1
105377860	0	0	0
105377861	0	0	0
105377862	1	13	0
101928570	6	16	8
105377864	0	0	0
3351	3	1	0
101928601	0	1	0
105377865	0	0	0
113218491	0	0	0
107986613	3	8	8
134728	130	211	165
55023	1256	1411	1342
9324	481	513	536
100288198	137	151	148
80078	8	0	2
