GeneID	perturbed	perturbed	perturbed	perturbed	perturbed	perturbed	control	control	control	control	control	control
101928059	23	8	16	11	10	11	12	7	17	26	9	18
9909	950	287	793	538	464	445	514	364	590	1115	457	738
200186	227	63	169	121	120	100	127	116	139	300	162	166
27173	5498	1590	5299	2775	1857	1908	3683	2117	2258	4611	2067	2653
102465441	0	0	0	0	0	0	0	0	0	0	0	1
148327	837	194	746	340	280	378	387	240	335	657	249	386
10899	1158	328	1235	514	461	462	837	474	497	989	456	612
5872	2728	645	2860	1368	991	982	2045	871	1155	2834	785	1308
6232	24315	5232	26958	10036	8180	9291	19837	7325	8407	25651	7123	10776
91181	0	1	5	2	1	0	3	1	1	1	0	1
100847024	0	0	0	0	0	0	0	0	0	0	0	0
7170	11036	2885	11660	5003	3231	3749	9168	4286	4089	10169	3970	5056
100126346	0	0	0	0	0	0	0	0	0	0	0	0
388701	0	0	1	0	1	0	1	0	0	0	0	0
25912	4628	1039	4420	1736	1752	1857	2603	1356	1531	3627	1281	2122
9898	5815	1572	5437	2670	1724	1866	3972	2158	2011	5020	1818	2946
109617023	5	1	9	5	2	2	9	4	5	8	5	3
10456	1861	564	1767	930	764	782	1272	796	862	2038	714	973
89872	0	0	0	0	0	0	0	0	0	0	0	0
57198	1385	393	1265	718	401	507	1032	531	495	1195	473	682
101928101	0	0	0	0	0	0	0	0	0	0	0	0
3570	75	15	88	34	36	30	69	32	34	99	28	57
126669	79	14	76	36	47	48	45	23	38	71	24	78
126668	4	0	1	1	3	3	2	3	6	7	3	6
55585	1985	515	2147	916	548	623	1706	795	734	2011	704	945
100874097	164	39	163	61	39	50	153	50	66	147	46	83
107985206	11	10	26	10	3	4	29	7	10	28	6	8
1141	2864	750	2761	1192	906	978	2117	1017	989	2614	936	1396
103	9528	2343	9118	3972	2472	3070	6507	3299	2952	7950	2581	4734
3782	144	56	141	67	29	51	149	53	33	88	51	73
105371449	4	1	0	0	0	0	1	0	0	2	0	2
10654	478	136	383	229	222	221	185	172	273	414	201	258
57326	857	190	572	374	379	466	352	213	338	618	270	465
90780	1328	341	1118	559	422	442	741	441	569	1010	430	676
101928120	215	65	227	117	103	109	145	84	127	219	99	161
6464	3543	959	2934	1790	1677	1696	1719	1283	1678	2878	1507	2453
1163	4590	1020	5332	1957	1771	1773	3674	1449	1711	4248	1480	2088
100423020	0	0	1	2	0	0	0	0	1	1	1	0
80308	1167	364	985	647	487	472	589	442	635	1012	503	639
55891	2	0	1	0	0	0	0	0	0	1	0	0
51043	215	88	140	175	147	120	132	101	181	332	143	159
127579	8	3	7	3	9	3	6	3	10	23	9	14
149095	7	4	7	3	4	7	5	3	6	10	7	14
100505666	53	9	33	15	14	17	30	17	27	42	18	31
8751	559	188	386	282	310	283	199	185	342	448	271	374
1945	294	74	207	136	109	143	107	96	120	236	111	144
1944	283	62	131	110	85	120	93	71	94	173	80	136
1942	75	19	67	38	33	31	30	22	37	68	26	45
55974	1272	283	1047	446	480	585	663	385	419	891	438	635
54344	79	30	46	54	47	51	23	15	73	69	44	54
200185	992	321	792	521	414	480	629	355	471	884	447	525
80128	98	36	69	71	54	52	62	63	78	190	113	108
4582	28	9	49	23	18	14	18	9	27	76	19	30
693235	0	0	0	0	0	0	0	1	0	0	0	0
7059	103	25	80	49	38	34	75	43	75	211	54	70
105371450	50	15	46	26	15	13	50	27	42	119	18	30
4580	499	165	435	249	261	254	283	171	302	486	195	277
2630	113	23	81	59	24	24	72	53	57	116	41	45
2629	247	60	221	125	43	64	139	93	98	234	83	95
10712	711	203	450	319	342	368	263	244	348	490	371	458
10067	629	199	470	307	293	316	278	223	325	465	312	402
1196	1036	248	832	461	333	349	673	319	456	983	390	538
57657	115	31	61	54	36	36	101	57	48	145	70	43
5313	221	69	110	111	71	93	155	98	90	209	133	86
2224	4552	1015	3101	1624	1573	2063	2478	1677	1284	2765	1936	2546
284618	1757	400	1130	637	673	812	901	636	507	1089	849	1023
23623	675	193	577	366	265	318	408	276	331	611	343	421
55870	841	201	1057	337	183	285	722	247	229	915	238	491
693140	4	1	3	2	1	0	2	1	4	5	2	3
645682	871	202	526	320	255	267	263	260	280	516	296	328
645676	70	17	51	27	13	32	41	12	35	78	23	43
101929703	6	1	18	4	9	1	14	1	3	24	7	9
105371452	8	4	11	7	8	6	6	9	10	12	6	6
55154	451	123	374	221	158	147	294	196	215	506	200	259
55249	1544	359	1415	688	488	564	1065	541	583	1314	464	780
106633810	1	0	0	1	1	0	2	0	0	1	0	0
7818	2863	717	3105	1123	936	1100	1676	919	1033	2286	851	1446
100505728	10	2	7	5	2	5	7	3	6	13	3	2
100129405	266	68	258	122	95	78	188	124	130	333	117	168
54856	1702	451	1847	650	568	612	1268	545	595	1680	512	938
106633816	0	0	0	0	0	0	0	0	0	0	0	0
23208	791	253	676	26	283	83	535	98	216	550	86	294
6016	758	157	893	262	235	223	634	245	283	739	231	316
22889	1281	270	1144	440	513	505	1059	460	405	1459	454	793
677823	0	0	2	0	0	0	0	0	0	2	0	0
677771	1	1	0	0	0	0	0	0	0	0	0	0
107985207	2	2	1	0	0	1	1	1	1	2	0	1
339403	0	0	0	0	0	0	0	0	0	0	0	0
9181	1306	325	1121	631	537	515	624	405	590	1389	403	714
102465442	0	0	0	0	0	1	0	0	0	0	0	0
107985209	10	6	9	8	5	8	11	2	9	23	5	10
107985210	3	0	3	0	0	2	1	2	1	1	0	0
107985208	0	0	0	0	0	0	1	0	0	1	0	0
6746	4223	1023	4077	1793	1914	2007	2324	1365	1567	2968	1315	2191
105371729	186	48	248	80	98	112	170	51	81	171	66	119
56893	1538	407	1380	723	523	492	1056	562	547	1468	515	754
28956	423	130	346	240	231	276	187	151	304	361	228	291
57111	1056	224	760	430	646	621	283	239	495	526	285	729
92312	2650	698	2613	1311	763	856	1973	926	834	2452	959	1345
4000	194	75	190	161	130	113	120	85	188	305	133	141
64218	226	72	211	129	123	108	139	97	139	326	86	160
9673	766	246	886	394	245	276	713	341	324	871	335	422
100527963	618	163	551	285	199	225	387	209	264	593	236	275
11243	1284	338	1003	636	469	496	732	463	551	1187	544	628
632	5	1	4	5	5	4	0	2	7	10	6	3
79957	110	20	65	73	62	55	52	42	69	183	125	129
23381	2964	942	2340	1440	1029	1011	1986	1185	1500	2826	1262	1585
84283	39	9	35	18	18	19	18	12	21	35	16	20
112770	653	206	506	367	279	297	299	275	324	580	310	383
391104	0	0	0	0	0	0	1	0	0	0	0	0
7203	14905	3818	15243	6591	4305	4782	10602	5361	5023	11939	5015	6626
128229	36	7	37	14	4	11	31	21	14	49	22	16
57127	22	3	14	7	9	7	9	11	9	15	9	13
10485	85	22	51	29	50	36	34	14	30	79	25	57
407046	0	0	0	0	0	0	0	0	0	0	0	0
4209	332	96	305	199	186	177	191	105	193	402	166	211
128239	750	214	681	356	254	277	456	253	292	796	333	496
164118	1	0	1	2	0	1	0	0	0	1	0	4
128240	1837	453	1630	881	563	582	931	672	628	1266	731	823
54865	1471	412	1549	770	478	426	1596	746	602	1510	619	724
60484	2	0	3	2	3	2	0	1	6	4	0	0
101928177	6	0	5	1	7	7	1	1	3	4	0	5
105371453	7	5	9	12	5	7	8	5	12	21	4	16
63827	201	85	69	172	68	73	118	58	156	234	93	66
10763	4500	1374	4997	2578	1967	1637	4651	1669	2749	7733	1723	2669
1382	2259	586	2055	1217	854	828	1296	538	1453	3268	660	1065
81875	1514	389	1661	703	495	565	1112	584	593	1237	496	719
51093	340	81	231	173	134	142	151	105	208	327	142	217
79590	590	135	585	230	233	206	293	184	275	453	221	326
3068	11420	3037	9475	5334	3223	3470	7253	4390	3912	8867	4062	4852
5546	1247	396	1039	670	483	487	773	534	584	1110	529	667
9047	135	31	89	74	51	48	36	40	66	106	47	64
4914	4	1	1	0	2	3	0	3	3	1	1	2
3645	5	1	3	4	0	4	2	1	3	2	0	5
375033	11	4	8	7	13	9	7	2	10	4	13	16
149499	10	2	4	1	2	3	2	1	9	11	0	3
9826	1160	308	1002	578	365	393	720	406	446	963	341	671
768220	1	1	0	0	0	0	0	0	0	0	0	0
102724222	0	0	0	0	0	0	0	0	0	0	0	0
440695	15	10	10	12	3	6	16	6	6	11	3	10
2117	864	200	1068	374	275	315	903	320	362	851	268	435
360155	1	0	0	0	0	0	0	0	0	0	0	1
107985211	3	0	0	1	0	0	0	0	0	0	0	0
105371456	0	0	0	0	0	0	0	0	0	0	0	0
105371455	3	2	8	9	0	0	2	2	1	14	4	1
101928202	2	2	5	4	3	0	4	0	1	3	2	1
83416	67	18	49	27	20	26	29	25	10	29	15	18
83417	0	0	0	0	0	0	0	0	0	0	0	0
105371457	0	0	0	0	0	0	0	0	0	0	0	0
115352	0	0	0	0	0	1	0	0	0	0	0	0
79368	0	0	0	0	0	0	0	0	0	0	0	0
115350	0	0	0	0	0	0	0	0	0	0	0	0
922	0	0	0	0	0	0	0	0	0	0	0	0
105371458	0	0	0	0	0	0	0	0	0	0	0	0
105371459	0	0	0	0	0	0	1	1	0	0	0	1
55243	1164	335	1111	610	268	320	1094	491	411	1039	395	518
100505785	2	0	0	0	0	2	0	0	0	2	0	0
646268	0	0	0	0	0	0	0	0	0	0	0	0
105371460	0	1	1	1	0	0	1	0	0	0	2	0
912	86	11	97	44	56	38	35	16	32	70	28	42
909	0	0	0	0	0	0	0	0	0	0	0	0
910	0	0	0	0	0	0	0	0	0	0	0	0
911	1	0	1	0	0	0	1	0	0	0	1	0
913	0	0	0	0	0	0	0	0	0	0	0	0
128360	0	0	0	0	0	0	0	0	0	0	0	0
391107	0	0	0	0	0	0	0	0	0	0	0	0
107985212	0	0	0	0	0	0	0	0	0	0	0	0
391109	0	0	0	0	0	0	0	0	0	0	0	0
107985213	0	0	0	0	0	0	0	0	0	0	0	0
343406	0	0	0	0	0	0	0	0	0	0	0	0
391112	0	0	0	0	0	0	0	0	0	0	0	0
128366	0	0	0	0	0	0	0	0	0	0	0	0
128367	0	0	0	0	0	0	0	0	0	0	0	0
128368	0	0	0	0	0	0	0	0	0	0	0	0
6708	0	0	0	0	0	0	0	0	0	0	0	0
81448	0	0	0	0	0	0	0	0	0	0	0	0
391114	0	0	0	0	0	0	0	0	0	0	0	0
128372	0	0	0	0	0	0	0	0	0	0	0	0
128371	0	0	0	0	0	0	0	0	0	0	0	0
81442	0	0	0	0	0	0	0	0	0	0	0	0
4332	0	0	0	0	0	0	0	0	0	0	0	0
149628	0	0	0	0	0	0	0	0	0	0	0	0
3428	102	9	73	22	12	19	54	16	12	89	13	29
107181291	4	2	5	2	2	0	4	2	2	5	0	1
105371461	0	0	0	0	1	0	0	3	1	1	0	1
9447	38	10	23	15	9	5	42	18	10	26	22	18
100189166	0	0	0	0	0	0	0	0	0	0	0	0
57863	171	45	99	101	66	57	99	51	77	185	69	99
100131825	67	16	37	38	18	23	33	20	28	66	26	30
2532	1	0	0	1	2	1	2	2	2	3	2	0
2205	0	0	0	0	0	0	0	0	0	0	0	0
441911	0	0	0	0	0	0	0	0	0	0	0	0
26476	0	0	0	0	0	0	0	0	0	0	0	0
391121	0	0	0	0	0	0	0	0	0	0	0	0
105371462	0	0	0	0	0	0	0	0	0	0	0	0
127385	0	0	0	0	0	0	0	0	0	0	0	0
107985215	0	0	0	0	0	0	0	0	0	0	0	0
325	0	0	0	0	0	0	0	0	0	0	0	0
1401	0	0	0	0	0	0	0	0	0	0	0	0
101928264	0	0	2	1	0	0	0	1	1	1	0	0
54935	223	62	173	112	50	78	114	86	105	179	89	104
105371464	0	0	0	0	0	0	0	0	0	0	0	0
343413	0	0	0	1	0	0	0	0	0	0	0	0
107985217	0	0	0	0	0	0	0	0	0	0	0	0
56833	1	0	1	0	2	4	1	1	1	1	1	3
284677	4	0	1	0	2	3	1	1	1	2	1	3
391123	0	0	0	0	0	0	0	0	0	0	0	0
107985216	0	1	1	0	2	0	1	0	0	2	0	0
25790	12	4	5	5	4	2	5	1	1	5	3	2
100422852	0	0	0	0	0	0	0	0	0	0	0	0
8407	977	308	932	633	360	435	572	325	581	1012	378	591
57549	167	61	86	92	72	70	72	97	89	156	131	87
89886	0	0	0	0	0	0	0	0	0	0	0	0
100505633	0	0	0	0	0	0	1	0	0	0	0	0
93183	324	91	327	163	87	96	370	135	134	492	115	198
3766	44	13	34	17	4	5	46	22	10	64	26	16
3765	3	2	3	3	1	1	3	4	3	5	3	3
93185	855	238	475	461	513	462	225	261	605	725	430	518
477	2935	826	2242	1427	636	658	1684	1071	878	2561	1186	1261
480	21	6	9	6	3	4	5	7	8	9	12	11
844	16	3	17	8	9	9	14	6	11	15	5	9
729867	20	8	8	15	14	10	9	12	12	18	17	18
8682	2260	497	2182	872	565	656	1815	848	687	1784	794	842
50717	2786	632	2812	1213	878	948	1883	788	934	2665	895	1399
100287049	13	2	21	8	8	12	16	9	14	29	5	16
5824	4134	898	4364	1394	1077	1287	2595	1301	1196	3115	1076	1640
107985219	103	26	98	48	54	64	50	31	43	89	30	73
1314	5442	1203	6030	2364	2182	2959	3591	1715	1962	4784	1344	3454
474338	252	38	217	86	53	65	190	71	67	199	72	72
23385	2164	551	1901	979	533	653	1536	818	729	1882	637	932
4807	7	2	7	7	2	1	5	4	10	18	5	5
105371466	29	17	23	23	6	10	33	13	21	69	14	23
57216	3493	963	2913	1691	1162	1209	2602	1321	1220	3376	1232	1752
105371467	0	0	0	0	0	0	0	0	0	0	0	0
114836	0	0	0	0	0	0	0	0	0	0	0	0
105371468	0	0	0	0	0	0	0	0	0	0	0	0
8832	0	0	0	0	0	0	0	0	0	0	0	0
6504	0	0	0	0	0	0	0	0	0	0	1	0
107985220	0	0	0	0	0	0	0	0	0	0	0	0
962	3	0	4	0	2	3	1	2	2	8	3	1
57823	0	0	0	0	0	0	0	0	0	0	0	0
105371470	0	0	0	0	0	0	0	0	0	0	0	0
4063	0	0	0	0	0	0	0	0	0	0	0	0
51744	0	0	0	0	0	0	0	0	0	0	0	0
55600	0	1	0	1	0	0	0	0	1	1	0	0
101928372	12	2	9	4	3	3	8	2	3	14	4	5
142683	62	8	72	35	19	24	46	20	37	68	30	29
50848	9257	2052	10026	3560	4386	5041	5630	2534	3438	7367	2450	5750
100131187	542	157	388	247	285	303	212	146	274	445	234	325
7391	832	249	744	395	324	329	513	358	370	670	366	417
257106	4	2	6	4	3	7	5	3	9	9	4	11
81607	11	0	16	3	5	3	3	0	6	6	4	8
105371471	0	0	0	0	0	0	0	0	0	0	0	0
126823	97	21	98	36	41	43	33	20	61	103	33	60
5202	1086	273	1147	460	461	452	678	330	455	946	363	620
4817	809	212	685	403	292	317	393	294	417	707	288	428
9191	965	254	915	466	374	342	797	419	385	1092	376	493
51506	1912	440	1831	824	555	632	1436	667	539	1564	589	801
112543491	1	0	0	1	0	0	1	0	0	6	0	0
27005	550	140	391	235	223	234	259	172	255	465	256	330
5498	362	112	261	171	138	161	155	139	205	368	161	234
8703	596	140	457	259	298	290	308	240	262	512	237	337
9507	186	57	253	164	118	70	154	73	152	259	77	124
4720	3755	983	3769	1802	1368	1432	2258	1229	1514	3493	1244	1971
2207	4	0	3	1	1	4	3	3	2	5	1	4
336	0	0	0	1	0	0	0	0	3	0	0	1
84134	375	88	404	136	129	123	288	170	177	377	144	196
100847090	5	3	7	3	5	4	4	3	5	6	3	3
9970	47	11	63	19	18	21	41	27	27	49	28	30
654790	20	3	21	11	5	4	17	6	6	15	9	10
105371472	1	0	0	1	1	0	1	0	1	1	0	1
107985221	0	0	1	1	0	0	0	0	0	2	0	0
4359	60	26	38	23	32	19	21	15	41	85	19	34
6391	3392	825	4148	1480	989	1141	2992	1183	1226	3638	1156	1639
257177	77	17	117	36	25	33	69	26	29	106	21	60
100189373	0	1	0	1	0	0	2	1	0	1	0	0
100189407	0	0	0	1	0	0	0	0	0	0	0	1
100189402	0	0	0	0	0	0	0	0	0	0	0	0
100188997	0	0	0	0	0	0	0	0	0	0	0	0
100189412	0	0	0	0	0	0	0	0	0	0	0	0
100189394	0	0	0	0	0	0	0	0	0	0	0	0
100189366	0	0	0	0	0	0	0	0	0	0	0	0
100189091	0	0	0	0	0	0	0	0	0	0	0	0
100189260	0	0	0	0	0	0	0	1	0	0	0	0
100189235	0	0	0	0	0	0	0	0	0	0	0	0
100189009	0	0	0	0	0	0	0	0	0	0	0	0
100189252	0	0	0	0	0	0	0	0	0	0	0	0
100189385	0	0	0	0	0	0	1	0	0	0	0	0
100189141	0	0	0	0	0	0	0	0	0	0	0	0
100189290	0	0	0	0	0	0	0	0	0	0	0	0
100189316	0	0	0	0	0	0	0	0	0	0	0	0
100189230	0	0	0	0	0	0	0	0	0	0	0	0
100189259	0	0	0	0	0	0	0	0	0	0	0	0
100189188	0	0	0	0	0	0	0	0	0	0	0	0
100189134	0	0	0	0	0	0	0	0	0	0	0	0
100189364	0	0	0	0	0	0	0	0	0	0	0	0
100189160	0	0	0	0	0	0	0	0	0	0	0	0
100189017	0	0	0	0	0	0	0	0	0	0	0	0
100189039	0	0	0	0	0	0	0	0	0	0	0	0
100189120	0	0	0	0	0	0	0	0	0	0	0	0
100189139	0	0	0	0	0	0	0	0	0	0	0	0
100189274	0	0	0	0	0	0	0	0	0	0	0	0
105371473	0	0	0	0	0	0	0	0	0	0	0	0
2212	17	5	20	4	9	7	10	5	13	11	10	14
100189380	0	0	0	0	0	0	0	0	0	0	0	0
3310	0	0	0	0	0	1	0	0	0	0	0	1
100189018	0	0	0	0	0	0	0	0	0	0	0	0
100189011	0	0	0	0	0	0	1	0	0	0	0	0
100189126	0	0	0	0	0	0	0	0	0	0	0	0
2214	1	0	0	0	0	0	0	0	1	0	2	0
9103	4	1	5	1	1	2	3	1	2	2	1	3
3311	2	0	1	0	0	0	2	0	0	1	0	1
100189003	0	0	0	0	0	0	0	0	0	0	0	0
2215	0	0	0	1	0	0	1	0	1	0	0	0
2213	1	1	4	2	1	0	2	0	1	0	2	3
641311	1	0	2	1	0	0	0	0	0	0	0	0
84824	1	0	0	0	0	0	0	0	0	0	0	0
127943	1	1	2	0	2	0	1	1	3	2	1	2
11266	570	137	544	287	109	135	587	185	231	621	175	185
102724329	13	2	7	5	3	0	2	6	3	14	1	8
22926	1491	304	1780	560	465	542	950	375	452	1337	326	789
25903	195	66	202	108	82	75	97	61	115	151	78	114
9722	129	26	78	65	32	33	95	65	64	117	35	82
105371475	0	0	1	0	0	0	0	0	0	1	0	0
100616386	0	0	0	0	0	0	0	0	0	0	0	0
693141	0	0	0	0	0	0	0	0	0	0	0	0
284680	1	0	1	1	0	0	1	1	0	5	0	2
400793	493	147	329	274	177	141	310	251	198	439	229	272
117157	0	0	0	0	0	0	0	0	0	0	0	1
105371497	0	0	1	0	1	0	1	0	0	2	0	1
127933	1411	284	1814	542	580	600	1317	315	442	1437	367	932
102724358	0	0	0	0	0	0	0	0	0	0	0	0
6675	1135	204	1306	447	428	493	849	360	359	967	323	657
4921	110	40	46	54	6	16	1106	66	124	517	34	34
51478	691	139	390	200	232	300	466	242	161	398	282	371
339512	0	0	0	0	0	0	0	0	0	0	0	0
107985223	0	0	0	0	0	0	0	0	0	0	0	0
5999	4	2	11	0	0	1	5	1	0	2	0	2
8490	253	98	375	197	57	38	1580	137	385	1305	157	141
101928404	0	0	1	1	0	0	2	0	0	2	0	0
83540	1567	298	2019	548	499	542	1190	398	436	1352	379	706
100422212	0	0	0	0	0	0	0	0	0	0	0	0
5087	8212	1881	7983	3206	1581	2114	6783	2795	2060	7302	1947	3156
100505795	0	0	0	0	0	0	0	0	0	0	0	0
107985451	0	0	0	0	0	0	0	0	0	0	0	0
107985452	0	0	0	0	0	0	0	0	0	0	0	0
4009	0	0	0	1	0	0	1	0	0	0	0	0
105371561	1	0	0	0	0	0	0	0	0	0	0	0
102725140	0	0	0	0	0	0	0	0	0	0	0	0
6258	0	0	0	0	0	0	1	0	0	0	0	0
400794	0	0	0	0	1	0	0	0	0	0	0	0
440699	0	0	0	0	0	0	1	0	0	0	0	0
4259	1481	354	1542	617	542	606	1080	499	588	1364	556	818
223	3414	769	3361	1278	1016	1176	2560	1144	1021	2862	1042	1650
440700	1	0	1	0	0	1	1	0	0	4	0	0
105371581	1	0	0	2	0	0	0	0	0	0	0	0
54499	1555	379	1720	639	355	405	1598	552	455	1488	475	558
100147773	12	2	8	7	6	4	10	2	1	21	8	6
7371	2597	617	2245	1059	831	927	1808	946	927	1975	805	1253
100500832	87	15	80	27	24	28	71	31	26	67	23	34
149297	38	12	25	26	8	12	40	17	23	72	14	18
105371586	9	1	5	2	1	2	3	0	2	8	2	3
100126349	0	0	0	0	0	0	0	0	0	0	0	0
112268276	3	1	3	1	0	0	3	1	2	4	2	0
105371590	0	0	0	0	0	0	0	0	0	0	0	0
116123	0	0	0	0	0	0	0	0	0	0	0	0
57645	1771	446	1929	763	643	594	1406	628	629	1721	527	994
117143	1082	265	1196	416	356	403	899	346	356	972	269	496
387597	184	33	215	69	60	58	135	63	71	133	52	116
84944	5	3	6	1	1	4	4	0	4	3	3	4
105371600	1	0	1	0	0	0	0	0	1	1	1	2
10223	8	1	4	4	5	1	7	4	5	16	1	4
105371598	0	0	0	0	0	0	0	0	0	0	0	0
92235	6	5	3	2	0	4	6	5	1	7	6	2
105371601	1	0	0	0	0	0	0	0	0	0	0	0
101928484	0	0	0	1	3	5	1	0	0	1	0	2
5451	2384	593	2725	897	496	627	2117	788	546	2626	722	1042
919	12	7	9	13	5	5	18	13	8	22	6	10
101928512	1	0	0	0	0	0	0	1	0	0	0	0
107985224	4	0	3	4	0	1	2	0	1	6	2	5
8804	1064	219	1224	390	294	366	944	377	354	1016	289	453
92241	29	15	36	16	7	16	35	13	14	36	14	20
100189211	0	0	1	0	0	0	0	0	0	0	0	0
100189019	0	0	0	0	0	0	0	0	0	0	0	0
9019	3542	779	3669	1339	1078	1296	3170	1134	1161	3321	976	1712
55811	1	1	2	2	0	1	1	2	1	3	0	1
25874	485	95	472	216	147	155	366	158	159	520	142	200
55827	381	85	415	202	95	135	381	158	131	420	118	181
100313835	0	0	0	0	0	0	0	0	0	0	0	0
23432	515	135	426	260	152	185	364	218	189	331	207	283
261726	1426	274	1621	660	511	538	1079	413	452	1251	338	679
375035	483	155	627	269	128	151	515	193	203	494	144	260
84832	37	11	58	16	5	16	37	14	15	40	7	24
9095	19	4	29	9	13	10	22	10	7	11	13	11
693142	0	0	0	0	0	0	0	0	0	0	0	0
100505918	0	0	0	0	0	0	0	0	0	0	0	0
101928565	0	0	0	0	0	0	0	0	0	0	0	0
6846	4	1	2	1	1	1	2	0	2	4	1	3
6375	14	3	21	8	5	6	4	4	4	28	4	14
105371604	0	0	0	0	0	0	0	0	0	0	0	0
1805	0	0	0	0	0	0	0	0	0	0	0	0
79100	0	0	2	0	0	0	0	1	1	0	0	1
105371606	0	0	0	0	0	0	0	0	0	0	0	0
101978719	0	0	0	0	0	0	0	0	0	0	0	0
101928596	0	0	0	0	0	0	0	0	0	0	0	0
481	1634	346	1911	800	499	561	1547	444	577	1613	449	691
29922	594	120	577	246	141	171	536	207	170	510	202	209
8548	308	70	381	140	115	137	349	105	119	371	89	155
105371605	0	0	0	0	0	0	0	0	0	0	0	0
57821	177	49	240	78	52	44	208	70	78	213	49	77
10560	1578	329	1586	660	423	572	1158	441	344	1241	446	681
2153	1	0	11	0	0	2	2	0	5	4	0	3
6403	0	0	0	0	0	0	0	0	0	0	0	0
107985745	1	0	0	0	0	0	0	0	0	0	0	0
6402	1	0	3	0	0	1	2	0	0	1	1	1
6401	0	0	0	0	0	0	0	0	0	1	0	0
101928628	0	0	0	0	0	0	0	0	0	0	0	0
92342	273	66	304	129	91	74	275	73	89	317	67	118
55732	736	180	793	384	159	211	774	297	213	761	229	290
57147	311	75	394	183	74	107	345	116	105	331	93	154
22920	206	55	233	97	82	86	154	53	64	200	55	107
105371608	0	0	0	0	0	0	0	0	0	0	0	0
149281	13	5	13	6	7	4	13	3	3	9	0	12
100423010	0	0	0	0	0	0	0	0	0	0	0	0
100422839	0	0	0	0	0	0	0	0	0	0	0	0
105371609	0	0	0	0	0	0	0	0	0	1	0	0
284688	0	0	0	0	0	0	0	1	0	0	0	0
101928650	5	0	2	3	2	1	2	1	2	4	0	3
92344	379	79	329	169	105	125	346	143	112	386	105	155
105371610	0	0	0	0	0	0	0	0	0	0	0	0
5396	0	0	3	0	0	0	1	0	0	2	0	0
80133	0	0	0	0	0	0	0	0	0	0	0	0
2328	0	0	0	0	0	0	1	0	0	0	0	0
100302178	0	0	0	0	0	0	0	0	0	0	0	0
100847009	0	0	0	0	0	0	0	0	0	0	0	0
105371611	3	3	5	7	2	0	1	0	0	7	1	2
388714	0	0	1	0	0	0	0	0	0	1	0	0
2327	0	0	1	1	0	0	1	1	4	2	0	1
2326	5	0	8	5	1	2	5	0	4	4	0	4
2329	79	28	105	37	23	37	62	24	46	120	26	50
7151	38	13	41	17	12	11	39	18	16	43	14	12
23215	8235	2207	9817	4262	1921	2495	6710	2681	2444	8293	2065	4238
110806290	0	0	0	0	0	0	0	1	0	0	0	0
4653	0	0	0	0	0	0	0	0	0	0	0	0
8674	406	80	435	190	132	157	314	111	113	420	145	230
105371614	0	0	0	0	0	0	0	0	1	0	0	0
51603	1259	355	1397	804	477	508	1009	587	634	1315	470	709
26052	33	15	69	40	7	16	66	21	26	76	18	27
100874284	0	0	0	0	0	0	0	0	0	0	0	0
100628315	0	0	0	0	0	0	0	0	0	0	0	0
406996	0	0	0	0	0	0	0	0	0	0	0	0
100422882	0	0	0	0	0	0	0	0	0	0	0	0
406977	0	0	0	0	0	0	0	0	0	0	0	0
102724528	11	3	23	11	2	2	18	7	7	15	5	6
92346	13	2	9	11	4	3	8	6	5	19	5	5
5279	723	182	738	361	188	208	575	256	239	645	248	303
51430	2365	459	2881	979	896	987	2098	698	701	2191	500	1214
356	0	0	0	0	0	0	0	0	0	0	0	0
107985225	0	0	0	0	0	0	0	0	0	0	0	0
105371618	0	0	0	0	0	0	0	0	0	0	0	0
8995	1	0	0	0	0	0	0	0	0	0	0	0
7292	52	23	58	24	10	11	47	21	24	59	24	26
100506023	20	6	17	10	7	4	14	13	13	25	6	6
107985227	3	2	8	1	1	2	5	5	3	7	3	2
101928673	5	3	9	2	1	3	4	3	5	12	3	3
9588	8907	1985	8570	4292	2728	3116	6179	2842	3016	7765	3047	4046
284525	3	0	0	0	0	0	0	0	0	0	0	0
730159	10	3	7	3	1	2	0	3	0	0	0	6
339416	57	8	38	19	14	11	146	26	106	376	39	18
105371619	0	0	1	0	0	0	69	2	44	139	18	0
27252	348	80	354	172	68	94	419	120	105	478	117	138
91687	337	67	420	177	89	103	297	114	130	278	90	166
55157	1471	376	1643	799	256	350	1188	556	375	1211	463	568
100506046	306	72	261	152	100	136	228	102	113	291	109	146
60674	6999	1556	7003	3603	2565	2980	7324	2177	2689	8218	2369	3418
26769	44	11	37	26	24	12	43	20	17	70	27	25
26802	98	24	127	59	51	32	118	26	41	223	56	73
26774	97	26	116	46	39	53	103	37	46	156	56	70
26770	32	11	30	13	18	9	41	13	16	78	18	34
692198	21	4	14	7	12	7	13	8	10	27	10	20
26806	25	7	31	9	19	8	52	16	17	61	18	22
106635533	1144	215	1154	534	380	490	1240	315	419	1279	323	493
692197	19	3	19	9	5	3	19	5	9	30	9	15
692196	49	8	42	23	19	16	54	10	16	93	23	42
692195	2	1	5	3	1	0	8	1	1	10	2	3
619498	11	2	6	7	7	5	13	4	3	13	2	7
84614	510	92	632	201	130	173	352	124	137	493	97	340
462	1	1	2	0	0	0	1	0	1	2	0	2
149041	420	117	569	180	144	110	508	172	119	414	111	220
105371620	1	0	1	3	0	1	0	2	1	2	0	1
102724601	0	1	0	0	0	0	1	0	0	0	0	1
9910	2032	498	2611	1103	556	584	2375	674	803	3415	571	913
