GeneID	perturbed	perturbed	perturbed	perturbed	perturbed	perturbed	perturbed	control	control	control	control	control	control	control
1356	94	129	85	70	82	95	40	311	345	690	298	431	504	306
101927942	1	0	0	0	0	1	1	1	1	1	1	4	2	0
107986140	1	3	3	0	1	0	1	0	1	0	1	0	0	3
116441	1	3	1	2	0	1	1	3	0	3	1	0	3	1
4071	14101	11470	11791	11853	13786	14314	12343	11039	8830	8076	7714	8205	8451	12622
100874091	118	132	124	107	104	127	148	100	26	30	49	36	33	109
105374151	11	17	13	10	8	14	26	16	5	9	0	7	8	16
7104	29558	27979	21758	20227	32928	40875	35776	31275	18434	18102	18108	17613	22687	37096
25937	23	28	32	29	27	30	41	257	412	510	332	464	532	251
100128025	0	0	1	0	0	0	0	0	0	0	0	0	0	1
51122	813	868	887	749	1211	1033	804	965	1033	848	690	868	1108	1202
389161	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11342	611	746	688	517	804	738	538	833	1189	855	687	887	1026	1286
105374152	2	5	6	3	4	8	3	4	5	4	5	11	5	7
5217	1750	1332	1608	1498	2613	2040	1493	1995	2575	1874	1691	2356	2809	1902
646903	9	7	5	12	15	24	7	8	12	11	12	25	18	10
653659	645	545	535	459	653	546	476	518	309	342	291	333	355	451
105374153	0	2	1	1	2	1	1	1	3	0	3	1	0	3
107986046	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105374313	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101927992	2	0	0	8	1	2	4	2	2	4	2	3	4	17
101928022	2	2	2	1	1	3	6	5	1	1	1	1	0	3
105374154	0	0	1	0	1	0	0	0	0	0	0	0	0	0
107986141	0	0	0	0	0	3	0	0	0	0	0	3	0	2
107986142	0	2	0	0	0	0	0	0	0	0	0	0	1	0
9819	329	202	294	285	410	363	179	464	1094	673	500	860	838	399
27230	2516	1834	1997	2237	4158	2946	2344	2984	4359	2680	2637	3135	3906	2787
83939	6063	6504	6136	4857	6584	6131	5483	4690	3800	3041	2802	3347	3810	7926
51714	2353	3039	2892	1670	3159	2474	2175	2304	2412	1493	1388	1804	2323	4548
131831	6	10	2	5	5	11	10	6	5	7	7	4	8	4
101928085	43	30	34	31	38	39	58	34	16	23	24	30	30	28
101928105	7	3	3	2	2	8	1	10	1	2	4	4	1	3
6478	1006	671	735	819	1260	1093	651	1004	1184	1251	945	1081	1099	515
105374155	8	4	5	3	4	5	7	2	1	6	9	5	3	3
646951	0	1	5	0	1	1	2	3	1	1	1	0	2	0
7401	0	0	0	1	0	0	0	0	0	0	0	1	1	0
116933	0	1	0	0	1	1	0	0	0	0	1	0	0	0
116931	5	4	4	4	5	3	3	3	8	2	8	7	6	7
29909	0	0	1	0	1	0	0	0	0	0	0	0	0	4
9934	0	0	0	0	0	0	0	0	0	0	0	0	0	0
53836	264	406	342	152	240	236	175	244	184	198	167	245	257	376
53829	0	0	0	0	0	0	0	0	0	0	0	0	0	1
64805	0	0	0	0	0	0	0	0	0	0	0	0	0	0
285313	68	87	98	58	71	84	61	123	279	151	123	270	231	105
100847036	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105374157	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105374158	0	0	0	0	0	0	0	0	0	0	1	1	0	0
344752	0	1	0	0	0	1	2	1	0	2	1	2	3	3
101928142	2	2	2	2	2	4	3	6	2	4	0	2	3	7
201651	92	110	132	97	163	107	104	137	135	64	49	101	129	261
105374160	16	26	29	3	23	16	21	26	31	13	18	17	26	34
13	372	412	456	330	824	739	1594	1451	993	554	584	1005	1257	2493
56670	62	204	145	105	220	169	106	547	1955	907	596	1057	1484	1241
105374159	0	0	0	0	0	0	1	0	0	0	0	0	0	0
107986047	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101928166	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4154	1214	1256	1743	1108	1757	1570	759	1255	3065	1542	1354	1922	2478	1529
401093	35	31	27	54	81	71	32	55	101	70	42	80	73	34
105374162	2	2	0	1	1	0	3	1	6	1	1	8	6	6
645843	0	3	0	1	0	0	0	0	0	0	0	3	3	1
105374163	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102724289	0	0	0	0	0	1	0	0	1	0	0	0	0	0
5028	9	8	7	5	13	9	7	0	4	1	3	1	4	1
5912	591	377	465	541	834	709	543	518	655	549	529	637	688	395
105374164	0	0	0	1	0	2	0	0	0	1	0	1	0	0
105374166	0	0	0	0	0	0	0	0	0	1	0	0	0	3
105374165	0	0	0	0	1	0	1	0	0	0	0	0	0	1
107986147	0	0	0	0	0	0	0	0	0	0	0	0	0	0
152118	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100507524	4	4	6	4	6	5	4	1	1	2	5	4	7	10
26084	39	24	44	41	78	51	29	62	106	100	59	109	118	38
105374167	2	1	1	5	2	0	1	1	5	0	4	3	3	5
170506	527	488	541	439	691	681	415	530	991	774	592	923	1033	596
344758	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105374170	1	0	1	0	0	0	0	0	0	0	0	0	0	2
105374171	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4311	2	3	2	3	11	2	7	15	5	2	0	0	6	2
101928190	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100507537	1	0	0	0	1	0	0	0	0	0	0	0	0	2
105374172	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23007	53	35	32	41	52	77	39	65	83	83	43	73	78	46
100874036	0	0	0	0	0	0	0	0	0	0	0	0	0	0
285315	13	6	4	17	19	12	16	15	19	19	23	18	24	17
9197	315	255	264	244	412	373	199	291	556	410	376	474	605	285
105374174	2	1	0	1	2	1	0	3	0	0	0	0	2	3
8833	1280	921	1161	1180	1449	1352	953	1172	1588	1534	1333	1749	1715	1049
7881	709	583	674	513	670	644	545	498	796	598	606	816	802	639
100874083	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100874084	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6747	2399	2517	2945	1670	2189	1966	1493	1666	2231	1945	1660	2170	2214	2189
100287227	70	65	61	48	81	105	90	72	30	31	22	27	25	62
25976	360	332	404	407	497	524	293	450	928	693	528	679	790	440
107986148	0	2	2	3	1	1	1	0	8	1	10	3	9	0
730091	8	9	16	18	18	18	12	14	12	11	7	11	16	10
647033	51	16	25	42	77	70	44	74	76	101	85	81	84	53
389170	12	13	15	12	15	19	16	9	6	13	11	11	21	22
339894	8	6	15	8	16	17	10	6	9	10	9	15	7	10
105374177	45	28	42	32	46	58	39	13	3	11	8	9	6	9
100498859	1	1	4	1	8	0	1	2	0	1	0	1	0	1
57018	933	1055	1189	735	705	713	548	842	1267	860	1200	1736	1359	966
101928236	4	5	6	8	5	4	7	10	5	6	17	5	7	9
105374179	0	0	0	1	0	0	0	0	0	0	0	0	0	1
79674	0	1	0	0	3	0	0	1	3	4	1	6	1	2
5806	0	0	0	0	0	0	0	0	0	0	2	0	1	0
152078	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6474	4	7	10	1	6	2	2	8	19	12	13	1	14	8
51319	235	187	183	231	337	303	171	213	258	240	199	254	273	198
110599565	0	0	0	0	0	0	0	0	0	0	0	1	0	1
100996447	12	12	11	13	13	13	12	14	15	11	13	14	14	7
4291	794	992	957	599	919	963	1112	556	407	321	324	387	463	831
85476	717	515	567	582	856	872	528	691	1021	875	727	1024	1273	638
56925	324	347	333	221	357	330	330	363	238	210	162	195	258	705
5918	202	142	132	122	187	226	175	179	158	176	153	166	185	173
112268457	0	0	0	1	1	0	2	0	0	1	2	1	0	1
100287290	16	13	13	18	24	33	22	29	47	20	29	34	34	15
64747	302	230	235	293	391	418	329	405	604	527	474	571	721	329
105374181	1	0	1	0	0	0	0	1	0	1	0	0	0	0
100505385	12	13	12	11	16	10	10	8	18	17	8	13	10	11
654502	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29970	12	13	12	11	16	10	10	8	18	17	8	13	10	11
100500803	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100874433	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101928351	0	0	1	1	0	1	1	0	2	0	0	1	0	0
101928376	0	0	0	0	0	0	2	0	0	0	0	0	0	0
3592	0	2	0	0	2	2	3	1	3	1	0	1	1	2
730109	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105374314	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107986149	0	0	0	0	0	0	0	0	0	0	0	0	1	0
401097	1	3	0	1	3	1	4	2	2	2	2	0	5	2
100174949	119	153	171	119	212	174	120	163	314	149	158	219	289	287
57560	112	147	164	113	200	163	113	147	265	132	135	195	253	264
10051	929	1005	1191	846	1071	985	550	1186	2461	1580	1299	2190	2538	1334
406949	0	0	0	0	0	0	0	0	0	0	0	0	0	0
406951	0	0	0	0	0	0	0	0	0	0	0	0	0	0
286827	51	58	46	54	67	78	56	101	176	101	101	130	156	86
3840	916	749	887	765	1203	1010	543	1063	2356	1586	1304	1757	2130	906
677767	16	4	1	0	0	2	0	2	0	1	0	14	0	2
80117	786	1027	1038	392	611	522	681	513	470	224	279	540	504	1116
151742	40	35	45	59	49	44	25	51	187	95	70	158	141	46
8706	0	1	4	0	1	0	0	1	4	2	1	3	7	0
105374186	1	0	0	0	0	0	0	0	0	0	0	0	0	0
51068	1719	2145	2021	1337	2467	2077	1614	1747	1769	1273	1094	1356	1751	2805
105374187	19	20	28	14	8	8	15	10	17	7	16	22	17	12
112268450	0	3	4	2	1	1	3	2	4	4	2	7	4	2
165679	105	113	95	49	68	32	33	91	92	67	46	80	86	72
107986150	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101243545	7800	8229	8027	3873	4368	4594	6019	3107	1425	1628	1466	1714	1353	5997
131149	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107986048	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107986049	0	0	0	0	0	0	0	0	0	0	0	0	0	0
647107	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105374188	0	0	1	0	1	0	0	0	0	0	0	0	0	1
102724419	0	0	0	0	0	0	0	0	0	0	0	0	0	1
100302148	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105374189	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105374190	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105374191	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107986151	0	0	0	0	0	0	0	0	0	0	0	0	0	0
104355289	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107986050	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6476	5	6	7	9	24	25	24	3	15	2	4	2	5	9
105374192	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101928405	0	0	0	0	0	0	0	0	0	0	0	0	0	1
22865	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103695433	3	0	2	0	0	0	1	0	0	0	0	0	1	0
590	0	0	0	0	6	4	6	5	0	0	0	0	1	0
105374194	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105374193	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105374195	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105374196	0	0	0	0	0	0	0	0	0	1	0	1	0	0
79740	1	0	1	0	0	0	6	1	2	1	1	2	6	5
104310350	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5276	0	1	0	0	0	0	0	0	0	0	0	1	0	0
105374197	0	0	0	0	0	0	0	0	0	0	0	0	0	0
151790	0	1	0	1	0	0	0	0	0	0	0	0	0	2
11235	2221	2964	2888	1373	2571	2239	2155	2006	1666	1067	971	1324	1707	4361
5274	22	9	11	12	29	19	18	16	8	5	3	10	3	8
646168	0	0	0	0	1	0	0	0	0	0	0	0	0	2
107986152	15	16	11	10	15	10	10	15	49	10	25	25	27	19
27333	342	205	238	356	568	580	285	605	1379	860	642	1123	1302	385
93556	0	1	1	1	0	0	1	0	0	0	1	0	0	5
693136	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105374200	0	0	0	0	0	0	1	0	0	0	0	0	0	0
100507661	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105374201	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107986051	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2122	792	663	762	841	1029	1026	453	840	1436	969	748	1247	1219	810
105374206	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105374205	5	0	2	4	1	2	2	3	3	1	1	6	1	3
7012	6	2	2	0	3	0	4	2	2	0	0	1	1	3
84517	67	53	50	36	55	51	45	65	45	52	44	72	56	48
100189318	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55892	765	993	882	494	1043	795	717	664	590	405	331	507	625	1157
151827	22	35	36	15	34	38	47	40	68	36	36	43	82	59
344657	9	1	3	3	2	3	1	10	10	11	3	2	5	1
79782	94	95	94	106	135	155	107	254	172	107	122	138	199	265
344658	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100128164	0	0	0	0	1	0	1	1	0	0	1	1	1	1
7095	2901	2990	2483	2238	3640	3217	2517	2893	3185	2209	1928	2534	3266	4006
26996	250	285	254	185	445	363	335	463	780	266	294	407	578	1068
80012	196	202	189	252	386	384	166	327	949	469	389	604	765	345
105374209	3	1	2	1	6	3	3	7	7	3	2	5	7	7
5584	718	574	694	807	1577	1230	577	997	2102	1257	851	1313	1866	900
6498	274	292	309	211	475	427	185	411	1225	466	389	696	883	565
5010	11	3	15	12	27	49	15	24	3	1	0	4	2	2
102465497	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57709	1	0	0	0	0	0	1	0	0	0	0	0	0	1
101928583	1	1	0	0	0	0	2	0	1	0	0	0	0	0
105374211	0	0	0	0	0	0	0	0	0	0	0	0	0	0
200916	2885	3290	3439	1741	2475	2233	2813	1855	1026	787	781	1212	1308	3514
56648	73	81	107	83	156	156	110	111	315	161	125	206	267	151
6514	54	38	48	46	74	91	164	80	130	45	54	86	127	136
23043	268	207	222	266	531	469	226	631	1464	982	651	1228	1225	437
105374216	2	0	1	2	5	3	2	5	16	9	4	13	11	2
693154	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102724479	30	28	30	36	42	51	38	39	31	24	23	36	33	40
5337	320	230	294	300	403	675	689	598	1179	685	719	974	1204	655
389177	0	0	0	0	0	0	0	2	0	0	0	0	0	0
100874219	0	1	0	0	0	0	0	0	0	0	0	0	0	0
105374218	0	1	0	0	0	0	0	0	0	0	0	0	0	0
105374217	0	0	0	0	0	0	0	1	0	0	0	0	0	1
64778	476	384	467	465	663	684	276	726	1913	1281	847	1435	1426	636
107986153	10	16	18	9	7	6	8	16	20	11	19	18	15	19
2693	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8743	609	638	561	693	543	734	684	843	787	869	741	728	797	1110
105374219	0	0	0	0	0	0	0	1	0	0	0	1	0	0
57552	372	313	370	328	419	453	204	480	851	755	588	831	940	322
1894	1682	2021	2047	1540	2284	2101	1079	2036	3852	2387	1707	2652	3776	2949
107986052	0	2	0	0	0	0	0	0	0	0	0	0	1	0
83893	0	1	0	0	0	0	1	3	0	0	0	0	0	5
105374221	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105374220	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105374224	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22871	0	0	0	1	0	0	0	2	0	0	0	0	0	0
105374225	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100874010	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105374226	0	0	0	0	0	0	0	0	0	0	0	0	0	0
254827	207	255	217	200	303	324	215	256	383	233	145	250	368	407
107986027	2	2	1	1	1	1	0	0	1	2	1	2	4	1
100862679	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100874244	0	0	0	0	1	0	0	0	0	0	0	0	0	0
100616395	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100874245	0	0	0	0	0	0	0	0	0	0	0	0	0	1
102465858	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105374230	0	0	0	0	1	0	0	0	0	0	0	2	2	1
100505547	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105374229	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101928684	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79718	1054	950	1210	984	1499	1249	814	1268	2537	1169	1202	1781	1916	2024
107986053	0	0	0	0	0	0	0	0	0	0	0	0	1	1
100820709	3	2	4	10	5	2	8	7	3	2	6	5	6	7
100505566	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101928711	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102724550	1	1	0	0	0	0	0	0	0	0	0	0	0	1
107986154	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105374234	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107986155	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107986156	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105374235	0	0	1	0	1	1	0	0	0	0	0	0	0	0
100874330	2	1	0	0	2	3	5	0	0	0	1	0	1	2
104797538	14	16	11	13	14	11	16	12	14	12	18	10	11	21
10242	1	3	2	0	2	4	4	0	0	2	1	5	2	5
64393	91	98	111	87	152	125	102	131	349	216	166	254	343	173
101928739	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5290	297	298	354	249	360	358	207	326	775	417	334	498	654	392
27094	24	25	20	23	32	32	25	40	55	42	49	62	49	26
51193	387	363	422	359	617	475	372	398	717	454	442	595	736	530
55669	1032	1186	1103	806	1538	1289	836	900	1206	829	673	980	1387	1434
59345	5	5	6	5	3	3	7	4	33	43	27	42	7	44
107986157	0	0	0	0	0	0	0	0	0	0	0	0	0	0
86	3247	3491	3192	2168	2913	2914	2569	2333	1802	1699	1372	1869	2006	3543
57129	2428	2885	3009	1397	2172	1908	2631	1527	723	690	659	887	783	2941
4711	1289	1284	1361	871	1048	983	1006	882	854	690	678	774	791	1074
107986158	5	6	9	4	6	5	6	3	3	2	5	4	3	10
8975	108	75	90	115	110	109	80	95	211	136	122	207	186	85
51555	0	0	0	0	0	1	0	0	0	0	0	0	0	2
101928790	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100505609	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101928856	0	1	0	0	1	1	0	1	0	0	0	0	0	1
151613	292	398	475	267	346	273	199	224	560	287	370	544	631	509
339829	5	5	7	1	6	8	3	8	14	2	12	19	16	15
101928882	0	0	0	0	1	0	0	0	0	0	0	0	0	0
105374240	2	2	3	1	2	1	1	2	1	1	0	1	2	2
8087	3865	4114	3777	2399	3678	3110	2524	2285	2361	1769	1430	1858	2119	3454
131118	1043	1071	1102	561	976	870	1060	728	376	285	305	387	392	1201
347689	2	0	1	1	2	0	1	0	1	0	0	0	0	5
102724604	0	0	0	0	0	0	0	0	0	0	0	1	0	0
6657	1	1	0	1	12	9	9	7	0	0	0	0	0	1
100996490	0	0	0	0	1	0	2	1	0	0	0	0	0	4
105374242	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105374243	0	0	3	0	2	1	1	0	0	0	0	0	0	0
401103	0	0	0	0	0	0	0	1	0	0	0	0	0	0
105374244	0	0	0	0	0	0	0	0	0	0	1	0	0	1
102724617	0	0	0	0	1	0	1	0	0	0	0	0	0	1
107986054	0	0	0	0	0	0	0	1	0	0	0	0	0	0
105374245	3	0	0	0	0	3	2	0	1	0	2	0	1	0
23200	783	728	811	647	1047	989	517	986	2298	1211	1003	1374	1859	1193
54165	600	775	815	421	872	632	528	590	998	426	400	572	790	1488
105374246	0	0	0	0	0	0	1	0	0	0	1	1	0	0
56922	361	280	333	342	328	327	247	379	422	381	352	518	440	259
105374247	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27074	10	10	8	14	15	6	7	19	30	38	41	44	26	9
23101	16	20	28	13	20	24	19	18	84	19	36	56	63	60
84002	303	315	355	223	397	427	201	287	875	479	411	573	796	410
107986160	18	18	16	10	21	22	11	45	45	48	34	57	44	26
107986161	2	2	1	4	3	6	1	4	4	3	5	10	8	4
100505687	0	7	1	2	1	0	7	5	0	0	2	0	0	2
109616971	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109617007	0	0	0	0	0	0	0	0	0	0	0	0	0	0
89857	5	10	4	3	6	4	5	11	15	12	3	10	8	9
100874019	6	5	3	4	7	6	13	13	6	2	4	3	3	27
105374248	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107986162	13	5	3	10	7	12	4	15	16	17	8	8	11	9
54800	205	199	184	276	338	423	166	364	834	414	373	556	503	335
55689	533	294	354	652	743	738	377	931	1505	1243	760	1402	1300	390
100874113	15	9	14	25	27	24	14	27	46	38	29	44	45	16
79929	54	52	62	57	67	68	58	67	45	58	45	74	73	36
55486	578	491	573	496	540	627	627	581	487	564	591	674	669	402
100616127	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10057	85	55	89	87	115	109	66	89	175	129	109	165	175	79
100873982	0	1	1	0	0	0	0	0	0	0	0	0	1	0
200909	0	0	0	0	0	0	0	0	0	0	0	0	0	0
170572	1	0	1	0	0	0	0	1	0	0	1	2	0	0
105374249	6	9	8	6	10	9	8	7	9	5	7	7	6	5
106478970	0	0	0	0	0	0	0	0	0	0	0	0	0	0
285242	0	0	0	0	0	0	0	0	0	1	0	0	0	0
8893	799	490	538	721	834	871	615	928	858	986	740	1050	1075	459
1857	510	330	431	804	1122	910	521	1106	1350	1460	1057	1414	1408	494
1173	1979	1068	1266	2155	2801	2509	1782	3130	3070	3755	2855	3306	3148	1238
55324	423	211	235	407	544	466	352	569	588	807	614	718	674	238
90113	22	10	15	14	46	36	20	20	19	8	15	20	25	9
100187716	0	0	0	0	1	0	0	1	0	0	0	0	1	0
10195	457	224	315	448	729	532	345	713	700	911	761	831	685	365
110599564	234	136	139	141	263	193	218	194	103	147	150	142	122	151
110599583	89	52	62	68	122	75	77	90	52	56	59	54	59	69
94032	7	4	4	2	5	11	4	12	13	12	5	15	8	4
9718	2	1	1	0	1	0	1	2	0	1	1	1	1	0
5708	1862	826	1205	1868	2468	2261	1345	2923	3727	4643	3491	4363	4160	1112
1981	2054	1060	1339	2478	3575	3243	1671	4329	7349	8127	5769	8402	7654	1451
692107	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131408	162	109	95	170	296	249	168	316	264	290	252	271	281	134
1181	182	114	138	242	377	339	243	400	437	561	433	518	474	215
5437	2318	2048	1935	1864	2438	2268	2552	2300	1347	1453	1587	1698	1629	1987
7066	27	23	10	45	37	36	56	26	35	66	46	46	59	18
8646	205	167	146	310	240	344	300	233	183	438	355	295	274	101
105374250	0	0	1	0	0	1	0	0	0	0	0	0	0	0
105374251	0	1	0	1	0	2	0	0	1	1	3	0	0	1
100874079	0	0	0	0	0	1	0	1	1	1	0	0	0	0
2049	184	91	136	150	286	265	217	418	453	579	492	488	501	123
64110	384	235	257	349	518	492	408	476	461	456	453	568	568	261
107986163	0	0	2	1	1	1	2	1	1	0	1	3	1	1
101928992	0	1	0	0	0	0	0	0	0	0	0	0	0	0
105374253	0	1	0	0	0	0	0	0	0	0	0	0	0	1
23355	502	452	548	462	517	493	270	374	540	455	363	513	495	431
285382	0	0	0	1	5	2	0	0	3	6	7	3	2	1
339926	3	5	2	6	3	3	2	3	4	2	3	6	3	1
1962	76	45	39	65	76	64	40	43	76	57	52	77	75	34
100847054	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9175	384	409	401	350	367	360	321	443	420	352	324	423	472	429
101929018	5	3	6	8	8	8	4	5	8	4	5	4	4	9
90407	512	375	472	391	525	508	356	304	467	502	470	519	546	301
105374254	4	5	5	4	7	9	1	3	3	1	2	5	3	3
200879	610	343	400	729	893	850	434	1279	1833	1511	1237	1742	1703	466
107986055	0	1	1	0	0	0	0	0	0	0	0	0	0	0
59343	331	194	251	408	490	485	272	573	769	723	576	770	860	352
10644	515	368	426	763	1015	851	404	1017	1491	1339	982	1516	1493	459
646600	0	0	0	1	0	4	0	0	0	0	1	1	0	4
100847078	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6434	3489	2838	2559	2146	4059	3625	2916	3234	3272	2149	1736	2770	3399	3475
344887	4	4	0	1	0	3	0	1	2	1	3	3	3	0
2119	241	172	227	234	295	313	218	405	535	452	384	522	483	172
105374257	0	1	0	0	0	0	0	1	0	0	0	0	0	1
1608	8	4	9	4	6	4	3	2	4	4	3	4	2	4
107986164	0	0	0	0	0	0	0	0	0	0	0	0	0	0
253573	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107986165	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1427	24	23	25	21	11	7	9	18	13	16	20	31	24	21
55171	138	80	91	116	147	173	112	181	288	199	160	225	265	81
51726	2435	1810	1731	1507	2139	2138	1806	2464	2061	2175	1643	2549	2364	1821
197	600	270	598	600	2	5	4	6	3	6	8	5	2	4
26998	2	0	1	1	0	0	0	0	0	1	0	2	0	1
105374258	1	0	0	0	0	0	0	0	0	0	0	1	0	0
3273	0	0	0	0	0	0	0	1	2	0	1	0	0	1
3827	4	4	1	1	1	5	6	3	4	2	3	3	4	0
105374259	1	0	2	2	3	3	1	2	6	6	0	4	9	8
1974	13475	14603	13492	9505	13320	10428	6981	11629	9860	6041	6686	8491	8126	14035
619567	12	18	16	10	9	15	7	4	30	10	8	18	16	11
109617006	2	7	8	3	1	3	4	2	20	4	7	13	14	12
100302143	2	4	2	3	3	0	1	1	10	3	4	10	9	8
677847	3	4	4	3	4	0	1	3	21	5	9	15	17	10
6043	22	32	30	16	15	12	10	10	22	12	19	23	22	24
619568	13	21	24	4	6	7	6	6	25	4	12	26	20	23
5984	589	551	655	388	464	375	335	409	404	336	385	548	517	424
102724699	3	0	1	1	1	1	1	1	0	1	1	2	0	0
9370	0	2	0	0	1	2	0	1	0	1	1	2	3	0
100874095	0	2	0	0	1	2	0	1	0	1	1	2	3	0
6480	207	143	153	248	295	239	104	62	65	45	35	46	34	8
116832	3	1	2	4	1	3	3	1	15	10	6	10	0	14
101929106	0	0	0	0	0	0	0	0	0	0	0	0	0	0
132112	0	0	0	0	1	0	0	0	0	0	0	0	0	2
5648	16	7	7	7	0	1	1	1	5	4	1	1	6	0
105374260	1	0	0	1	0	0	1	0	0	0	0	0	0	1
101929130	0	1	0	0	0	0	0	0	0	0	0	0	0	0
64108	39	39	42	49	31	50	60	74	49	65	68	54	60	88
105374261	75	97	89	74	86	90	92	116	80	47	54	71	67	142
105374262	0	0	0	0	0	0	0	0	0	0	1	0	2	0
6750	9	6	5	1	18	11	6	38	27	24	27	28	36	19
344892	0	0	0	0	0	0	0	0	0	1	1	0	0	0
100131635	0	0	0	0	0	0	0	0	0	0	0	0	0	0
604	107	81	78	169	136	133	68	159	216	239	143	235	211	74
105374263	0	0	0	0	0	0	0	1	0	0	0	0	0	2
105374264	6	10	2	4	10	8	7	6	9	10	5	5	11	5
105374265	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105374266	1	0	0	0	0	0	0	0	0	0	0	0	0	0
107986166	0	2	3	3	0	1	0	2	0	0	1	1	0	1
339929	2	2	5	3	3	7	3	7	5	6	10	11	8	1
4026	613	495	652	574	629	698	328	512	1033	614	482	871	853	476
401105	0	1	1	0	0	0	0	0	0	0	0	1	0	0
100873917	0	0	0	0	0	0	0	0	0	0	0	0	0	0
407020	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100874043	0	0	0	1	0	0	0	0	0	2	0	1	0	0
107986168	0	0	0	0	0	0	0	0	0	0	0	1	0	1
107986167	6	4	4	3	6	2	7	5	0	0	1	4	5	7
285386	20	15	9	13	13	17	29	10	12	10	7	7	15	18
100874027	1	1	0	1	2	1	1	1	0	1	0	1	1	0
105374270	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107986169	0	0	0	0	0	0	0	0	0	0	0	0	0	0
