GeneID	control	control	control	control	control	perturbed	perturbed	perturbed	perturbed	perturbed
145216	0	0	1	0	1	0	0	0	1	0
112268124	61	56	65	60	45	86	61	80	54	39
105370629	0	0	0	0	0	0	0	0	0	0
101928599	0	0	0	0	0	2	0	0	0	0
105370473	0	0	0	0	0	0	0	0	1	0
100422641	0	0	0	0	0	0	0	0	0	0
105369203	7	6	7	23	14	1	7	2	1	8
440180	0	0	0	0	0	0	0	0	1	0
107075253	0	0	0	0	0	0	0	0	0	0
100628307	0	0	0	0	0	0	0	0	0	0
105370611	0	0	0	0	1	0	0	0	0	0
100533718	0	0	0	0	0	0	0	0	0	0
100506172	0	0	0	0	0	1	0	0	0	0
642311	1	3	0	1	1	6	2	2	3	1
122592	0	0	0	0	0	0	0	0	0	0
101927129	0	0	0	0	0	0	0	0	0	0
100420292	0	0	0	0	0	0	0	0	0	0
645687	1	1	0	4	0	2	4	1	2	4
105370616	0	3	0	0	2	0	3	3	5	1
100131369	0	0	1	0	0	0	0	0	0	0
101927690	1	0	3	0	0	0	0	0	0	0
283585	1	0	0	0	0	0	0	0	0	0
28649	0	0	0	0	0	0	0	0	0	0
283092	0	0	0	0	0	0	0	0	0	0
6038	57	69	71	101	91	26	36	36	53	59
102724190	2	4	4	11	15	15	10	18	21	9
100421646	0	0	0	0	1	0	0	0	0	1
441056	0	0	0	0	0	0	0	0	0	0
28654	0	0	0	0	0	0	0	0	0	0
100420347	0	0	0	0	0	0	0	0	0	0
4157	188	153	233	595	668	530	457	674	610	500
319112	0	0	0	0	0	0	0	0	0	0
105370489	0	0	0	1	0	0	0	0	1	0
403299	0	0	0	0	0	0	0	0	0	0
81110	0	0	0	0	0	0	0	0	0	0
283587	0	0	0	0	0	2	1	0	1	1
100132612	0	0	0	0	0	0	1	0	0	0
2227	0	4	2	0	0	1	3	2	8	4
503835	0	0	0	3	0	1	0	3	5	3
105370589	0	0	0	0	0	0	0	0	0	0
100129782	0	0	0	0	0	0	0	0	0	0
100420096	0	0	0	0	0	0	0	0	0	0
100418897	0	0	0	0	0	0	0	0	1	0
105370623	0	0	0	1	0	2	1	0	2	1
90799	1296	1187	1302	1558	1601	1236	1182	1496	1403	1027
390434	0	0	0	0	0	0	0	0	0	0
28650	0	0	0	0	0	0	0	0	0	0
100129923	0	0	0	0	0	0	0	1	0	0
121131	0	0	0	0	0	1	1	0	0	0
102724380	0	0	0	0	0	0	0	0	0	0
145195	0	0	0	1	0	1	0	0	1	1
400236	273	168	212	249	191	133	108	182	117	77
105370525	5	13	5	16	16	4	0	3	4	7
102723604	0	0	0	0	0	0	0	0	0	0
728755	0	0	0	0	1	0	0	0	0	1
100288846	26	24	38	34	25	35	29	34	37	35
10381	1036	825	911	1977	2220	1530	1190	1484	1900	1290
101927418	0	0	1	1	2	0	0	0	1	1
100418877	0	0	0	0	0	0	0	0	0	0
161342	30	20	29	92	66	244	213	321	284	237
105370550	6	1	2	18	15	0	2	4	10	5
100128939	0	0	0	0	0	0	0	0	0	0
106480682	0	0	0	0	0	0	0	0	0	0
326606	0	0	0	0	0	0	0	0	0	0
101928559	0	0	0	0	0	0	0	0	0	0
100874523	6	1	2	3	8	4	3	3	3	1
105370646	0	0	0	0	0	0	0	0	0	0
106479036	0	0	0	0	0	0	1	0	0	0
100533179	5	5	6	3	6	7	2	3	6	6
388021	1	0	0	2	8	4	0	3	0	0
326276	0	3	1	3	2	3	0	1	0	0
643034	0	0	0	0	0	0	0	0	0	0
7258	0	0	0	0	0	0	0	0	0	0
100132537	0	4	2	1	1	4	4	7	1	0
101929422	0	0	0	0	0	0	0	0	0	0
503627	0	0	0	0	0	0	0	0	0	0
107075133	0	0	0	0	0	0	0	0	0	0
100421751	0	0	0	0	0	1	0	0	0	0
338002	0	0	0	0	0	0	0	0	0	0
100533496	21	37	22	21	21	31	28	30	14	12
283804	0	0	0	0	0	1	0	0	0	0
100132421	0	0	0	0	0	0	0	0	0	0
100526835	23	17	12	32	30	17	15	12	22	22
100526836	0	1	0	4	2	0	1	2	0	0
100288948	0	0	0	0	0	0	0	0	0	0
100462776	0	0	1	0	0	0	1	1	0	0
105370400	1	0	0	1	1	1	0	0	1	4
503630	0	0	0	0	0	0	0	0	0	0
100421632	0	0	0	0	0	0	0	0	0	0
161159	79	66	70	49	76	21	21	26	50	44
283547	16	10	9	3	4	1	0	0	1	4
29018	0	0	0	0	1	0	0	0	0	0
100528030	8	6	0	2	3	10	13	12	18	5
100507277	0	0	0	0	1	0	0	0	0	0
100631249	0	0	0	0	0	0	0	0	0	0
317774	0	0	0	0	0	0	0	0	0	0
400208	1	4	2	12	9	6	6	14	7	2
28652	0	0	0	0	0	0	0	0	0	0
106480347	0	0	0	0	0	0	0	0	0	0
401744	2	0	0	1	2	0	0	0	0	0
100132142	0	0	0	0	0	0	0	0	0	0
100996280	1	4	3	2	1	7	10	5	10	5
105370648	0	0	0	0	0	0	0	0	0	0
100532726	40	19	37	76	71	45	39	57	117	57
102723809	0	2	3	1	0	2	1	0	1	2
100506321	0	0	0	0	0	0	1	1	2	0
100130933	0	0	0	0	0	0	0	1	0	0
105751187	2	0	0	2	2	3	4	0	7	1
100506433	0	0	1	3	0	0	0	0	1	5
145820	0	0	0	0	0	1	0	0	0	0
101954204	0	0	0	0	0	0	0	0	0	0
503519	0	0	0	0	1	2	0	0	0	0
353163	2	3	2	8	1	2	3	3	1	5
100506411	0	0	0	0	0	1	0	0	0	0
643001	0	0	0	0	0	0	0	0	0	0
646096	0	0	0	4	0	0	1	0	0	0
317760	11	6	17	14	14	14	20	20	56	42
101928909	0	0	0	0	0	0	0	0	0	0
319099	9	4	3	7	7	1	1	3	7	4
404718	0	0	0	0	1	0	0	0	0	0
104613533	0	0	0	0	0	0	0	0	0	0
100289091	0	0	0	0	0	0	0	0	0	0
101929586	0	0	0	0	0	0	0	0	0	0
106480808	0	0	0	0	0	0	0	0	0	0
359755	0	0	1	0	0	2	2	1	4	2
102724587	1	0	0	0	0	0	0	0	5	2
105370802	4	0	0	7	3	2	0	1	11	3
3690	559	583	655	555	670	1151	1088	1310	933	745
645405	1	0	2	0	0	0	0	0	3	0
283761	0	0	0	0	0	0	0	0	0	0
105371022	0	0	0	1	1	0	0	0	3	0
643664	0	0	0	0	2	2	1	0	0	3
101928227	1	0	0	0	0	1	0	2	0	2
105370681	11	7	23	6	6	25	23	32	15	4
729911	0	0	0	0	0	1	0	0	0	0
105370822	0	0	0	0	0	0	0	0	0	0
109729174	2	0	1	1	0	0	1	1	0	0
100507480	0	0	3	4	4	6	4	0	1	4
100130855	75	38	60	41	73	33	33	39	48	39
105371964	0	0	0	0	0	0	0	0	0	0
106480806	0	0	0	1	0	0	0	0	0	1
105378349	0	0	0	0	0	0	0	0	0	0
105370783	1	1	4	32	19	3	0	7	18	15
107080639	0	0	0	0	0	0	0	0	0	0
101929478	0	0	0	0	0	0	0	0	0	0
100652749	0	0	0	0	0	0	0	0	0	0
100506530	0	0	0	0	3	0	0	0	1	6
102723481	0	0	0	1	0	0	0	0	0	2
109729181	49	38	38	26	39	10	4	8	7	1
101928694	1	1	1	0	1	1	1	0	0	1
440300	19	22	29	44	33	16	19	22	69	36
100420707	9	6	5	6	5	0	2	2	4	4
100129631	0	0	0	0	0	0	0	0	0	0
100533106	27	18	29	32	37	23	31	44	46	34
283693	4	10	7	16	24	11	5	14	35	18
100505573	947	829	953	2458	2637	831	722	890	2871	1788
100528021	44	38	42	29	22	38	31	60	48	25
645204	1	0	0	0	0	0	0	0	2	1
101928988	0	0	0	1	0	0	0	0	0	0
283688	0	0	0	0	0	1	0	0	0	0
101929457	1	2	0	10	8	2	1	3	6	10
105370854	147	89	100	317	339	98	94	118	270	214
107075247	0	2	0	1	0	2	3	0	0	1
107075254	0	0	0	0	0	0	0	0	0	0
2688	0	0	0	0	0	0	0	0	0	0
645453	10	6	9	16	10	6	23	13	8	9
107984761	0	0	4	2	4	2	7	1	8	7
100287243	4	2	2	4	9	5	4	1	3	3
100527943	4	4	2	4	7	6	11	5	10	7
100130660	0	0	0	0	0	0	0	1	0	0
100996492	0	0	0	1	0	0	0	0	0	0
646956	15	7	6	15	6	15	18	8	9	6
105370906	0	0	0	3	0	0	0	2	0	0
101929439	0	6	1	2	3	0	1	1	9	2
124900600	0	1	0	2	0	0	0	0	0	0
145694	203	137	159	177	147	38	37	31	36	23
100874380	0	0	0	0	0	0	0	0	0	0
100130405	0	0	0	0	0	0	0	0	0	0
100134869	196	140	161	110	85	90	123	115	115	74
79178	344	251	332	431	384	288	281	394	299	266
390539	0	0	0	0	0	0	0	0	0	0
112543478	28	24	19	21	28	12	9	16	15	10
107985879	3	1	1	1	3	0	1	5	2	0
101928134	0	0	0	0	0	0	0	0	0	0
642907	0	0	0	0	0	0	0	0	0	0
106480780	0	0	0	0	0	0	0	0	0	0
101927631	34	28	17	38	50	23	31	35	29	28
197003	1	0	0	4	0	3	0	1	2	7
283692	5	0	2	1	1	4	4	4	8	4
645486	0	0	0	0	0	0	1	0	0	1
390601	7	8	20	17	13	6	10	9	21	34
102723165	3	1	1	1	0	1	0	2	11	11
105370880	0	0	0	0	0	0	0	0	1	2
653381	16	15	18	61	43	21	19	27	64	48
100996876	0	0	2	0	0	0	0	0	5	0
107984764	0	0	0	0	0	0	0	0	0	0
26589	403	308	372	447	449	518	444	552	466	370
100419668	6	3	6	7	7	4	0	5	5	3
100421087	0	0	0	0	0	0	0	0	0	0
112268162	0	0	0	0	0	0	0	0	0	0
100505679	18	17	15	16	36	17	15	9	21	14
723972	1	1	3	0	3	4	2	2	7	0
101929690	58	67	53	70	84	13	21	12	34	14
101928414	15	29	20	74	71	25	20	14	39	25
145978	0	0	0	0	0	0	0	0	0	0
101928850	0	0	0	0	0	0	0	0	0	0
122409	0	0	0	0	0	0	0	0	0	2
100421767	2	0	1	0	6	1	0	1	7	0
102723335	0	0	0	0	0	0	0	0	0	0
649133	0	0	0	0	0	0	0	0	0	0
360183	0	0	0	0	0	0	0	0	1	0
414899	16	9	14	61	49	45	57	65	80	47
101927310	0	0	0	0	0	0	0	0	0	0
101927751	206	171	173	318	327	145	149	199	154	95
450250	0	0	0	0	0	0	0	0	0	0
105370804	0	0	0	0	0	0	0	0	0	0
107133487	0	0	0	0	0	0	0	0	0	0
651053	2	1	1	3	1	5	0	9	0	2
101927332	0	0	0	0	1	1	0	0	0	0
645693	5	2	4	3	5	2	5	1	1	1
100289303	0	0	0	0	0	0	0	0	0	0
105376713	0	0	0	0	0	0	1	0	0	0
102724452	0	0	0	0	0	0	0	0	0	0
100288241	0	0	0	0	0	0	0	0	0	0
107075160	0	0	0	0	0	0	0	0	0	0
105370954	0	0	0	0	0	0	0	0	0	0
105370890	0	0	0	0	0	0	0	0	0	1
107075182	0	0	0	0	0	0	0	0	0	0
100128108	18	17	16	22	13	18	21	18	12	17
642366	1	0	0	0	1	0	0	2	4	7
101927286	0	2	4	1	1	5	0	2	1	0
253044	0	0	0	0	0	0	0	0	1	0
107075131	0	0	0	0	0	0	0	0	6	0
100506686	701	628	620	567	627	249	219	312	274	194
100132644	0	0	0	0	0	0	0	0	0	0
390714	0	0	0	0	0	0	0	0	0	0
400347	0	0	1	0	2	0	0	0	1	0
107984784	0	0	0	0	0	1	0	0	0	2
105370969	0	0	0	0	0	0	0	0	0	0
105370809	162	107	86	315	258	137	129	168	322	296
7190	32	60	38	39	43	45	51	66	34	13
100131623	0	0	0	0	0	0	0	0	0	0
105370683	1	1	1	1	2	2	4	3	4	0
100131315	116	99	114	130	115	56	67	89	122	94
101927112	0	0	0	0	0	2	0	0	0	0
100506874	80	67	87	225	231	42	29	47	109	75
101926895	9	16	13	27	26	15	10	14	6	14
100419366	0	0	0	0	0	0	0	0	0	0
100421148	0	0	0	0	0	0	0	0	0	0
100132824	3	3	3	2	11	0	11	5	11	4
105371027	0	0	0	0	1	0	0	0	0	0
101927978	88	67	89	75	68	112	99	105	125	96
646071	0	0	0	0	0	0	0	0	0	0
401822	0	1	0	0	0	0	0	0	0	0
283710	0	0	0	0	0	0	0	0	0	0
103171574	0	2	1	6	13	0	3	0	0	3
101927606	0	0	0	0	0	0	0	0	0	0
102723640	3	1	1	8	5	1	1	2	6	2
646791	2	2	2	5	2	0	4	2	5	3
107987232	0	0	0	0	0	0	0	0	0	0
146429	2	0	0	1	2	9	5	4	17	7
107984813	12	9	13	8	9	9	13	4	4	5
646627	0	0	0	0	0	0	0	0	0	0
112267983	44	40	56	57	55	39	34	71	52	48
283486	0	0	0	5	2	1	0	1	2	4
106481737	0	0	0	0	0	0	1	0	0	0
388456	0	0	0	0	0	0	0	0	0	0
283914	0	0	0	0	0	0	0	0	0	0
101927650	3	5	2	0	2	5	3	3	0	1
442028	0	0	0	0	0	1	0	0	0	0
139538	0	0	0	0	0	0	0	0	0	0
100420642	0	0	0	0	0	1	0	0	0	0
102723670	0	0	5	2	5	4	3	0	1	1
100419639	0	0	0	0	0	0	0	0	0	0
101927793	0	0	0	0	0	0	0	0	0	0
101928363	0	0	0	0	0	0	0	0	2	0
115409980	0	0	0	0	0	1	2	0	0	0
105369971	0	0	0	2	0	0	1	0	0	0
100422492	0	0	0	0	0	0	0	0	0	0
729652	22	19	25	32	31	8	14	10	16	12
100418951	0	0	0	0	0	0	0	0	0	0
791114	0	0	0	0	1	1	0	0	0	3
101928840	0	0	0	0	1	1	0	0	0	3
100509620	0	0	0	0	3	0	0	1	0	0
100130044	0	0	0	0	0	0	0	0	0	0
107984893	0	0	0	1	4	1	0	0	1	1
105371049	0	0	0	0	0	2	0	0	3	0
94150	0	0	0	0	0	0	0	0	0	0
105371048	0	0	0	0	0	0	2	0	0	0
124903574	5	6	4	5	17	9	5	12	5	6
283888	0	0	0	0	1	0	0	0	0	1
29890	6009	4561	5413	4990	4730	5051	4544	6006	5022	3555
107984918	0	0	0	0	1	0	0	0	0	0
101929196	0	0	0	0	0	0	0	0	0	0
140828	0	0	0	1	0	1	0	0	0	0
350297	0	0	0	0	0	0	0	0	4	0
100131688	0	0	0	0	0	0	0	0	0	0
100507588	27	17	30	18	26	22	13	21	17	16
105447648	5	5	2	3	4	2	2	4	5	8
105371708	0	0	1	0	0	0	0	0	0	0
359771	0	0	0	0	0	0	0	0	0	0
101928614	0	0	0	0	0	0	0	0	0	0
3217	817	649	833	700	603	1109	1016	1264	682	498
647979	30929	27613	31316	44191	45259	24788	23354	27721	30503	22604
100506655	0	0	0	0	0	0	0	0	0	0
100194426	2	1	0	0	2	0	1	0	0	0
100132289	1	1	1	0	0	1	0	2	0	0
101928728	18	11	13	16	8	5	10	17	8	5
107075243	0	0	0	0	0	0	0	0	0	0
101927026	0	0	0	0	0	0	0	0	0	0
643802	0	0	0	2	0	1	1	2	0	0
105373383	27	25	19	28	23	22	15	23	6	3
101928736	46	45	62	75	65	80	90	102	159	129
101929224	11	14	16	13	12	14	8	15	14	7
1596	0	0	0	2	2	0	0	0	0	1
100861546	0	0	0	0	0	0	0	0	0	0
729597	0	0	0	0	0	0	0	0	0	0
101927402	15	12	18	19	9	12	19	19	28	29
101928698	0	0	0	2	0	1	0	0	0	0
90586	0	1	0	2	0	0	1	0	0	3
124903776	0	0	0	0	1	0	0	0	4	2
727915	4	0	0	0	1	1	0	0	7	5
89838	2	4	2	2	0	0	1	3	7	1
100288380	2	4	2	2	0	0	1	3	7	1
764	0	1	0	10	0	0	0	0	10	6
106480353	0	0	0	0	0	0	0	0	0	0
100302666	3	1	2	3	22	6	11	12	26	22
646665	1	0	0	9	3	3	4	1	5	5
107984807	0	0	0	0	0	0	1	0	0	0
107075255	0	0	0	0	0	0	0	0	0	0
106481972	0	0	0	0	0	0	0	0	0	0
107075134	0	0	0	0	0	0	0	0	1	0
101928611	0	0	0	0	0	0	0	0	0	0
101927460	0	3	0	2	0	1	0	0	0	1
106481738	0	0	0	0	0	0	0	0	0	0
101928707	22	16	30	67	64	36	59	60	122	77
399693	2	0	0	0	2	3	3	2	6	2
106480800	0	0	1	6	4	0	0	1	1	0
102724163	4	0	0	4	2	3	4	6	12	8
729313	0	0	1	0	1	0	0	0	0	0
23732	0	1	4	41	39	1	1	2	7	2
100134229	210	179	159	310	295	185	160	162	556	580
100527963	15	21	24	36	34	31	21	36	35	24
100421259	0	0	0	0	0	0	0	0	0	0
119746555	132	65	85	91	72	32	54	41	83	30
105371416	15	5	8	16	16	5	2	6	19	11
100507303	398	347	398	317	326	175	176	201	321	177
105371142	0	0	0	0	0	0	0	0	0	0
729739	0	0	0	0	1	0	1	0	2	0
100505619	0	0	0	0	1	0	0	0	0	1
105371414	0	0	0	1	0	1	0	1	2	0
100526831	0	0	0	0	0	0	0	0	1	0
650474	0	0	0	0	0	0	0	0	0	0
101928603	0	0	0	0	0	0	0	0	0	0
101060321	0	0	0	0	0	0	0	0	1	0
101929408	8	9	3	12	7	5	9	11	22	3
106480321	0	0	0	0	0	0	0	0	0	0
100418960	0	0	1	2	1	0	2	2	2	0
283738	0	0	0	0	0	0	0	0	0	0
4360	12	5	5	6	2	13	16	13	6	1
94086	0	0	0	0	0	2	4	1	2	6
80072	19	24	37	60	25	32	39	56	31	17
101928752	0	0	0	0	0	0	0	0	0	0
147429	0	1	0	0	0	0	0	0	0	0
105371090	0	0	0	0	0	0	0	0	0	0
100131080	0	0	0	0	0	0	0	0	0	0
149086	0	0	0	0	0	0	0	0	0	0
100861549	2	1	2	4	7	1	3	5	5	5
441818	0	0	0	0	0	0	1	1	0	0
105371184	6	5	3	2	9	5	2	1	10	1
101928880	3	1	0	11	3	1	0	0	6	7
101930452	0	0	0	0	0	0	0	0	0	0
100127958	0	0	0	0	0	0	0	0	0	0
642658	3641	2717	3021	4176	4131	4974	3859	4045	3985	2601
101928167	4	0	2	0	3	1	0	3	2	5
100421594	0	0	0	0	0	0	0	0	0	0
101929387	46	23	31	101	99	4	15	12	70	59
100289092	27	26	23	14	11	26	12	22	9	18
106480804	3	3	4	3	3	4	5	3	7	9
105376144	1	3	1	12	9	6	8	10	9	8
100506581	83	101	99	70	92	130	109	160	85	61
100134444	0	0	0	4	1	1	0	0	0	4
106144584	1	1	0	1	0	5	2	3	0	0
111082973	0	0	0	0	0	0	0	0	0	0
101929701	0	0	0	0	0	0	0	0	0	0
100420859	0	0	0	0	0	0	0	0	0	0
102723322	5	9	12	4	5	5	4	9	6	1
100127965	7	7	7	10	6	6	6	5	5	1
105371335	0	0	0	0	3	0	0	2	0	0
106478983	0	0	0	0	0	0	0	0	0	0
4500	82	106	98	78	60	182	151	191	85	81
791115	0	0	0	0	0	0	0	0	0	0
101927809	56	54	39	143	128	36	43	64	75	57
124903770	0	0	0	0	0	0	2	1	0	0
105378231	0	0	0	0	0	0	0	0	0	0
100420710	0	0	0	0	0	0	0	0	0	0
282566	8	5	5	11	22	7	11	3	21	12
102723166	50	38	43	57	56	57	55	69	50	44
124903659	0	0	0	0	0	0	0	2	0	0
403260	0	0	0	0	0	0	1	0	0	0
100288687	0	0	0	0	0	0	0	0	0	0
106480351	0	0	0	0	0	0	0	0	0	0
101929124	0	0	0	0	0	0	0	0	0	0
100419016	0	0	0	0	0	0	0	0	0	0
105377205	0	0	0	1	1	1	0	0	0	0
105371251	0	0	0	0	0	0	0	0	0	0
388248	3	3	7	3	14	4	11	6	8	3
103344929	0	0	0	0	0	0	0	0	0	0
197187	495	404	455	410	396	229	199	255	229	128
100131641	0	0	0	0	0	0	0	0	0	0
388254	1	3	4	7	2	2	0	1	2	1
100653233	0	0	2	5	1	0	0	0	2	0
105376731	0	0	0	0	0	0	0	0	0	0
100421029	2	0	0	0	0	0	0	0	0	0
100505776	0	0	0	0	0	0	0	0	0	0
100421431	0	0	0	0	0	0	0	0	0	0
84210	0	0	0	11	5	1	2	0	3	0
100132234	0	0	1	0	0	0	2	1	0	1
101929620	0	0	0	0	0	0	0	0	0	2
100131118	0	0	0	0	0	0	0	0	0	0
81893	90	80	90	42	52	79	66	110	81	56
342419	0	0	0	0	0	0	0	0	0	0
102723796	0	0	1	0	2	1	0	0	1	3
100505915	6	5	11	9	11	5	7	13	8	9
101928276	0	0	0	0	0	0	0	2	0	0
100861542	0	0	0	0	0	0	0	0	0	0
124901168	0	0	0	0	0	0	0	0	0	0
106660606	91	45	79	111	104	45	57	68	72	57
101927410	0	0	0	0	0	1	0	0	0	0
102577425	3	0	0	1	2	1	1	2	3	1
101928165	1	3	0	1	0	0	0	0	2	1
105371366	1	0	0	1	1	4	1	8	3	4
124903732	1	0	0	1	1	4	1	8	3	4
440346	4	4	3	0	1	6	3	2	5	3
101929634	0	0	1	0	1	1	0	2	7	2
101926967	11	6	4	15	14	9	4	12	6	9
102724430	1	0	0	0	0	1	1	0	0	0
401613	0	0	0	0	0	0	0	0	0	0
150967	117	76	111	396	392	65	78	120	123	105
115804232	3	4	4	38	39	6	10	8	18	26
100422055	6	3	3	4	5	1	2	2	8	1
403257	0	0	0	0	0	0	0	0	0	0
124903639	0	0	0	0	0	0	0	0	0	0
101928417	0	0	0	0	0	0	0	0	0	0
100996478	0	0	0	3	3	0	0	1	2	2
102723323	0	0	0	0	0	3	2	4	0	5
283932	125	111	138	182	189	105	96	150	225	212
101928446	3	0	1	1	0	1	3	5	14	10
106480748	0	0	0	0	0	0	0	0	0	0
100533705	0	0	0	0	0	0	0	0	0	0
100128905	21	16	7	14	17	68	46	82	110	108
105371050	20	9	11	11	21	7	13	20	19	13
101928248	2	1	0	2	5	0	3	0	1	1
283902	1	0	0	0	1	0	0	2	3	1
100128384	0	0	0	0	0	0	0	0	0	0
100132529	3	1	6	1	3	1	2	3	1	5
283854	0	0	0	0	1	0	0	0	0	0
107983961	0	0	0	0	1	0	0	0	0	0
100996425	1	1	0	2	2	2	4	6	0	1
100287559	8	7	8	9	12	9	7	14	23	17
152274	0	0	0	0	0	0	0	0	0	0
343702	0	0	1	1	3	0	1	0	2	0
101927350	0	0	0	0	0	0	0	0	0	0
9236	7092	6615	7052	5449	4580	3295	3193	3371	3612	2867
103344931	173	143	186	200	232	101	92	109	117	75
105370791	2	0	3	1	0	4	0	2	0	3
101927556	17	24	18	28	27	12	8	13	34	14
100131250	0	0	3	1	1	2	1	2	2	0
101927273	0	0	0	7	1	0	1	3	5	4
100133137	0	0	0	0	0	0	0	0	0	0
105370829	0	0	0	0	0	0	0	0	0	0
100128523	0	1	2	10	3	2	4	3	3	7
644242	4	1	0	1	1	2	5	13	8	11
101752400	196	160	144	266	232	149	132	196	294	160
105371200	0	0	0	0	0	0	0	0	0	0
100861544	0	0	0	0	0	0	0	0	0	0
105371264	0	0	0	1	0	0	0	0	0	0
106480337	0	0	0	0	0	1	0	0	0	0
106480231	0	0	0	0	0	0	0	0	0	0
102724047	0	0	0	0	0	0	0	0	0	0
105371074	0	0	0	0	1	0	0	0	0	1
105371046	0	0	0	1	0	0	0	0	0	0
100132606	0	0	0	0	0	0	0	0	0	0
101927450	0	0	0	0	0	0	0	0	0	1
101927957	136	121	109	114	140	150	134	202	98	94
105377820	0	0	0	0	0	0	0	0	0	0
101927629	0	0	0	0	0	0	0	0	0	0
100288079	0	0	0	0	0	0	0	0	0	0
101929504	69	56	70	7	25	2	4	0	5	1
645638	937	732	744	740	720	540	490	721	681	649
727964	0	0	0	0	0	0	0	0	0	0
100312812	0	0	0	0	0	0	0	0	0	0
6818	1	1	0	0	5	0	3	1	3	3
106480319	0	0	0	0	0	0	0	0	0	0
338694	0	0	0	0	0	0	0	0	0	0
104266959	0	0	0	0	0	0	0	0	0	0
100422491	0	0	0	0	0	0	0	0	0	0
101927087	28	19	22	62	44	18	19	24	25	28
115830329	11	14	21	22	16	10	11	6	18	17
112268176	0	0	0	0	0	0	0	0	0	0
105371248	0	0	0	0	0	0	0	1	0	0
101928708	0	0	0	0	0	0	0	0	0	1
100861554	5	1	4	0	1	2	4	3	2	2
101927155	334	232	313	606	539	195	201	249	410	302
100507421	1	7	12	224	274	4	3	9	364	280
107986266	0	0	0	1	0	0	0	0	0	0
400533	0	1	0	0	1	0	0	0	0	0
100506070	17	17	21	9	10	13	14	14	16	10
105370941	24	20	15	57	55	28	29	34	46	36
400406	1	0	1	14	9	3	1	6	15	13
83481	82	63	77	376	351	138	101	83	617	350
342443	0	0	0	0	0	0	0	0	0	0
105371350	0	0	0	0	0	0	0	0	0	0
101927239	0	0	0	0	1	0	0	0	1	4
107984827	0	0	0	0	0	1	0	3	0	1
100873905	0	0	0	0	0	1	0	0	0	0
102724344	0	0	0	0	0	0	0	6	3	0
102724362	0	0	0	0	4	0	1	3	0	0
101928618	1	0	0	0	0	0	1	0	0	0
100507599	86	93	81	83	86	114	98	121	139	103
376412	0	0	0	0	0	0	0	0	1	2
100505853	0	0	0	0	0	1	0	0	0	0
105371115	0	0	0	0	0	0	0	1	0	0
100874495	0	0	0	0	0	0	0	0	0	0
114841040	4	9	5	5	5	7	11	10	7	14
100861545	0	0	0	0	0	0	0	0	0	0
106480333	0	0	0	0	0	0	0	0	0	0
728276	0	0	0	0	1	1	0	0	2	0
100194425	0	0	0	0	0	0	1	0	0	0
100507290	114	57	126	149	126	109	101	124	159	129
101927132	0	0	0	0	0	0	0	0	0	0
23246	3698	2646	3226	4024	4204	3742	3084	3926	3639	2456
112267895	0	0	0	0	0	1	0	2	6	1
653075	21	9	4	22	11	1	0	4	7	6
101929288	0	0	0	0	0	0	0	0	0	0
102723786	0	0	0	0	0	0	0	1	0	0
100507679	0	0	0	0	1	0	0	0	1	0
106660619	0	0	0	0	0	0	0	0	0	0
100652974	0	0	0	0	0	0	0	0	0	0
100130603	0	0	0	0	0	0	0	0	0	0
101928392	0	0	0	0	0	0	0	0	0	0
105371374	34	17	28	30	23	23	33	28	25	22
106481791	0	0	0	0	0	0	0	0	0	0
105371286	7	6	9	11	17	10	16	10	8	6
401720	69	64	65	52	60	29	40	43	36	20
107985280	0	0	0	0	0	0	0	0	0	0
100507534	0	0	0	0	0	0	0	0	0	0
111082974	1	0	0	0	0	0	0	0	0	0
105274304	14	11	16	20	11	17	30	23	31	9
100421528	0	0	0	0	0	0	2	4	0	1
106456574	0	0	0	0	0	1	0	0	0	0
105372440	3	6	6	13	7	5	5	2	11	9
100652740	3	0	1	11	5	12	6	12	13	13
728178	41	29	46	58	58	57	36	69	63	54
100133127	0	0	0	0	0	0	0	0	0	0
101927288	39	40	32	31	38	44	54	48	29	28
5175	111	85	65	325	249	633	605	694	633	475
100128881	21	10	28	40	53	35	23	26	14	26
102467146	1	2	1	1	1	1	1	0	0	0
101927227	0	0	0	0	0	0	0	0	0	0
104355218	0	0	0	0	0	0	0	0	0	0
112268173	0	0	0	0	0	0	0	0	0	0
101929480	0	0	0	1	0	0	0	0	0	0
101928035	13	4	4	17	8	4	8	8	10	13
100529145	75	73	73	114	107	50	56	49	83	47
8918	11	8	13	22	35	19	12	14	36	17
105370888	28	39	34	70	62	41	40	32	65	50
106146149	0	0	0	0	0	0	0	2	0	1
101927605	0	0	0	0	0	0	0	0	0	1
100288748	0	0	0	0	0	0	0	0	0	0
26077	0	0	0	0	0	0	0	0	0	0
100887074	0	0	0	0	0	0	0	0	0	0
100874187	0	0	0	0	0	0	0	0	0	0
102723692	0	0	0	0	0	0	0	0	0	0
100128822	47	39	50	24	37	52	49	38	26	40
347688	1	2	2	1	2	2	0	0	1	1
102723385	5	8	4	1	0	2	4	6	11	7
124903729	0	0	0	0	0	0	0	0	0	0
112806053	4	5	0	9	7	6	6	2	12	13
100861547	0	0	0	0	0	0	0	0	0	0
284648	13	23	17	18	23	24	13	20	29	29
729355	0	0	0	0	0	0	0	0	0	0
107063543	0	0	0	0	0	0	0	0	0	0
107546764	0	0	0	0	0	0	0	0	0	0
100130059	0	0	0	0	0	0	0	0	0	0
